numprocesso;ano;modalidade;tipoveiculopublicacao;descricao;nredicao;datapublicacao
8;2024;Concorrência Presencial (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;;2024-11-27
9;2024;Concorrência Presencial (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;;2024-12-02
6;2024;Concorrência Pública;Outros Veículos de Publicação;www.folhadelondrina.com.br;;2022-11-30
6;2024;Concorrência Pública;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11303;2022-11-30
2;2024;Contratação Direta - Inexigibilidade (Lei Federal 14.133/2021);Diário Oficial do Estado;/www.documentos.dioe.pr.gov.br;;2025-04-28
1;2024;Convite;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11600;2024-03-01
2;2024;Convite;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11612;2024-03-19
3;2024;Convite;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11624;2024-04-08
4;2024;Convite;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11624;2024-04-08
5;2024;Convite;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11303;2022-11-30
6;2024;Convite;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11630;2024-04-16
7;2024;Convite;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11664;2024-06-06
8;2024;Convite;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11664;2024-06-06
9;2024;Convite;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11694;2024-07-18
10;2024;Convite;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11710;2024-08-09
11;2024;Convite;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11716;2024-08-19
12;2024;Convite;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11716;2024-08-19
13;2024;Convite;Diário Oficial do Estado;www.pr.gov.br/dioe;11379;2023-03-28
15;2024;Convite;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11777;2024-11-12
16;2024;Convite;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11777;2024-11-12
17;2024;Convite;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11788;2024-12-02
3;2024;Credenciamento;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11596;2024-02-08
13;2024;Credenciamento;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11673;2024-06-19
16;2024;Credenciamento;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11600;2024-03-01
18;2024;Credenciamento;Diário Oficial do Estado;;;2024-05-27
20;2024;Credenciamento;Endereço Eletrônico;www.uepg.br;1;2024-08-07
22;2024;Credenciamento;Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/;11702;2024-07-30
23;2024;Credenciamento;Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe;11703;2024-07-31
24;2024;Credenciamento;Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe;11712;2024-08-13
25;2024;Credenciamento;Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11699;2024-07-25
28;2024;Credenciamento;Diário Oficial do Estado;;11732;2024-09-10
28;2024;Credenciamento;Endereço Eletrônico;www.npd.uem.br/cmp/del_divulgacao.zul;;2024-09-09
28;2024;Credenciamento;Outros Veículos de Publicação;www.jornaldopovo.com.br;;2024-09-07
29;2024;Credenciamento;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11758;2024-10-16
30;2024;Credenciamento;Diário Oficial do Estado;;11741;2024-09-23
31;2024;Credenciamento;Diário Oficial do Estado;www.dioe.pr.gov.br;11806;2025-01-06
1;2024;Leilão;Diário Oficial do Estado;;11561;2024-01-03
1;2024;Leilão;Outros Veículos de Publicação;https://www.folhadelondrina.com.br/;;2024-01-03
3;2024;Leilão;Outros Veículos de Publicação;https://arede.info/jornaldamanha;8;2024-03-20
3;2024;Leilão;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11613;2024-03-20
3;2024;Leilão;Outros Veículos de Publicação;classificados@gazetadoparana.com.b;7;2024-03-20
3;2024;Leilão;Outros Veículos de Publicação;https://www.diarioinduscom.com.br;15;2024-03-20
4;2024;Leilão;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11638;2024-04-26
4;2024;Leilão;Outros Veículos de Publicação;https://www.jornaldopovomaringa.com.br;3;2024-04-26
4;2024;Leilão;Outros Veículos de Publicação;classificados@gazetadoparana.com.br;7;2024-04-26
4;2024;Leilão;Outros Veículos de Publicação;editor@diariodoscampos.com.br;3;2024-04-26
5;2024;Leilão;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11604;2024-03-07
5;2024;Leilão;Outros Veículos de Publicação;https://www.folhadelondrina.com.br/;;2024-03-07
6;2024;Leilão;Outros Veículos de Publicação;https://valor.globo.com/;;2024-03-11
6;2024;Leilão;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11606;2024-03-11
7;2024;Leilão;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11611;2024-03-18
8;2024;Leilão;Outros Veículos de Publicação;https://valor.globo.com/;;2024-03-22
8;2024;Leilão;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11615;2024-03-22
9;2024;Leilão;Outros Veículos de Publicação;;;2024-06-04
9;2024;Leilão;Afixação do aviso do convite no mural de recados;;;2024-06-04
9;2024;Leilão;Diário Oficial do Estado;;11662;2024-06-04
9;2024;Leilão;Endereço Eletrônico;www.uepg.br;;2024-06-04
11;2024;Leilão;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11685;2024-07-05
12;2024;Leilão;Diário Oficial do Estado;;11692;2024-07-16
12;2024;Leilão;Endereço Eletrônico;www.uepg.br;;2024-07-16
12;2024;Leilão;Afixação do aviso do convite no mural de recados;;;2024-07-16
12;2024;Leilão;Outros Veículos de Publicação;;;2024-07-16
13;2024;Leilão;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11733;2024-09-11
14;2024;Leilão;Outros Veículos de Publicação;https://www.bemparana.com.br/publicidade-legal/;12524;2024-11-01
14;2024;Leilão;Outros Veículos de Publicação;https://www.diarioinduscom.com.br;15;2024-11-01
14;2024;Leilão;Outros Veículos de Publicação;https://odiariodemaringa.com.br;1;2024-11-01
15;2024;Leilão;Outros Veículos de Publicação;https://www.folhadelondrina.com.br/?d=1;;2024-10-09
15;2024;Leilão;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11753;2024-10-09
2;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.documentos.dioe.pr.gov.br;11790;2024-12-04
5;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11630;2024-04-16
6;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11633;2024-04-19
7;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11633;2024-04-19
8;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11633;2024-04-19
9;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11653;2024-05-20
10;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11654;2024-05-21
11;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11654;2024-05-21
12;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11689;2024-07-11
13;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11658;2024-05-27
15;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11667;2024-06-11
17;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11663;2024-06-05
18;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11663;2024-06-05
19;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11666;2024-06-10
20;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11666;2024-06-10
21;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11666;2024-06-10
22;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11870;2025-04-09
23;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11667;2024-06-11
24;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11667;2024-06-11
25;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11670;2024-06-14
26;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11670;2024-06-14
27;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11670;2024-06-14
28;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11671;2024-06-17
29;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11671;2024-06-17
30;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11672;2024-06-18
31;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11676;2024-06-24
32;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11678;2024-06-26
33;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11678;2024-06-26
34;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11679;2024-06-27
35;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11679;2024-06-27
36;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11679;2024-06-27
37;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11683;2024-07-03
38;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11684;2024-07-04
39;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11684;2024-07-04
41;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11684;2024-07-04
42;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11684;2024-07-04
43;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11685;2024-07-05
44;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11686;2024-07-08
45;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11687;2024-07-09
46;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11688;2024-07-10
47;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11688;2024-07-10
48;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11690;2024-07-12
49;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11691;2024-07-15
50;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11691;2024-07-15
50;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;;11691;2024-07-15
52;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11694;2024-07-18
53;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11697;2024-07-23
54;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11697;2024-07-23
55;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.documentos.dioe.pr.gov.br/dioe;11724;2024-08-29
56;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11706;2024-08-05
57;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11707;2024-08-06
58;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11729;2024-09-05
59;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11710;2024-08-09
61;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11716;2024-08-19
62;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;;11747;2024-10-01
63;2024;Licitação Eletrônica - Estatal;Endereço Eletrônico;www.transparencia.pr.gov.br/;;2024-10-23
63;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11763;2024-10-23
65;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11724;2024-08-29
67;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11724;2024-08-29
68;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11724;2024-08-29
69;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11724;2024-08-29
70;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11726;2024-09-02
71;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11726;2024-09-02
72;2024;Licitação Eletrônica - Estatal;Endereço Eletrônico;www.transparencia.pr.gov.br/;;2024-09-30
72;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11746;2024-09-30
73;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11731;2024-09-09
74;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11751;2024-10-07
75;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11838;2025-02-19
76;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11732;2024-09-10
77;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11770;2024-11-01
79;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11734;2024-09-12
80;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11734;2024-09-12
81;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11752;2024-10-08
82;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11771;2024-11-04
83;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11776;2024-11-11
84;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11744;2024-09-26
85;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11746;2024-09-30
87;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11747;2024-10-01
88;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;;11770;2024-11-01
89;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11774;2024-11-07
90;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11753;2024-10-09
91;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11797;2024-12-13
92;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11772;2024-11-05
93;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.documentos.dioe.pr.gov.br;11788;2024-12-02
94;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11763;2024-10-23
95;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11765;2024-10-25
96;2024;Licitação Eletrônica - Estatal;Endereço Eletrônico;https://www.administracao.pr.gov.br/Compras/Pagina/Compras-Parana-Consulta-de-Editais-e-Licitacoes;;2024-12-10
96;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br/;11794;2024-12-10
97;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11767;2024-10-29
99;2024;Licitação Eletrônica - Estatal;Endereço Eletrônico;www.transparencia.pr.gov.br/;;2025-01-22
99;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11818;2025-01-22
101;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.documentos.dioe.pr.gov.br;11797;2024-12-13
101;2024;Licitação Eletrônica - Estatal;Endereço Eletrônico;www.licitacoes-e.com.br;;2024-12-13
101;2024;Licitação Eletrônica - Estatal;Outros Veículos de Publicação;www.comprasparana.pr.gov.br;;2024-12-13
102;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe;11796;2024-12-12
104;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11780;2024-11-19
105;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11780;2024-11-19
106;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11797;2024-12-13
108;2024;Licitação Eletrônica - Estatal;Outros Veículos de Publicação;www.comprasparana.pr.gov.br;;2025-01-10
108;2024;Licitação Eletrônica - Estatal;Endereço Eletrônico;www.licitacoes-e.com.br;;2025-01-10
108;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.documentos.dioe.pr.gov.br;11810;2025-01-10
109;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11789;2024-12-03
110;2024;Licitação Eletrônica - Estatal;Outros Veículos de Publicação;www.comprasparana.pr.gov.br;;2025-01-27
110;2024;Licitação Eletrônica - Estatal;Endereço Eletrônico;www.licitacoes-e.com.br;;2025-01-27
110;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.documentos.dioe.pr.gov.br;11821;2025-01-27
112;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;www.documentos.dioe.pr.gov.br;11821;2025-01-27
112;2024;Licitação Eletrônica - Estatal;Outros Veículos de Publicação;www.comprasparana.pr.gov.br;;2025-01-27
112;2024;Licitação Eletrônica - Estatal;Endereço Eletrônico;www.licitacoes-e.com.br;;2025-01-27
114;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11797;2024-12-13
115;2024;Licitação Eletrônica - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11797;2024-12-13
1;2024;Licitação Presencial - Estatal;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11671;2024-06-17
1;2024;Licitação Pública Nacional - BID;Outros Veículos de Publicação;www.folhadelondrina.com.br;1;2024-06-20
1;2024;Licitação Pública Nacional - BID;Diário Oficial do Estado;www.dioe.pr.gov.br;11674;2024-06-20
2;2024;Licitação Pública Nacional - BID;Outros Veículos de Publicação;www.folhadelondrina.com.br;2;2024-10-03
2;2024;Licitação Pública Nacional - BID;Diário Oficial do Estado;www.dioe.pr.gov.br;1;2024-10-03
1;2024;Pregão Eletrônico;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11561;2024-01-03
2;2024;Pregão Eletrônico;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11562;2024-01-04
3;2024;Pregão Eletrônico;Endereço Eletrônico;www.administracao.pr.gov.br/compras;;2024-01-24
3;2024;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11576;2024-01-24
4;2024;Pregão Eletrônico;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11564;2024-01-08
5;2024;Pregão Eletrônico;Diário Oficial do Estado;www.dioe.pr.gov.br;11563;2024-01-05
6;2024;Pregão Eletrônico;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11565;2024-01-09
8;2024;Pregão Eletrônico;Diário Oficial do Estado;;11580;2024-01-30
9;2024;Pregão Eletrônico;Outros Veículos de Publicação;www.transparencia.pr.gov.br;;2024-03-22
9;2024;Pregão Eletrônico;Diário Oficial do Estado;www.documentos.dioe.pr.gov.br;11615;2024-03-22
9;2024;Pregão Eletrônico;Endereço Eletrônico;www.licitacoes-e.com.br;;2024-03-22
10;2024;Pregão Eletrônico;Outros Veículos de Publicação;www.valor.com.br;;2024-01-19
10;2024;Pregão Eletrônico;Diário Oficial do Estado;;11573;2024-01-19
12;2024;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11569;2024-01-15
13;2024;Pregão Eletrônico;Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;10959;2021-06-23
16;2024;Pregão Eletrônico;Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;10540;2019-10-10
20;2024;Pregão Eletrônico;Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do;11589;2024-02-15
21;2024;Pregão Eletrônico;Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do;11591;2024-02-19
22;2024;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11607;2024-03-12
23;2024;Pregão Eletrônico;Diário Oficial do Estado;www.documentos.dioe.pr.gov.br;11617;2024-03-26
23;2024;Pregão Eletrônico;Endereço Eletrônico;www.licitacoes-e.com.br;;2024-03-27
23;2024;Pregão Eletrônico;Outros Veículos de Publicação;www.transparencia.pr.gov.br;;2024-03-27
24;2024;Pregão Eletrônico;Diário Oficial do Estado;www.dioe.pr.gov.br;11608;2024-03-13
27;2024;Pregão Eletrônico;Diário Oficial do Estado;www.documentos.dioe.pr.gov.br/dioe;11628;2024-04-12
33;2024;Pregão Eletrônico;Diário Oficial do Estado;www.dioe.pr.gov.br;11616;2024-03-25
38;2024;Pregão Eletrônico;Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;10540;2019-10-10
39;2024;Pregão Eletrônico;Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do;11607;2024-03-12
40;2024;Pregão Eletrônico;Outros Veículos de Publicação;;;2024-03-14
40;2024;Pregão Eletrônico;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11609;2024-03-14
41;2024;Pregão Eletrônico;Diário Oficial do Estado;www.dioe.pr.gov.br;11614;2024-03-21
42;2024;Pregão Eletrônico;Diário Oficial do Estado;;10797;2020-10-27
45;2024;Pregão Eletrônico;Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do;11609;2024-03-14
48;2024;Pregão Eletrônico;Endereço Eletrônico;www.licitacoes-e.com.br;;2024-06-13
48;2024;Pregão Eletrônico;Outros Veículos de Publicação;www.comprasparana.pr.gov.br;;2024-06-13
48;2024;Pregão Eletrônico;Diário Oficial do Estado;www.documentos.dioe.pr.gov.br;11669;2024-06-13
49;2024;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11657;2024-05-24
49;2024;Pregão Eletrônico;Endereço Eletrônico;www.administracao.pr.gov.br/compras;;2024-05-24
51;2024;Pregão Eletrônico;Diário Oficial do Estado;www.documentos.dioe.pr.gov.br;11632;2024-04-18
54;2024;Pregão Eletrônico;Diário Oficial do Estado;;11627;2024-04-11
57;2024;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11303;2022-11-30
58;2024;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11303;2022-11-30
59;2024;Pregão Eletrônico;Outros Veículos de Publicação;www.in.gov.br/web/dou/-/aviso-de-licitacaoconcorrencia-n-11/2022-proaf/dm-4735466;61;2023-03-29
59;2024;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11379;2023-03-28
61;2024;Pregão Eletrônico;Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do;11671;2024-06-17
62;2024;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11661;2024-06-03
63;2024;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11649;2024-05-14
64;2024;Pregão Eletrônico;Diário Oficial do Estado;www.imprenssaoficial.pr.gov.br;11626;2024-04-10
65;2024;Pregão Eletrônico;Diário Oficial do Estado;www.imprenssaoficial.pr.gov.br;11626;2024-04-10
70;2024;Pregão Eletrônico;Diário Oficial do Estado;www.documentos.dioe.pr.gov.br/dioe;11656;2024-05-23
72;2024;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11657;2024-05-24
73;2024;Pregão Eletrônico;Outros Veículos de Publicação;;;2024-04-17
73;2024;Pregão Eletrônico;Diário Oficial do Estado;;11631;2024-04-17
73;2024;Pregão Eletrônico;Endereço Eletrônico;https://pncp.gov.br/app/editais/76416940000128/2024/959;;2024-04-17
77;2024;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11656;2024-05-23
80;2024;Pregão Eletrônico;Diário Oficial do Estado;www.dioe.pr.gov.br;11646;2024-05-09
81;2024;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11677;2024-06-25
81;2024;Pregão Eletrônico;Endereço Eletrônico;www.administracao.pr.gov.br/compras;;2024-06-25
88;2024;Pregão Eletrônico;Endereço Eletrônico;www.administracao.pr.gov.br/compras;;2024-06-04
88;2024;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11662;2024-06-04
92;2024;Pregão Eletrônico;Diário Oficial do Estado;;11663;2024-06-05
96;2024;Pregão Eletrônico;Endereço Eletrônico;www.administracao.pr.gov.br/compras;;2024-07-05
96;2024;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11685;2024-07-05
97;2024;Pregão Eletrônico;Endereço Eletrônico;www.administracao.pr.gov.br/compras;;2024-07-04
97;2024;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11684;2024-07-04
