numprocesso;ano;modalidade;situacao;objeto;orgao;registrodepreco;vigenciaata;revogacaoata;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;localdisputa;idlicitacoes;protocolo;tempoprazocontrato
5;2022;Concorrência Pública;Homologado;Execução de serviços para a adequação geométrica da rodovia BR 369/PR 855 e implantação de uma passarela no acesso ao Santuário São Miguel Arcanjo, numa extensão aproximada de 860,00 metros.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;6131450.41;5450000.00;2022-03-23;2022-05-03;;;186195248;
6;2022;Concorrência Pública;Homologado;Execução dos serviços de manutenção e conservação de vias rurais não pavimentadas da malha rodoviária da área 01, sob jurisdição da superintendência regional leste do DER/PR, em extensão total de 76,61 km, em lote único.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;6510237.76;6346712.00;2022-05-03;2022-07-08;Avenida Iguaçu 420 Protocolo Geral Rebouças Curitiba PR 80230020;;185267121;
7;2022;Concorrência Pública;Deserto;Execução dos serviços de recuperação estrutural e manutenção da ponte metálica sobre o Rio Nhundiaquara localizada na rodovia PR-411 no município de Morretes-PR.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;1383622.69;;2022-04-25;;;;184720108;
8;2022;Concorrência Pública;Homologado;Execução dos serviços para as obras de duplicação e restauração da BR-469, visando a ampliação da capacidade de tráfego, no trecho Entroncamento BR-277 - Parque Nacional - Cataratas do Iguaçu, sub-trecho acesso a ponte Tancredo Neves - Portal Parque Nacional, segmento km 10,700 - 19,400, com uma extensão de 8,70 km, inclusive os serviços de conservação da faixa de domínio e rotineira do pavimento.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;186952163.41;129663982.03;2022-03-24;2022-06-21;Avenida DER - Departamento de Estradas de Rodagem 420 Protocolo Geral Rebouças Curitiba PR 80230902;;186517040;
9;2022;Concorrência Pública;Homologado;Execução de serviços de recuperação de revestimento primário, manutenção e implantação de dispositivos de drenagem, nos trechos da PR- 462 - Termas de Jurema a Rio do Óleo, conforme especificações contidas no Termo de Referência Anexo 01 deste Edital, e no projeto básico.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;1435951.32;874463.46;2022-04-08;2022-06-02;;;178801252;
10;2022;Concorrência Pública;Homologado;Concessão  de espaço público pra administração do restaurante universitário.;UNIOESTE FOZ-Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu;Não;;;Menor Preço;801145.80;770332.50;2022-04-07;2022-04-18;;;051;
11;2022;Concorrência Pública;Deserto;OUTORGA DE PERMISSÃO DE USO, DE ÁREA ESPECÍFICA DESTINADA À INSTALAÇÃO E EXPLORAÇÃO EM REGIME DE PERMISSÃO DE USO DE ESPAÇO PÚBLICO, PARA INSTALAÇÃO E EXPLORAÇÃO DE SERVIÇOS DE 01 -UMA - CANTINA UNIVERSITÁRIA NO CÂMPUS-SEDE DA UEM, ESTADO DO PARANÁ;UEM-Universidade Estadual de Maringá;Não;;;Maior Preço;639.94;;2022-04-01;;;;185433668;1 Parcela(s) - Empreitada/Global
12;2022;Concorrência Pública;Homologado;Restaurante Universitário;UNIOESTE FBELT-Universidade Estadual do Oeste do Paraná - Campus Francisco Beltrão;Não;;;Menor Preço;1150780.00;1150780.00;2022-03-31;2022-04-06;;;12;
13;2022;Concorrência Pública;Homologado;Execução de serviços para a demolição e execução de boca de bueiro simples celular de concreto - BSCC  2,00 x 2,00m e a melhoria do sistema de drenagem na rodovia PR-542 km 39,23, no município de Colorado, no âmbito da Superintendência Regional Noroeste do DER/PR sediada em Maringá, conforme especificações contidas no Termo de Referência e no projeto básico.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;216465.88;199920.38;2022-05-12;2022-08-02;;;184904314;
14;2022;Concorrência Pública;Homologado;Execução dos serviços de conservação/manutenção na rodovia não pavimentada PR-454, código 454N0050EPR, trecho Tupinambá - Entr. PR-317, com extensão de 20,60 km, conforme especificações contidas no Termo de Referência e no projeto básico.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;3193381.76;2466518.95;2022-05-12;2022-08-09;;;185314979;
15;2022;Concorrência Pública;Homologado;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA, EM REGIME DE PERMISSÃO DE USO DE ESPAÇO PÚBLICO, PARA INSTALAÇÃO E EXPLORAÇÃO DE SERVIÇOS DE CANTINA UNIVERSITÁRIA NO CÂMPUS REGIONAL DE UMUARAMA - CAU/CCA, NO MUNICÍPIO DE UMUARAMA, ESTADO DO PARANÁ;UEM-Universidade Estadual de Maringá;Não;;;Maior Preço;260.00;275.00;2022-04-27;2022-05-18;;;179459892;
16;2022;Concorrência Pública;Deserto;Execução dos serviços necessários as para substituição de BSTC 0,80m e melhorias no sistema de drenagem nas proximidades do km 76,75 da rodovia PR- 479, no município de Tuneiras do Oeste, no âmbito da Superintendência Regional Noroeste do DER/PR, conforme especificações contidas no Termo de Referência Anexo 01 deste Edital, e no projeto básico.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;458716.51;;2022-05-13;;;;185977480;
17;2022;Concorrência Pública;Anulado;Contratação de empresa especializada para execução de reforma na fachada do Palácio das Araucárias situado à Rua Jacy Loureiro de Campos s/n, Curitiba, Paraná. ;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;5832477.40;;2022-07-07;;;;175456686;
18;2022;Concorrência Pública;Homologado;O objeto desta licitação é a execução de cobertura do pátio e demais serviços de engenharia no Colégio Estadual Antônio Castro Alves, situado na Rua Iapó,118, Centro, fone 45 32861566  3286-3048, no Município Capitão Leônidas Marques, Estado do Paraná.;FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Não;;;Menor Preço;1235882.15;1186446.86;2022-05-10;2022-06-13;;;0167297684;1 Ano(s)
19;2022;Concorrência Pública;Homologado;Reforma no telhado do Auditório;UNIOESTE FOZ-Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu;Não;;;Menor Preço;113463.31;95447.57;2022-05-17;2022-05-26;;;2009;
20;2022;Concorrência Pública;Homologado;Serviços elétricos para a implementação de um laboratório multiplataforma para avaliar estratégias de controle, operação e proteção em microrredes.;UNIOESTE FOZ-Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu;Não;;;Menor Preço;77694.12;64856.12;2022-05-20;2022-05-30;;;1025;
21;2022;Concorrência Pública;Deserto;Execução de serviços para recomposição de guarda corpo nas rodovias PR-082, PRC-487 e PR-323 no conforme especificações contidas no termo de Referência Anexo 01 do Edital.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;110893.55;;2022-05-19;;;;187393353;
22;2022;Concorrência Pública;Homologado;Reconstrução dos Blocos F, G, refeitório e Setor de manutenção do Campus de Foz do Iguaçu;UNIOESTE FOZ-Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu;Não;;;Menor Preço;929089.92;740929.44;2022-05-25;2022-06-29;;;63276;
23;2022;Concorrência Pública;Homologado;Empreitada por preço unitário, para a reforma e adequação do Subsolo da Reitoria da UNIOESTE, Etapas 01 e 02. ;UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria;Não;;;Menor Preço;957919.36;800045.95;2022-05-27;2022-07-06;;;635252022;
24;2022;Concorrência Pública;Homologado Parcialmente;Concessão de Serviços Públicos de Implantação, Operação, Manutenção e Gestão de Pátios Veiculares Integrados no Estado do Paraná.;DETRAN-Departamento de Trânsito do Estado do Paraná;Não;;;Maior Desconto;0.00;;2022-08-09;;;;159179613;
25;2022;Concorrência Pública;Deserto;OUTORGA DE PERMISSAO DE USO, DE AREA ESPECIFICA DESTINADA A INSTALACAO E EXPLORACAO EM REGIME DE PERMISSAO DE USO DE ESPACO PUBLICO, PARA INSTALACAO E EXPLORACAO DE SERVICOS DE 01 CANTINA UNIVERSITARIA NO CAMPUS REGIONAL DE GOIOERE CRG, ESTADO DO PARANA;UEM-Universidade Estadual de Maringá;Não;;;Maior Preço;150.00;;2022-05-25;;;;187821665;
26;2022;Concorrência Pública;Homologado;Execução de serviços de engenharia para estabilização de taludes na rodovia PR-466, trecho entroncamento BR 153/PR - Rio Iguaçu, entre os km 429,90 e 430,20.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;4716592.73;4275416.18;2022-06-07;2022-08-22;;;187935199;
27;2022;Concorrência Pública;Deserto;Registro de Preços para provável contratação de empresa para a construção de passarelas na unioeste Campus de Foz do Iguaçu.;UNIOESTE FOZ-Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu;Sim;;;Menor Preço;883154.32;;2022-06-14;;;;62478;
28;2022;Concorrência Pública;Homologado;"Contratação de empresa especializada em engenharia para elaboração de Projetos Arquitetônico e Complementares para Reforma, Ampliação e regularização do Setor Carcerário - DEPEN da 4ª Subdivisão de Polícia Civil de União de Vitória, com área estimada em 292,04 m2 de reforma e 781,13 m2 de ampliação, a serem executadas em terreno situado à Rua Marechal Deodoro da Fonseca, 150, Centro, União da Vitória, Paraná.
";PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;169982.53;133436.29;2022-09-21;2022-10-10;;;166640407;
29;2022;Concorrência Pública;Homologado;Contratação de empresa especializada para execução de reforma no Edifício Sede da Polícia Científica de Matinhos, sito a Rua da Fonte, 250, Centro, no município de Matinhos, Paraná. ;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;349243.43;275902.30;2022-08-11;2022-09-09;;;165457536;
30;2022;Concorrência Pública;Deserto;Contratação de Empresa especializada na Elaboração de Laudo Técnico Complementar da Superestrutura, Projeto de Reforço de Fundação e Reparação da Superestrutura visando o aproveitamento de estrutura existente e Projetos de retomada da Obra de construção da Delegacia Cidadã com área construída de 1.362,69m2, sita a Rua Teixeira Soares, sn, no município de Guaratuba PR.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;156819.20;;2022-07-06;;;;173328060;
31;2022;Concorrência Pública;Anulado;Contratação de empresa especializada em engenharia para elaboração de Projeto Arquitetônico Legal, Executivo e Complementares para construção da Sede da 2ª Companhia do 9º Batalhão de Polícia Militar, no município de Matinhos bem como execução de investigação superficial e memorial descritivo para serviços de reparos da edificação inacabada do Balneário Riviera, com área de terreno igual a 4.200,00 m2 e área final construída estimada em 3.606,00 m2  em terreno situado à Rua 19 de Dezembro esquina com a Rua Clevelandia, s/nº, Centro, Matinhos/PR, CEP 83260-994.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;762599.04;;2023-01-25;;;;182276243;
32;2022;Concorrência Pública;Homologado;Contratacao de empresa especializada para fornecimento de materiais, ferramentas e mao de obra para a reforma do anfiteatro localizado no bloco D34 com area de 55 metros quadrados, conforme especificacoes tecnicas minimas estabelecidas no Projeto Basico/Executivo, o qual contem projeto arquitetonico, memorial descritivo e planilha orcamentaria, entre outros documentos que sao parte do edital;UEM-Universidade Estadual de Maringá;Não;;;Menor Preço;27007.72;26595.55;2022-06-29;2022-07-07;;;185806642;
33;2022;Concorrência Pública;Homologado;Concessão Onerosa de Uso do Espaço Físico para Exploração dos Serviços de Cantina no Centro de Convivência da Unioeste/Campus de Marechal Cândido Rondon;UNIOESTE MCROND-Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon;Não;;;Maior Preço;22200.00;2630.84;2022-06-20;2022-06-20;;;29042022;
34;2022;Concorrência Pública;Homologado;Execução de projeto de engenharia elétrica que visa adequar as instalações da Sede do Bairro Boqueirão do Campus de Curitiba II da Universidade Estadual do Paraná onde se concentra, principalmente, os cursos de Graduação e Mestrado em Cinema, Audiovisual e Artes do Vídeo, os quais possuem diversos estúdios que demandam adaptação de suas instalações para que não aconteçam acidentes estruturais.;UNESPAR-Universidade Estadual do Paraná;Não;;;Menor Preço;62053.15;60988.79;2022-09-13;2022-10-18;;;186804570;
35;2022;Concorrência Pública;Deserto;Contratação de empresa especializada para execução de reforma no Destacamento da Polícia Militar, situado à Rua Yamoto Ono, n 718, no município de Itaguajé, Paraná. ;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;215931.70;;2022-08-17;;;;154770500;
36;2022;Concorrência Pública;Homologado;"Contratação de empresa especializada para elaboração de projetos Arquitetônico e complementares visando a implantação da futura sede da 4ª Companhia do Batalhão de Polícia Ambiental  Força Verde, situado à rua João Fortkamp, nº 520, bairro Primavera no município de Guarapuava., Paraná.
";PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;113944.47;88022.10;2022-09-22;2022-10-10;;;166559421;
37;2022;Concorrência Pública;Homologado;Contrataçao de empresa especializada para executar a construçao do Conselho Tutelar sito a Rua Yoshimassa Demura, sem numero, no municipio de Rolandia, Parana.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;1238389.74;1320000.00;2022-12-20;2023-02-09;;;183060090;
38;2022;Concorrência Pública;Homologado;Construcao da Delegacia Cidada Padrao II, com area de 1.362,69 m2, sita a Rua Alfenas, s n, esquina com a Rua Marechal Cordeiro de Farias, Parque Industrial, no municipio de Ivaipora, Parana.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;7474046.97;7279721.58;2022-12-22;2023-02-09;;;178597795;
39;2022;Concorrência Pública;Homologado;Contrataçao de empresa especializada para a construçao do Conselho Tutelar sito a Rua Angelo Amaral, sem numero, Centro, no municipio de Campo Mourao, Parana.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;1387445.39;1119668.43;2022-12-01;2022-12-19;;;182764000;
40;2022;Concorrência Pública;Homologado;Recuperação estrutural e manutenção da ponte metálica sobre o rio Nhundiaquara localizadda na rodovia PR-411 no município de Morretes/PR, de acordo com o estabelecido no Termo de Referência.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;1854617.92;1844444.43;2022-08-09;2022-08-31;;;184720108;
41;2022;Concorrência Pública;Homologado;Contratação de empresa especializada para fornecimento de materiais, ferramentas e mão de obra para a execução de serviços de REFORMA no bloco W04 - Cozinha e Refeitório - com área de 113,92 M2 na Base Avançada de Porto Rico  - NUPELIA/UEM, conforme especificações técnicas mínimas estabelecidas no Projeto Básico/Executivo;UEM-Universidade Estadual de Maringá;Não;;;Menor Preço;122561.94;120099.77;2022-06-27;2022-07-12;;;185993345;
42;2022;Concorrência Pública;Anulado;O objeto desta licitação é a retomada da obra de construção da UNV Províncias da Síria, sito à Rua Presidente Costa e Silva, esquina com a Rua Prefeito José Tadeu Saliba, s/n, Bairro Costeira, fone do NRE Área Metropolitana Sul, 41 3277-7355, no Município de Araucária, Estado do Paraná.;FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Não;;;Menor Preço;13581018.38;;2022-07-01;;;;0185869628;1 Ano(s)
43;2022;Concorrência Pública;Homologado;Contrataçao de empresa especializada para executar a construçao do Conselho Tutelar sito a Rua Antonio Francisco Rodrigues, n 970, Parque Residencial, no municipio de Maringa, Parana.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;1233062.10;1294510.36;2022-12-13;2022-12-21;;;182760498;
44;2022;Concorrência Pública;Revogado;Contrataçao de empresa especializada para elaboraçao dos Projetos Executivos de Implantação do Projeto Padrao Conselho Tutelar, com area de 222,95 m2, sita a Rua Tico Tico Rei, esquina com a Rua Atingau, sem numero, Jardim Caravelle, no Municipio de Arapongas, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;31836.66;;2023-01-20;;;;177389439;
45;2022;Concorrência Pública;Homologado;A contrataçao de empresa especializada para executar a construçao do Conselho Tutelar, sito a Avenida Sao Joao, n 3354, Centro, no Municipio de Prudentopolis, Parana.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;1206713.85;1278000.00;2022-12-21;2023-02-09;;;182762199;
47;2022;Concorrência Pública;Homologado;Contratação de empresa especializada para a execução de serviços de manutenção de 22 Obras de Arte Especiais localizadas entre a Serra da Graciosa e Guaraqueçaba, nas rodovias PR-340, PR-405, PR-408, PR-410 e PR-411.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;3724079.91;3684381.51;2022-08-16;2023-01-11;;;187483808;
48;2022;Concorrência Pública;Homologado;Execução de serviços de manutenção de 5 Obras de Arte Especiais localizadas na região litorânea do Estado do Paraná, nas rodovias PR-412 e PR-808.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;1157232.29;1236385.45;2022-08-16;2022-12-13;;;187483972;
49;2022;Concorrência Pública;Homologado;Execução de serviços de manutenção de 9 Obras de Arte Especiais localizadas na região Metropolitana de Curitiba, nas rodovias PR-092, PR-418, PR-423, PR-506, PR-509, PR-510 e PR-802.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;2035612.27;1931301.71;2022-08-16;2022-12-13;Avenida Iguaçu 420 Protocolo Geral Rebouças Curitiba PR 80230020;;187484170;
50;2022;Concorrência Pública;Homologado;"Execução de serviços de manutenção de 9 Obras de Arte Especiais localizadas na região do
Escritório Regional Médio Iguaçu, nas rodovias PR-446, PR-835, PR-836, PRC-280 e PRC-476";DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;8264473.10;7838631.85;2022-08-16;2022-12-02;Avenida Iguaçu 420 Protocolo Geral Rebouças Curitiba PR 80230020;;187484359;
51;2022;Concorrência Pública;Homologado;Execução dos serviços de recuperação estrutural da ponte metálica sobre o rio da Várzea, localizada na rodovia PR-427, na divisa entre os municípios da Lapa/PR e Campo do Tenente/PR.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;3970457.03;3911083.31;2022-08-18;2022-10-20;Avenida Iguaçu 420 Protocolo Geral Rebouças Curitiba PR 80230020;;187484600;
52;2022;Concorrência Pública;Deserto;Execução dos serviços de recuperação estrutural e manutenção da ponte pênsil Alves de Lima sobre o rio Paranapanema localizada na rodovia PR-151, no município de Ribeirão Claro/PR.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;1086397.57;;2022-08-09;;Avenida Iguaçu 420 Coordenadoria de Licitações Rebouças Curitiba PR 80230020;;188093655;
53;2022;Concorrência Pública;Homologado;Reforma na Sede da Secretaria da Fazenda, sito a Avenida Vicente Machado, 445 no município de Curitiba, Paraná. ;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;2290419.72;1923952.56;2022-08-03;2022-08-22;;;172414664;
54;2022;Concorrência Pública;Cancelado;Construção da Ala Materno Infantil - Fase II - no HUOP;UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria;Não;;;Menor Preço;10000103.86;;2022-07-22;;;;639682022;
56;2022;Concorrência Pública;Deserto;OUTORGA DE PERMISSÃO DE USO, DE ÁREA ESPECÍFICA DESTINADA À INSTALAÇÃO E EXPLORAÇÃO EM REGIME DE PERMISSÃO DE USO DE ESPAÇO PÚBLICO, PARA INSTALAÇÃO E EXPLORAÇÃO DE SERVIÇOS DE 01 CANTINA UNIVERSITÁRIA NO CAMPUS REGIONAL DE UMUARAMA - CAU/CTC, ESTADO DO PARANÁ;UEM-Universidade Estadual de Maringá;Não;;;Maior Preço;266.67;;2022-07-13;;;;188359140;
57;2022;Concorrência Pública;Homologado;Melhorias em laboratórios.;UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria;Não;;;Menor Preço;471143.96;395771.71;2022-07-28;2022-08-02;;;590492019;
58;2022;Concorrência Pública;Homologado;"O objeto desta licitação é a retomada da construção da Unidade Nova Escolar Jardim Gisele,
no Município de Toledo, Estado do Paraná";FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Não;;;Menor Preço;3698659.76;3527969.46;2022-07-29;2022-08-10;;;181890762;1 Ano(s)
59;2022;Concorrência Pública;Homologado;Contratacao de empresa especializada para executar a construcao do Conselho Tutelar, com area de 222,95 m2, situado a Rua Michel Perez Hadade, sem numero, Conjunto Habitacional Rosario Pitelli, no Municipio de Cornélio Procopio, Parana.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;1138598.54;1210000.00;2022-12-14;2023-01-20;;;182927589;
60;2022;Concorrência Pública;Homologado;Contratacao de empresa especializada para executar a construcao do Conselho Tutelar, com area de 222,95 m2, sito a Rua Padre Natal Pigatto, n 925, Vila Bancaria, Municipio de Campo Largo, Parana.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;1031628.15;1058932.29;2022-12-02;2022-12-19;;;183128051;
61;2022;Concorrência Pública;Homologado;O objeto desta licitação é o fechamento da quadra de esportes coberta no Colégio Estadual Telmo Octávio Muller, situado na Rua Ignácio Felipe, 700, Centro, fone 46 35251103, no Município de Marmeleiro, Estado do Paraná;FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Não;;;Menor Preço;1195923.60;1075135.23;2022-08-01;2022-09-01;;;146604854;1 Ano(s)
