numprocesso;ano;modalidade;situacao;objeto;orgao;registrodepreco;vigenciaata;revogacaoata;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;localdisputa;idlicitacoes;protocolo;tempoprazocontrato
1;2021;Chamamento Público;Fracassado;Chamamento público para a seleção de proposta de empresa que manifeste interesse em celebrar parceria de negócio com a Celepar para solução de Banco Digital, incluindo infraestrutura, tecnologia, segurança, suporte técnico, treinamento, serviços financeiros, backoffice e compliance, conforme condições e exigências estabelecidas no edital e seus anexos;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;-;0.00;;2021-10-20;;;;176879599;
2;2021;Chamamento Público;Fase Certame;Chamamento público para a seleção de proposta de empresa que manifeste interesse em celebrar parceria de negócio com a Celepar para Plataforma de Análise de Potencial de Investimento para Cidade, incluindo infraestrutura, tecnologia, segurança, suporte técnico e treinamento, conforme condições e exigências estabelecidas no Edital e seus anexos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;-;0.00;;2021-11-24;;;;177107255;
3;2021;Chamamento Público;Fase Certame;CADASTRO PÚBLICO DE PESSOAS JURÍDICAS e PESSOAS FÍSICAS HABILITADAS à ELABORAÇÃO e EXECUÇÃO DE PROJETOS TÉCNICOS, à PRESTAÇÃO DE SERVIÇOS DE INSTALAÇÃO E DE ASSISTÊNCIA TÉCNICA em sistemas de geração de energia na modalidade solar fotovoltaica ligada em Geração Distribuída ou em circuito fechado para produtores rurais, empresas rurais, cooperativas agropecuárias e outras organizações rurais interessadas e estabelecidas no Estado do Paraná, nos termos e nas condições da Lei nº 20.435, de 2020, seu Regulamento e nas regras técnicas e operacionais do Programa Paraná Energia Rural Renovável  RenovaPR.;IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;Não;;;Menor Preço;0.10;;2021-07-26;;;;174355720;1 Ano(s)
4;2021;Chamamento Público;Fase Certame;CADASTRO PÚBLICO DE PESSOAS JURÍDICAS e PESSOAS FÍSICAS HABILITADAS à ELABORAÇÃO e EXECUÇÃO DE PROJETOS TÉCNICOS, à PRESTAÇÃO DE SERVIÇOS DE INSTALAÇÃO E DE ASSISTÊNCIA TÉCNICA em Geração de energia elétrica na modalidade Biogás/Biometano, ligada em Geração Distribuída ou em circuito fechado, ou ainda para uso do biometano como combustível em veículos para mobilidade ou transporte para Produtores Rurais, Empresas Rurais, Cooperativas Agropecuárias e outras organizações rurais, interessadas e estabelecidas no Estado do Paraná, nos termos e nas condições da Lei nº 20.435, de 2020, seu Regulamento e nas regras técnicas e operacionais do Programa Paraná Energia Rural Renovável  RenovaPR.;IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;Não;;;Menor Preço;0.10;;2021-08-05;;;;178811010;1 Ano(s)
5;2021;Chamamento Público;Homologado;Chamamento público para a qualificação das empresas de gerenciamento de canal eletrônico, instalação e manutenção de equipamentos para transmissão diária de informação e criação de conteúdo, conforme condições e exigências estabelecidas neste Edital e seus anexos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;-;0.00;0.00;2021-11-18;2022-01-13;;;180966200;
7;2021;Chamamento Público;Fase Certame;"Chamamento público para a qualificação das empresas que manifestem interesse em
celebrar parceria de negócio com a Celepar para o Módulo 2 do Projeto Olho Vivo, conforme
edital de audiência pública publicada em www.celepar.pr.gov.br/audienciapublica,
incluindo infraestrutura, tecnologia, segurança, suporte técnico e treinamento,
conforme condições e exigências estabelecidas neste Edital e seus anexos.";CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;-;;;2022-03-10;;Rua Mateus Leme 1561 Celepar Bom Retiro Curitiba PR 80520174;;184251159;
1;2021;Comparação de Preços (Shopping);Homologado;Contratação de empresa especializada em capacitação para ministrar CURSO OFICINA DE REDAÇÃO TÉCNICA, a ser realizado de forma online, na modalidade de Ensino a Distância  EaD, via WEB, a fim de atender às necessidades do Contratante e do projeto devidamente relacionados e especificados no Termo de Referência.;SEFA-Secretaria de Estado da Fazenda;Não;;;Menor Preço;57240.00;48000.00;2021-06-21;2021-07-07;;;174735824;4 Parcela(s) - Empreitada/Global
2;2021;Comparação de Preços (Shopping);Homologado;Contratação de empresa especializada em treinamento/capacitação para ministrar Curso In Company de Contabilidade Aplicada ao Setor Público - Nível Avançado, sendo 4 turmas de 20 alunos, carga horária de 20 horas por turma, a servidores da SEFA/REPR;SEFA-Secretaria de Estado da Fazenda;Não;;;Menor Preço;50120.00;29940.00;2021-08-18;2021-08-23;;;175804439;1 Parcela(s) - Empreitada/Global
3;2021;Comparação de Preços (Shopping);Homologado;Contratação de empresa especializada no ramo para a realização de Curso de Contabilidade Aplicada  ao Setor Público  nível básico, conforme requisitos e especificações descritos no Termo de Referência, elaborado pela área técnica demandante.;SEFA-Secretaria de Estado da Fazenda;Não;;;Menor Preço;49040.00;21500.00;2021-08-10;2021-08-12;;;175803335;1 Parcela(s) - Empreitada/Global
4;2021;Comparação de Preços (Shopping);Homologado;Contratação de empresa especializada no ramo para a realização de Curso de SCRUM, conforme requisitos e especificações descritos no Termo de Referência, para 30 (trinta) servidores da SEFA/REPR (2 turmas de 15 alunos), carga horária de 16 horas por turma.;SEFA-Secretaria de Estado da Fazenda;Não;;;Menor Preço;22738.31;14997.00;2021-10-20;2021-11-03;;;179844842;
1;2021;Concorrência Pública;Homologado;Execução de serviços para as obras de duplicação da rodovia BR 277, do km 574+470m ao km 580+280m (extensão de 5,81 km), implantação de via marginal esquerda, do km 581+740m ao km 583+300m (extensão de 1,56 km) e implantação de interseções em desnível no km 575+100m e km 580+040m, no município de Cascavel.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;64599827.93;48009661.88;2021-02-25;2021-05-19;;;172335861;
2;2021;Concorrência Pública;Homologado;Execução dos serviços de Conservação de Estrada Não Pavimentada, rodovia PR-682 no trecho do Entr. PR-580 ao Entr. PR-482 (para Umuarama). ;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;946725.34;553467.45;2021-03-04;2021-08-09;;;169712875;
3;2021;Concorrência Pública;Homologado;Execução das obras de Ampliação da Capacidade e Segurança da Rodovia PR-092, km 200+190 m ao km 327+300 m, no trecho ac. IV Jaguariaíva, entronc.BR 153 (A), numa extensão de 127,11 km;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;51083322.30;40863847.10;2021-03-03;2021-05-19;;;172799795;
4;2021;Concorrência Pública;Homologado;Execução dos serviços para substituição dos bueiros de talvegue localizados no km 57,400 da PR  471, por um BSCC 2,50 X 2,50m e melhorias no sistema de drenagem em um trecho compreendido entre o km 57,020 ao km 58,010, no município de Campina da Lagoa, no âmbito da Superintendência  Regional Noroeste do DER/PR, conforme especificações e quantidades contidas no Edital e Termo de Referência Anexo 01.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;624851.43;510319.08;2021-03-17;2021-05-31;;;168012268;
5;2021;Concorrência Pública;Suspenso;Elaboração de projetos executivos de sinalização viária urbana.;DETRAN-Departamento de Trânsito do Estado do Paraná;Não;;;Menor Preço;2151900.17;;2021-05-26;;;;168713789;
6;2021;Concorrência Pública;Homologado;Execução de serviços de conservação na Rodovia PR-478, trecho Loanda (B) - Entr. PR 218 (B), com uma extensão de 19,18 km na circunscrição da Superintendência Regional Noroeste. ;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;2726097.85;2284264.62;2021-03-31;2021-10-13;;;162765795;
7;2021;Concorrência Pública;Homologado;Execução de serviços de conservação na Rodovia PR-180, código 180N0011EPR, trecho Porto Euclides da Cunha  Entr. PR 557 (p/ Ademar de Barros), com uma extensão de 18,6 km na circunscrição da Superintendência Regional Noroeste;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;890043.53;499559.77;2021-03-31;2021-08-09;;;162779869;
8;2021;Concorrência Pública;Homologado;Execução de serviços de conservação na Rodovia PR-218, códigos 218N0670EPR e 218N0690EPR, trecho Querência do Norte (B)  Rio Ivaí (Pontal do Tigre) (Balsa), com uma extensão de 37,94 km na circunscrição da Superintendência Regional Noroeste;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;2295933.96;1491125.60;2021-03-31;2021-10-13;;;164406563;
9;2021;Concorrência Pública;Fracassado;Execução dos serviços de recuperação de processos erosivos no corpo estradal das rodovias da área 08 da SRNoroeste.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;368981.55;;2021-04-27;;;;170619781;
12;2021;Concorrência Pública;Homologado;Implantação de 01 (um) Conselho Tutelar no Município de Cascavel  PR, com a contratação de empresa especializada para implantação de projeto padrão (arquitetônicos e complementares), sendo este projeto com área de 222,95m² a ser implantado em terreno disponibilizado pela Prefeitura Municipal de Cascavel, Paraná;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;30096.96;28169.86;2021-05-18;2021-06-09;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230902;;167456715;
14;2021;Concorrência Pública;Deserto;contratação  da  obra  de  Construção  da Delegacia  Cidadã  Padrão  II  no  município  de  Francisco Beltrão;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;5415575.14;;2021-06-02;;;;159407721;
15;2021;Concorrência Pública;Homologado;Alienação de produtos não madeiráveis  goma resina, a ser extraída em 1.024,32 hectares de florestas de Pinus elliottii, nos talhões dos projetos implantados em imóveis próprios, localizados no Município de Cerro Azul e Doutor Ulysses.;IAT-Instituto Água e Terra (Antigo IAP);Não;;;Maior Preço;0.00;0.00;2021-04-05;2022-02-07;;;170452402;36 Mês(es)
16;2021;Concorrência Pública;Homologado;A  contratação de empresa especializada para implantação de projeto padrão (arquitetônicos e complementares), sendo este projeto com área de 222,95m² a ser implantado em terreno disponibilizado pela Prefeitura Municipal de Jaguariaiva - PR;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;30096.96;29117.88;2021-05-26;2021-06-09;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230902;;167457550;
17;2021;Concorrência Pública;Deserto;A execução dos Serviços de Reforma na Delegacia da Polícia Civil, sita à Rua Bernardino de Campos, nº 1177,  no Município de Pérola.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;237539.23;;2021-05-28;;;;162845870;
18;2021;Concorrência Pública;Homologado;Contratação de empresa especializada para elaboração dos Projetos Arquitetônico, Executivo e Complementares, necessários à reforma e ampliação da Sede da 4ª Companhia do 5º Batalhão de Polícia Militar, , com área de aproximadamente 605,00m2, sito a rua dos três poderes, nº 164, Bairro Jardim Alvorada,  localizada no município de Cambé;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;94479.00;59479.00;2021-11-11;2021-11-30;;;159648575;
19;2021;Concorrência Pública;Homologado;contratação de empresa especializada para implantação de projeto padrão (arquitetônicos e complementares), sendo este projeto com área de 222,95m²a ser implantado em terreno disponibilizado pela Prefeitura Municipal de Imbituva - PR;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;30096.96;29042.64;2021-05-31;2021-06-30;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230902;;164794350;
20;2021;Concorrência Pública;Homologado;Contratação de Projetos Executivos de Restauração e Reforma da Casa Andrade Muricy  CAM, com cerca de  2.250,00 m² sito a Alameda Doutor Muricy, nº 915 e Auditório Brasilio Itiberê  ABI com aproximadamente 400 m², sito a Rua Cruz Machado, nº 138, centro , Curitiba, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;269793.48;228638.00;2021-05-21;2021-07-21;;;170845757;
21;2021;Concorrência Pública;Deserto;Laudo Estrutural, Projeto de recuperação e reforço de peças estruturais, Laudo de Ensaio de permeabilidade e Projeto de Instalações Hidrossanitárias das Instalações da Secretaria de Estado da Agricultura e do Abastecimento, situada na Rua dos Funcionários nº 1559 e 1558, no município de Curitiba.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;113123.80;;2021-07-21;;;;174301271;
22;2021;Concorrência Pública;Fracassado;Execução de serviços de terraplenagem, galeria celular, drenagem e obras de arte correntes para recuperação de área com erosão à jusante de bueiro na rodovia PR- 492 km 12+703m, conforme especificações e quantidades contidas no Edital e Termo de Referência Anexo 01;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;1152569.94;;2021-04-27;;;;164955117;
23;2021;Concorrência Pública;Homologado;Elaboração dos projetos arquitetônico e complementares de implantação do Projeto Padrão Conselho Tutelar, com área de 222,95m², no Município de Campo Largo, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;30096.96;28741.68;2021-05-17;2021-06-02;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230902;;174638977;
24;2021;Concorrência Pública;Homologado;ALIENAÇÃO DE BENS IMÓVEIS;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Não;;;Maior Lance;11496400.00;785161.00;2021-06-24;2021-08-20;;;174800588;
25;2021;Concorrência Pública;Homologado;Execução dos serviços de conservação rotineira da faixa de domínio da rodovia PR-916, trecho: Contorno Noroeste de Pato Branco, localizado na área 7, Superintendência Regional Oeste - Cascavel, numa extensão de 4,91 km, de acordo com o estabelecido no Termo de Referência - Anexo 01 do Edital.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;354716.22;197660.42;2021-05-18;2021-07-13;;;173168497;
27;2021;Concorrência Pública;Cancelado;Empreitada por preço unitário, para construção da entrada de serviço dos blocos do CPDETCA da Unioeste (campus de Marechal Cândido Rondon);UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria;Não;;;Menor Preço;;;2021-05-31;;;;616542021;60 Dia(s)
28;2021;Concorrência Pública;Homologado;Contratação de empresa especializada na prestação de serviços para recuperação da pista de exames práticos nas dependências da 25ª Ciretran de Goioerê;DETRAN-Departamento de Trânsito do Estado do Paraná;Não;;;Menor Preço;100610.87;99612.23;2021-06-28;2021-07-29;;;172858570;
32;2021;Concorrência Pública;Homologado;Elaboração de Projeto Executivo de Engenharia para implantação da PR-990 entre a PR-364 e a cidade de Rebouças, totalizando 12,60 km de extensão, de acordo com o estabelecido no Termo de Referência - Anexo 01 deste Edital. ;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Técnica e Preço;1235132.20;681911.92;2021-06-22;2021-12-08;Avenida Iguaçu 420 protocolo geral Rebouças Curitiba PR 80230902;;174746680;
33;2021;Concorrência Pública;Homologado;Contratação de empresa especializada para execução de pista de exame práticos na 17ª Ciretran de Arapongas.;DETRAN-Departamento de Trânsito do Estado do Paraná;Não;;;Menor Preço;254162.69;247935.70;2021-11-17;2021-12-03;;;163784297;
34;2021;Concorrência Pública;Homologado;Contratação de empresa para prestação de serviços para construção de pista de exames práticos na 9ª Ciretran de Cruzeiro do Oeste.;DETRAN-Departamento de Trânsito do Estado do Paraná;Não;;;Menor Preço;150161.11;120144.08;2021-06-08;2021-07-21;;;160021705;
35;2021;Concorrência Pública;Homologado;Contratação de consultoria especializada em regulação para dar assessoria e apoio técnico à Agência Reguladora de Serviços Públicos Delegados do Paraná - Agepar, referente aos serviços de saneamento (água e esgotamento), com o objetivo de realizar análises adiante indicadas, propor metodologias, realizar os cálculos necessários para a aplicação das metodologias, auxiliar na determinação do nível tarifário geral de equilíbrio econômico-financeiro dos serviços e na promoção de aprimoramentos regulatórios, conforme elementos técnicos instrutores constantes no Termo de Referência anexo a este edital.;AGEPAR-Agência Reguladora de Serviços Públicos Delegados do Paraná;Não;;;Técnica e Preço;2537387.62;1300000.00;2021-07-02;2021-10-04;;;172895387;1 Parcela(s) - Empreitada/Global
36;2021;Concorrência Pública;Homologado;O objeto desta licitação é a construção do muro no Colégio Estadual Corumbataí do Sul, sito à Rua Tocantins, 104, Centro, fone: (44) 3277-1109, no Município de Corumbataí do Sul, Estado do Paraná.;FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Não;;;Menor Preço;252031.82;231869.26;2021-06-22;2021-07-01;Rua dos Funcionários 1323 SALA DE LICITAÇÕES Cabral Curitiba PR 80035050;;167174361;1 Ano(s)
39;2021;Concorrência Pública;Homologado;Contratação de empresa especializada na prestação de serviços para adequação de pátio para pista de atividades de educação para o trânsito, sito à Av. Victor Ferreira do Amaral, nº 2959, tarumã  Curitiba/PR.;DETRAN-Departamento de Trânsito do Estado do Paraná;Não;;;Menor Preço;934117.42;886944.49;2021-06-23;2021-07-26;;;174215529;
40;2021;Concorrência Pública;Homologado;"Execução dos serviços de manutenção e conservação de rodovias estaduais não pavimentadas do Lote 02, pertencente a Superintendência Regional Campos Gerais - Rodovia PR-090, no trecho entre RIO AÇUNGUI  RIO AÇUNGUI; PR-090, no trecho entre ENTR. PR-340 (P/ CASTROLANDA)  ENTR. PR-151 (A) (PIRAÍ DO SUL); PR-513, no trecho entre ENTR. PR-090 (LAGEADO)  INÍCIO DO ASFALTO; e PR-513, no trecho entre TÉRMINO DO ASFALTO (P/ P. GROSSA) - ENTR BR-376, com extensão de 127,240km, conforme Termo de Referência, anexo I do Edital.";DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;6905605.20;5879546.63;2021-07-02;2021-10-29;;;175717960;
42;2021;Concorrência Pública;Homologado;Execução de serviços de conservação e manutenção sob responsabilidade da Diretoria de Operações (DOP), visando reparar ou sanar defeitos no pavimento, totalizando 307,56 km de rodovias, de acordo com o estabelecido no ANEXO I - TERMO DE REFERÊNCIA deste Edital e demais documentos da licitação.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;79677833.88;53254177.99;2021-07-01;2021-09-24;;;175852280;
43;2021;Concorrência Pública;Homologado;Regime de empreitada por preço unitário, para a construção da entrada de serviço dos Blocos do CPDETCA da UNIOESTE (Campus de Marechal Cândido Rondon);UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria;Não;;;Menor Preço;327874.03;306416.90;2021-07-09;2021-07-09;Rua Universitária 1619 Área de Protocolo Geral da Reitoria Universitário Cascavel PR 85819110;;621142021;
45;2021;Concorrência Pública;Homologado;Contratação de empresa especializada para execução da pista de exames práticos na 32ª Ciretran de Santa Izabel do Oeste.;DETRAN-Departamento de Trânsito do Estado do Paraná;Não;;;Menor Preço;59545.25;58949.80;2021-09-10;2021-10-21;;;163814218;
46;2021;Concorrência Pública;Homologado;"Implantação de iluminação pública viária com luminárias LED nos trechos urbanos da rodovia BR-277 compreendidos entre os quilômetros: 719 a 730, no Município de Foz do Iguaçu; quilômetros: 707 a 712, no Município de Santa Terezinha de Itaipu; quilômetros: 686 a 691, no Município de São Miguel do
Iguaçu.";DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;13970397.40;8806060.98;2021-07-16;2022-05-17;;;176807784;
47;2021;Concorrência Pública;Deserto;Elaboração de Laudo Técnico Conclusivo de Avaliação Estrutural de edificações, com o objetivo de inspeção e diagnóstico dos elementos estruturais em concreto armado, elementos em estrutura metálica e painéis de vedação em alvenaria, bem como mapeamento de danos causados por manifestações patológicas dos Barracões 01, 02 e 03 do DER-Tarumã, situados na rua José Verissimo, 467, Tarumã, no município de Curitiba, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;37478.48;;2021-09-24;;;;170947908;
49;2021;Concorrência Pública;Homologado;O objeto desta Licitação é a contratação de empresa especializada para a execução da obra de Recuperação da Orla de Matinhos.;IAT-Instituto Água e Terra (Antigo IAP);Não;;;Menor Preço;377854599.59;314898549.90;2021-08-17;2021-12-23;;;177005428;32 Mês(es)
51;2021;Concorrência Pública;Homologado;Contratação de empresa especializada na prestação de  serviços  para recuperação da  pista  de exames  práticos  da  15ª Ciretran  de  Apucarana.;DETRAN-Departamento de Trânsito do Estado do Paraná;Não;;;Menor Preço;153607.55;149920.97;2021-09-21;2021-10-25;;;173489404;
52;2021;Concorrência Pública;Homologado;Reparos na sede do NUCRIA, situado à Avenida Vicente Machado, 2560, Curitiba, Paraná. ;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;61598.37;59899.00;2021-09-02;2021-10-07;;;172362133;
53;2021;Concorrência Pública;Homologado;Construção de muro e gradil na Delegacia Cidadã, sita à Rua Antonina, s/nº, esquina com Avenida Maringá, no Município de Matinhos, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;247200.31;220000.00;2021-10-20;2021-10-28;;;160581980;
54;2021;Concorrência Pública;Homologado;O objeto desta licitação é a ampliação do Colégio Estadual Cidália Rebello Gomes, situado na Rua José Vicente Ellias, s/nº, Vila Bela, Ilha de Valadares, fone: (41) 3422-7574, no Município de Paranaguá, Estado do Paraná.;FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Não;;;Menor Preço;4115006.89;3139939.99;2021-08-09;2021-08-20;;;140857106;1 Ano(s)
55;2021;Concorrência Pública;Homologado;Execução dos serviços de segurança viária, com melhoria na condição de Segurança da Malha Rodoviária do Estado do Paraná sob responsabilidade do DER/PR, subdividido em 08 lotes.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;457321949.78;412202235.02;2021-08-10;2021-10-21;;;178357638;
56;2021;Concorrência Pública;Deserto;Execução dos serviços de recomposição de guarda corpo, fornecimento e instalação de defensas metálicas simples semi-maleáveis com atenuadores de impacto, nas pontes sobre as rodovias PR-082 no km 454+500 e PRC-487 no km 210+300, conforme especificações contidas no Termo de Referência.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;354330.33;;2021-08-24;;;;172658164;
57;2021;Concorrência Pública;Homologado;Execução dos serviços para implantação de um emissário e uma caixa de contenção nas proximidades do km 19,88 da Rodovia PR-489, no município de Xambrê.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;1094489.67;820645.80;2021-08-24;2022-02-23;;;173139233;
58;2021;Concorrência Pública;Homologado;Serviços de Reforma no imóvel que abriga a 3º Delegacia Regional da Receita Estadual, sita à Rua Theodoro Rosas, nº 945, no município de Ponta Grossa, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;406167.42;364481.92;2021-11-03;2021-11-30;;;178562720;
