numprocesso;ano;modalidade;situacao;objeto;orgao;registrodepreco;vigenciaata;revogacaoata;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;localdisputa;idlicitacoes;protocolo;tempoprazocontrato
15;2020;Concorrência Pública;Deserto;O objeto desta licitação é a elaboração de levantamento arquitetônico, diagnóstico e projeto estrutural de consolidação de edificação residencial em madeira protegida por Tombamento Estadual, com área construída aproximada de 406,00m², sito à Rua XV de Novembro, n.º 116, Município de Palmeira, Paraná;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;23339.69;;2020-05-08;;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230020;;156135542;
16;2020;Concorrência Pública;Homologado;Outorga, em regime de concessão de uso de uma sala com área física de 13,65 m², para exploração comercial do serviço de reprografia na Universidade Estadual do Paraná  Campus de União da Vitória, localizada à Rua Cel. Amazonas, S/n - Centro, União da Vitória  PR.;UNESPAR-Universidade Estadual do Paraná;Não;;;Maior Lance;300.50;310.00;2020-04-28;2020-06-09;;;163939061;
17;2020;Concorrência Pública;Cancelado;Contratação de empresa para a COMPLEMENTAÇÃO DO PARQUE PALMITAL, SETOR III - ETAPA 1 PARA O CONTROLE DE CHEIAS DO RIO PALMITAL, MUNICÍPIO DE PINHAIS -PR,obra que compõem o Plano Nacional de Gestão de Riscos  - PAC PREVENÇÃO.;IAT-Instituto Água e Terra (Antigo IAP);Não;;;Menor Preço;;;2020-04-20;;;;163322773;1 Ano(s)
18;2020;Concorrência Pública;Homologado;Contratação de empresa especializada para fabricação e manuseio de pré-moldados para futura execução de pontes, com as especificações discriminadas a seguir, com descrição, unidade e quantidade, detalhadas no projeto básico, no orçamento, anexos a este Edital.;SEIL-Secretaria de Estado da Infraestrutura e Logística;Não;;;Menor Preço;2824136.15;1944776.43;2020-05-12;2020-05-20;;;163601850;
19;2020;Concorrência Pública;Revogado;Contratação de empresa para prestação de serviços para atividades de cultura, esporte e lazer, em formato de oficinas e mostras culturais presenciais, para adolescentes que cumprem medidas socioeducativas, nos Centro de Socioeducação e Casas de Semiliberdade no Paraná, com fornecimento de materiais equipamentos e insumos diversos para realização das atividades, conforme Projeto Técnico da SEJUF.;SEJU-Secretaria de Estado da Justiça e Cidadania (Antigo SEJUF);Não;;;Menor Preço;766963.80;;2020-06-19;;;;157940163;
20;2020;Concorrência Pública;Homologado;"Contratação de empresa especializada em arquitetura e engenharia para a elaboração de projetos complementares para construção do novo Terminal de Ônibus Metropolitano de
Piraquara, com área a ser construída de 2.467,35 m² (dois mil, quatrocentos e 
sessenta e sete metros quadrados), a ser implantado em terreno situado à Avenida
Brasília com Avenida São Roque, bairro Jardim Primavera, no município de
Piraquara, Paraná, conforme especificações técnicas descritas no presente edital
e no seu respectivo Termo de Referência, a serem contratados pelo Governo do
Estado do Paraná, através da Coordenação da Região Metropolitana de Curitiba 
COMEC, na forma instituída pela Lei Estadual n° 15.608/2007, Lei nº 8.666/93 e
demais normas que regem a espécie.";AMEP-Agência de Assuntos Metropolitanos do Paraná (Antigo COMEC);Não;;;Técnica e Preço;295511.92;162779.37;2020-05-29;2020-08-06;;;160916753;
21;2020;Concorrência Pública;Homologado;Contratação de empresa especializada em serviços de engenharia e arquitetura para atualização e adequação dos projetos arquitetônico e complementares, realização de serviços de sondagem e levantamento topográfico, para construção do novo Terminal de Ônibus Metropolitano Afonso  Pena,  com  área  a  ser  construída  de  6.416,42m²  (seis  mil,  quatrocentos  e dezesseis  metros  quadrados),  a  ser  implantado  em  terreno  situado  àAvenida  Rui Barbosa  com  a  Rua  Anneliese  Gellert  Krigsner,  no  bairro  Iná,  Loteamento  Afonso Pena,no  município  de  São  José  dos  Pinhais,Paraná,  conforme  especificações técnicas  descritas  no  presente  edital  e  no  seu  respectivo  Termo  de  Referência,  a serem contratados pelo Governo do Estado do Paraná, através da Coordenação da Região Metropolitana de Curitiba COMEC, na forma instituída pelaLei Estadual n° 15.608/2007, Lei nº 8.666/93 e demais normas que regem a espécie;AMEP-Agência de Assuntos Metropolitanos do Paraná (Antigo COMEC);Não;;;Técnica e Preço;271438.96;198800.00;2020-12-11;2021-05-21;;;162389513;
22;2020;Concorrência Pública;Homologado;Construção da Cadeia Pública de Jovens e Adultos de Piraquara, sita à Rua Isídio Alves Ribeiro, s/n.º, Palmeira, no Município de Piraquara, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;11819617.38;9800000.00;2020-06-30;2020-07-14;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230020;;161665649;
23;2020;Concorrência Pública;Homologado;SRNOROE - 43/2019 Execução dos serviços de sinalização horizontal, com fornecimento de material: manutenção de sinalização já implantada e implantação em pontos que ainda não existe sinalização, na malha rodoviária sob a jurisdição da Superintendência Regional Noroeste.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;1371708.00;634608.00;2020-06-30;2021-05-03;;;162784617;
24;2020;Concorrência Pública;Homologado;"Fornecimento e instalação dos seguintes itens, para a reforma de unidades administrativas do Edifício Anexo do TCE-PR: Demolições; Divisória Acústica; Divisória em Vidro Duplo; Divisória em Drywall; Regularização do piso; Forro mineral acústico; Forro PVC; Revestimento cerâmico; Emassamento e pintura; Regularização do piso; Piso cerâmico; Piso em granito; Metais e equipamentos hidráulicos; Bancada de granito; Mobiliário, mesa e painel; Persianas; Instalações elétricas; e Climatização.";TCEPR-Tribunal do Contas do Estado do Paraná;Não;;;Menor Preço;1616418.46;1090317.84;2020-06-02;2020-07-22;;;204078;
25;2020;Concorrência Pública;Homologado;O objeto desta licitação é a elaboração de projetos arquitetônicos e complementares para a ampliação da sede do 2ª Grupamento de Bombeiros de Ponta Grossa, com área de ampliação total estimada  em 3.373,00 m² (três mil trezentos  e  setenta  e  três  metros  quadrados)  e  a  área  a  ser  reformada  compreende 689  m² (seiscentos  e  oitenta  e  nove  metros quadrados),  totalizando  uma  área  de  aproximadamente 4.062,00 m² (quatro mil e sessenta e dois metros quadrados). sito à  Rua Padre Ildefonso esquina com Rua Santana, bairro Centro, município de Ponta Grossa, Paraná. ;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;411756.49;277000.00;2020-07-27;2020-10-28;Avenida Iguaçu 420 6° andar Rebouças Curitiba PR 80230902;;157486586;
26;2020;Concorrência Pública;Homologado;Ampliação da Penitenciária Estadual de Piraquara  PEP I, sita à Avenida das Palmeiras, s/n.º, no município de Piraquara, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;11269607.81;9235046.70;2020-07-07;2020-07-20;;;162350552;
27;2020;Concorrência Pública;Homologado;O objeto desta licitação é a conclusão da Unidade Nova Escolar Centro Estadual de Educação Profissional de Ibiporã - CEEP, situado na Rua Olavo Bilac, Lote 3 B-1, fone: (43) 3371-1300 (NRE de Londrina) no Município de Ibiporã, Estado do Paraná.;FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Não;;;Menor Preço;9983090.66;7134915.00;2020-06-24;2020-07-20;;;160237635;1 Ano(s)
28;2020;Concorrência Pública;Homologado;Elaboração de Projeto Arquitetônico e Complementares tipo Padrão para a Implementação da Arena Eco Lutas  Projeto Padrão, com área estimada de 140m² (Cento e Quarenta metros quadrados) e Projeto Arquitetônico e Complementares para futura implantação a critérios dos municípios.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;22574.32;22000.00;2020-07-08;2020-08-06;;;162225090;
29;2020;Concorrência Pública;Homologado;O objeto desta licitação é a conclusão da Unidade Nova Escolar Centro Estadual de Educação Profissional - CEEP de Colorado, situado na Rodovia PR 542, Gleba Bacia do Pirapó, Lote 02, fone: (44) 3218-7100 (NRE de Maringá) no Município de Colorado, Estado do Paraná.;FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Não;;;Menor Preço;7703977.31;5740079.50;2020-10-05;2020-10-30;;;160228172;1 Ano(s)
30;2020;Concorrência Pública;Homologado;O objeto desta licitação é a elaboração de Laudo Técnico de Obra, com o objetivo de inspeção e diagnóstico dos elementos estruturais e painéis de vedação, execução de ensaios técnicos, análise e compatibilização entre os projetos e sua real execução, bem como elaboração de demais elementos técnicos (possível Projeto Estrutural Complementar de Recuperação, Reforço e/ou Correção, etc.) necessários e suficientes para a conclusão da Obra do Centro da Juventude de Prudentópolis  PR, com área total de 2.294,08m2 (dois mil, duzentos e noventa e quatro vírgula zero oito metros quadrados), sito à Avenida São João, s/n.º, Barro Preto, no município de Prudentópolis, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;156431.20;125144.96;2020-07-28;2020-08-10;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230020;;163769042;
32;2020;Concorrência Pública;Homologado;Recuperação do Mapa em Relevo do Paraná, sito à Praça Nossa Senhora da Salete, S/N.º,  Centro Cívico, no Município de Curitiba, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;279807.33;265816.96;2020-10-19;2020-10-29;;;164487334;
33;2020;Concorrência Pública;Fase Certame;Elaboração de Levantamento Arquitetônico, Diagnóstico e Projeto Estrutural de Consolidação de edificação residencial em madeira protegida por Tombamento Estadual, com área construída aproximada de 406,00m², sito à Rua XV de Novembro, n.º 116, município de Palmeira, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;23339.69;;2020-08-11;;;;156135542;
34;2020;Concorrência Pública;Homologado;Execução da obra de ampliação e reforma do Hospital Regional do Sudoeste Walter Alberto Pecoits, com 2.348,84 metros quadrados, sito à Rodovia Contorno Leste, n.º 200, bairro Água Branca, no município de Francisco Beltrão, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;8311383.45;6338118.00;2020-08-18;2020-10-16;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230020;;149467114;
35;2020;Concorrência Pública;Homologado;Ampliação da Penitenciária Industrial de Cascavel, sito à Rodovia BR-277, Km 579, Área Industrial, sita no município de Cascavel, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;7158069.78;5833826.87;2020-11-12;2020-12-03;;;165917219;
36;2020;Concorrência Pública;Homologado;Concessão para exploração da infraestrutura e da prestação do serviço público de transporte coletivo aquaviário de veículos e passageiros na Rodovia PR-412, na travessia da Baía de Guaratuba, conforme termos estabelecidos no Edital e em seus Anexos, com valor máximo  estipulado  do  Contrato  de  R$  134.196.330,72  e  da  tarifa  básica  de  R$  9,15,  pelo período de 10 anos.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;134196330.72;130459942.45;2020-12-01;2021-03-11;;;161900133;
37;2020;Concorrência Pública;Homologado;O objeto desta licitação é a execução de melhorias no Colégio Estadual Pilar Maturana, situado na Rua Guaporé, 1689, Bairro Alto, fone: (41) 3238-1132, no Município de Curitiba, Estado do Paraná.;FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Não;;;Menor Preço;318661.82;219239.34;2020-08-28;2020-09-29;;;164553167;1 Ano(s)
39;2020;Concorrência Pública;Homologado;Contratação de empresa especializada, para prestação de serviços, não contínuos, pelo período de 12 (doze) meses para oferta de Cursos de Qualificação Profissional Básica nas Unidades Socioeducativas do Estado do Paraná - presenciais, em ambientes simulados que propiciem aos adolescentes que cumprem Medida Socioeducativa de Internação e Semiliberdade nos Centros de Socioeducação e Casas de Semiliberdade do Estado do Paraná, despertar interesse pelo Mundo do Trabalho. A Contratada deverá fornecer materiais, equipamentos e insumos diversos para realização das atividades, de acordo com as especificações contidas no Projeto Técnico da Secretaria de Estado da Justiça, Família e Trabalho- SEJUF/PR.;SEJU-Secretaria de Estado da Justiça e Cidadania (Antigo SEJUF);Não;;;Menor Preço;3713301.00;2651942.40;2020-08-25;2020-11-13;;;158871181;
40;2020;Concorrência Pública;Homologado;Desenvolvimento de estudos e serviços visando adequações e atualizações do Projeto Execu-tivo de Engenharia do Corredor Metropolitano, desenvolvido especificamente no subtrecho C.2b, segmento entre a BR-116 (Est. 995=PP Curitiba) e a BR-476 (Est.1463+16,71 Araucá-ria), com extensão total de 9.376,71 m, de acordo com o estabelecido no Termo de Referência - Anexo 01 deste Edital;AMEP-Agência de Assuntos Metropolitanos do Paraná (Antigo COMEC);Não;;;Técnica e Preço;1415556.00;825873.30;2020-09-18;2021-04-27;;;166909112;
41;2020;Concorrência Pública;Fase Certame;Elaboração de Laudo estrutural e Projeto de reforço de peças estruturais nas edificações da Secretaria de Estado da Agricultura e do Abastecimento  SEAB, sito à Rua dos Funcionários, n.º 1558 e 1559, Bairro Cabral, Curitiba, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;113123.80;;2020-11-04;;;;163898667;
42;2020;Concorrência Pública;Homologado;Elaboração de elaboração dos projetos arquitetônico e complementares de implantação do Projeto Padrão Conselho Tutelar, com área de 222,95m², no Município de Fazenda Rio Grande, Paraná;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;30096.96;25250.36;2020-12-03;2020-12-17;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230020;;162139517;
43;2020;Concorrência Pública;Homologado;Elaboração dos projetos arquitetônico e complementares de implantação do Projeto Padrão Conselho Tutelar, com área de 222,95m², no Município de Campo Mourão.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;30096.96;24919.49;2020-12-04;2020-12-17;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230020;;162137549;
44;2020;Concorrência Pública;Homologado;Elaboração dos projetos arquitetônico e complementares de implantação do Projeto Padrão Conselho Tutelar, com área de 222,95m², no Município de Maringá, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;38747.94;38715.50;2021-02-08;2021-02-22;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230020;;162138391;
45;2020;Concorrência Pública;Deserto;Elaboração dos projetos arquitetônico e complementares de implantação do Projeto Padrão Conselho Tutelar, com área de 222,95m², no Município de Campo Largo, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;30096.96;;2020-11-23;;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230020;;161308986;
46;2020;Concorrência Pública;Homologado;Elaboração dos projetos arquitetônico e complementares de implantação do Projeto Padrão Conselho Tutelar, com área de 222,95m², no Município de Prudentópolis, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;30096.96;25434.29;2020-11-24;2020-12-17;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230020;;161308560;
47;2020;Concorrência Pública;Homologado;Contratação de empresa especializada, para prestação de serviços, pelo período de 12 (doze) meses para a execução do Projeto Karatê nas Unidades Socioeducativas  - Projeto Piá Bom de Karatê  oferta de aulas práticas, com intervenções teóricas, presenciais de Karatê, para adolescentes que cumprem Medida Socioeducativa de Internação, Internação Provisória e Semiliberdade em Centros de Socioeducação e Casas de Semiliberdade do Estado do Paraná, com fornecimento de materiais, equipamentos e insumos diversos para realização das aulas e eventos extras, de acordo com as especificações contidas no Projeto Técnico, em 03 (três) lotes para atender a Secretaria de Estado da Justiça, Família e Trabalho - SEJUF.;SEJU-Secretaria de Estado da Justiça e Cidadania (Antigo SEJUF);Não;;;Menor Preço;977006.73;843158.67;2020-10-27;2020-12-03;;;157940147;
48;2020;Concorrência Pública;Homologado;"Contratação de empresa especializada em engenharia para elaboração de Projeto Arquitetônico e Complementares tipo Padrão para a construção de Centros Logísticos de Ajuda Humanitária, com área estimada de 519,20 m² (quinhentos e dezenove vírgula vinte metros quadrados) e Projeto Arquitetônico e Complementares para Implantação em terrenos situados nos endereços:
- Av. Paraná, 495, Colônia Vitória, Distrito de Entre Rios, Guarapuava, Paraná.
- Rua Jaguaribe, 456, Jd. Oguido, Lote 66, Londrina, Paraná.
- Rua dos Ipês, 09, Vila Salto Osório - Quadra 08, Quedas do Iguaçu, Paraná.
";PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;182595.81;113232.87;2021-02-25;2021-03-23;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230020;;155553898;
49;2020;Concorrência Pública;Homologado;Execução dos serviços de terraplanagem, revestimento primário em material de 2ª categoria (cascalho) e drenagem, na rodovia PR-364 de Goioxim a Marquinho com extensão total de 40,58 km, conforme especificações contidas no Termo de Referência  anexo 01 e no Projeto Básico.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;1958061.85;1174736.22;2020-11-10;2020-12-14;;;166117615;
50;2020;Concorrência Pública;Homologado;O objeto desta licitação é a construção da Unidade Nova Escola Integral de Ortigueira, sito à Rua Francisco Leônidas Carneiro, s/n, Vila Gomes, fone NRE de Telêmaco Borba: (42) 3272-1709, no Município de Ortigueira, Estado do Paraná.;FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Não;;;Menor Preço;10000451.56;6950313.93;2020-10-26;2020-12-02;;;116964554;1 Ano(s)
51;2020;Concorrência Pública;Homologado;O objeto desta licitação é a contratação de empresa especializada para execução da obra de reforma no INSTITUTO AMBIENTAL DO PARANÁ, sito a Rua Santa Cruz, nº 679, Jardim Flórida, no município de Campo Mourão Paraná, conforme planilha orçamentária de referência (Anexo XIV) e demais elementos técnicos instrutores;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;267431.03;226514.00;2020-11-27;2021-02-17;;;159210448;
52;2020;Concorrência Pública;Homologado;O objeto desta licitação é a Ampliação no Colégio Estadual Rio Branco, situado na Rua 19 de dezembro, 1001, Centro, fone: (43) 3534-1166, no Município de Santo Antônio da Platina, Estado do Paraná.;FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Não;;;Menor Preço;857768.57;729621.54;2020-10-29;2020-12-02;;;166011884;1 Ano(s)
54;2020;Concorrência Pública;Homologado;ALIENAÇÃO DE BENS IMÓVEIS;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Não;;;Maior Lance;11721900.00;1066000.00;2020-11-26;2021-03-30;;;169439486;
55;2020;Concorrência Pública;Homologado;O objeto desta licitação é a construção da Unidade Nova Escolar para a Escola Estadual Professora Mireille Maria F. Z. Machado (Lagoinha), sito à Avenida Paraná, 2500, Lote B, Bairro Lagoinha, fone da Escola: (41) 3626-1573, no Município de Mandirituba, Estado do Paraná.;FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Não;;;Menor Preço;7623252.07;5824927.24;2020-11-10;2020-12-07;;;161608084;1 Ano(s)
56;2020;Concorrência Pública;Homologado;Ampliação no Colégio Estadual Indígena Cacique Gregório Kaekchot, sito à Rua Pedro Ninvaia, 01, Posto Indígena Ivaí, área Rural, fone: (43) 3435-2367, no Município de Manoel Ribas, Estado do Paraná;FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Não;;;Menor Preço;2611925.57;2078570.37;2020-11-11;2020-11-30;Rua dos Funcionários 1323 SALA DE LICITAÇÕES Cabral Curitiba PR 80035050;;160377461;1 Ano(s)
57;2020;Concorrência Pública;Homologado;O objeto desta licitação é a contratação de Projeto Arquitetônico e Complementares Executivos de implantação do conselho tutelar, com área de 222,95 metros quadrados, sito à Avenida  Prefeito Moacy Júlio Silvestri, nº 2630, esquina com a Rua Norberto Marcondes, município de Guarapuava, Paraná.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;41732.61;41732.00;2021-02-24;2021-03-15;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230020;;164793877;
58;2020;Concorrência Pública;Homologado;A  contratação de empresa especializada para implantação de projeto padrão (arquitetônicos e complementares), de Implantação do Projeto Padrão do Conselho Tutelar,  sendo este projeto com área de 222,95 m² a ser implantado em terreno disponibilizado pela Prefeitura Municipal de Rolândia - PR;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Não;;;Menor Preço;30096.96;27768.61;2021-03-01;2021-03-25;Avenida Iguaçu 420 6º andar Rebouças Curitiba PR 80230020;;165444396;
