numprocesso;ano;modalidade;tipoveiculopublicacao;descricao;nredicao;datapublicacao
73;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-11-13
75;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-11-01
76;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Endereço Eletrônico;https://midas.unioeste.br/sgav/arqvirtual#/detalhes/?arqVrtCdg=24177;;2023-11-07
76;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;11527;2023-11-07
76;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Endereço Eletrônico;https://www.gov.br/compras/pt-br;;2023-11-07
77;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-11-07
78;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-11-07
79;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11526;2023-11-06
80;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11527;2023-11-07
81;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;11531;2023-11-13
81;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Endereço Eletrônico;https://www.gov.br/compras/pt-br;;2023-11-13
82;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-11-09
83;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-11-09
85;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-11-09
86;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-11-09
87;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;;;2023-11-13
87;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;11531;2023-11-13
87;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Endereço Eletrônico;www.uepg.br;;2023-11-13
88;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;11529;2023-11-09
88;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.gov.br/compras/pt-br;;2023-11-09
89;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.documentos.dioe.pr.gov.br;0;2023-11-17
90;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-11-13
91;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-11-13
92;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11532;2023-11-14
93;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11532;2023-11-14
94;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.folhadelondrina.com.br;1;2023-11-22
94;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11536;2023-11-22
94;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.jornaldebeltrão.com.br;2;2023-11-22
95;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;11531;2023-11-13
95;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Endereço Eletrônico;https://www.gov.br/compras/pt-br;;2023-11-13
96;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11532;2023-11-14
97;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11532;2023-11-14
98;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do?;11531;2023-11-13
98;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do?;11533;2023-11-16
99;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-11-13
100;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11532;2023-11-14
101;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do?;11533;2023-11-16
101;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do?;11531;2023-11-13
102;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11532;2023-11-14
103;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do?;11531;2023-11-13
103;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do?;11533;2023-11-16
104;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11541;2023-11-28
104;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.folhadelondrina.com.br;1;2023-11-28
105;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;0;2023-11-22
106;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;0;2023-11-22
108;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11532;2023-11-14
109;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11532;2023-11-14
110;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11532;2023-11-14
111;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11532;2023-11-14
112;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11532;2023-11-14
114;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11532;2023-11-14
115;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.folhadelondrina.com.br;7;2023-12-14
115;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11553;2023-12-14
116;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11537;2023-11-22
118;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-11-23
119;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-11-23
120;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-11-23
121;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-11-23
122;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-11-23
123;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.documentador.pr.gov.br;1;2023-12-06
123;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11546;2023-12-05
123;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.folhadelondrina.com.br;1;2023-12-06
123;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://comprasnet.gov.br/acesso.asp?url=/ConsultaLicitacoes/ConsLicitacao_Filtro.asp;1;2023-12-07
125;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2024-02-09
125;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-11-24
126;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do?;11543;2023-11-30
127;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11663;2024-06-05
127;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.documentador.pr.gov.br;1;2024-06-11
127;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.metropolejornal.com.br;5963;2024-06-06
127;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;;1;2024-07-09
127;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11687;2024-07-09
127;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.gov.com/compras;1;2024-06-12
129;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11548;2023-12-07
131;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11635;2024-04-23
