numprocesso;ano;modalidade;situacao;objeto;orgao;registrodepreco;vigenciaata;revogacaoata;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;localdisputa;idlicitacoes;protocolo;tempoprazocontrato
27;2025;Chamamento Público;Fase Certame; Chamamento Público para seleção de interessados na utilização de espaços públicos para o uso de estrutura física para emprego de mão de obra prisional na Penitenciária Estadual de Foz do Iguaçu III - Unidade de Progressão - PEF III-UP, mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.;SESP-Secretaria de Estado da Segurança Pública;Não;;;-;1518.00;;2025-06-25;;;;238589525;60 Mês(es)
28;2025;Chamamento Público;Fase Certame;Chamamento Público para seleção de interessados na utilização de espaços públicos para a construção de estrutura física para emprego de mão de obra prisional na Colônia Penal Agroindustrial do Estado do Paraná - CPAI, mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.;SESP-Secretaria de Estado da Segurança Pública;Não;;;-;1518.00;;2025-06-25;;;;238376343;60 Mês(es)
29;2025;Chamamento Público;Fase Certame;Chamamento Público para seleção de interessados na utilização de espaços públicos para o uso de estrutura física para emprego de mão de obra prisional na Colônia Penal Agroindustrial do Estado do Paraná - CPAI, mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.;SESP-Secretaria de Estado da Segurança Pública;Não;;;-;1518.00;;2025-07-07;;;;238376491;60 Mês(es)
30;2025;Chamamento Público;Fase Certame;Chamamento Público para seleção de interessados na utilização de espaços públicos para a construção de estrutura física para emprego de mão de obra prisional na Penitenciária Industrial Marcelo Pinheiro - PIMP, mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.;SESP-Secretaria de Estado da Segurança Pública;Não;;;-;1518.00;;2025-07-07;;;;238982642;60 Mês(es)
31;2025;Chamamento Público;Fase Certame;Chamamento Público para seleção de interessados na utilização de espaços públicos para o uso de estrutura física para emprego de mão de obra prisional na Penitenciária Industrial Marcelo Pinheiro - PIMP, mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.;SESP-Secretaria de Estado da Segurança Pública;Não;;;-;1518.00;;2025-07-07;;;;238589690;60 Mês(es)
32;2025;Chamamento Público;Fase Certame;Chamamento Público para seleção de interessados na utilização de espaços públicos para o uso de estrutura física para emprego de mão de obra prisional na Penitenciária Estadual de Londrina II - PEL II,  mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.;SESP-Secretaria de Estado da Segurança Pública;Não;;;-;1518.00;;2025-07-15;;;;238957214;60 Mês(es)
33;2025;Chamamento Público;Fase Certame;Chamamento Público para seleção de interessados na utilização de espaços públicos para o uso de estrutura física para emprego de mão de obra prisional na Penitenciária Estadual de Guarapuava - PIG, mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.;SESP-Secretaria de Estado da Segurança Pública;Não;;;-;1518.00;;2025-07-15;;;;238589606;60 Mês(es)
34;2025;Chamamento Público;Fase Certame;Seleção de produções audiovisuais de pessoas jurídicas e físicas, sejam elas obras já desenvolvidas, finalizadas e em produção, visando a veiculação em TV aberta pelo Canal TV Paraná Turismo, com a possibilidade de composição da grade de programação, os quais em fase final serão submetidos e aprovados pelo Conselho de Programação da TV Paraná Turismo. ;SECOM-Secretaria de Estado da Comunicação;Não;;;-;0.00;;2025-07-01;;;;236134318;12 Mês(es)
35;2025;Chamamento Público;Fase Certame;Contratação de Pessoa Jurídica,credenciada, para o pagamento complementar de deslocamento de profissional médico, para a realização de exames complementares para diagnóstico de morte encefálica. ;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Não;;;Menor Preço;;;2025-07-21;;;;240840812;1 Ano(s)
38;2025;Chamamento Público;Publicado;Realizar o cadastramento dos Municípios do Estado do Paraná, interessados em assinar Termo de Cooperação, visando o atendimento das obrigações mútuas determinadas pela legislação de trânsito, para o planejamento e a operacionalização da Sinalização Viária Urbana Horizontal e Vertical, compreendendo a contratação de empresa especializada na execução do projeto no Município.;DETRAN-Departamento de Trânsito do Estado do Paraná;Não;;;-;0.00;;2025-08-25;;;;240250780;
39;2025;Chamamento Público;Fase Certame;CHAMAMENTO PÚBLICO que tem como objetivo a seleção de patrocinadores para apoio na realização do XV Interilhas no ano de 2025, que será realizada pela Comissão Especial designada pela Portaria DG/SEED n.º 260, de 8 de abril de 2025.;SEED-Secretaria de Estado da Educação;Não;;;-;700000.00;;2025-08-05;;;;243908507;
1;2025;Comparação de Preços (Shopping);Homologado;Contratação de empresa especializada em criação de experiências imersivas para a prestação de serviços de produção de jogo educacional, na plataforma roblox, com finalidade didática, incluindo serviços de implantação, acompanhamento e manutenção, pelo período de 1 ano após o lançamento, destinado a atender demandas do Programa de Educação Fiscal da SEFA/PR;SEFA-Secretaria de Estado da Fazenda;Não;;;Menor Preço;638500.00;498960.00;2025-06-23;2025-07-03;;;238203848;1 Parcela(s) - Empreitada/Global
1;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Contratação de empresa especializada para execução de reforma da sala de tomógrafo com área de 43,28 metros quadrados, no Bloco S08, Clínica Odontológica, no endereço Avenida Mandacaru, 1550, no município de Maringá, Paraná, conforme planilha orçamentária de referência constante no Anexo XIII.;UEM-Universidade Estadual de Maringá;Não;;;Menor Preço;68214.32;61945.56;2025-01-27;2025-04-03;;;231817344;
2;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Sugerido Anular;"Contratação Integrada de empresa especializada em engenharia e/ou arquitetura para elaboração de projetos básico, legal e executivo de arquitetura, projetos complementares de engenharia, aprovação nos órgãos competentes, As Built e execução da obra da Unidade Nova Escolar - UNV GRALHA AZUL, situada à Avenida Portugal, 3623, Bairro Nações, fone do NRE da Área Metropolitana Sul 41 3277-7353, no Município de Fazenda Rio Grande, Estado do Paraná, com desenvolvimento dos projetos em plataforma BIM.
";FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Não;;;Técnica e Preço;25728276.11;;2025-04-25;;Rua dos Funcionários 1323 Fundepar Cabral Curitiba PR 80035050;;206174188;
3;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Publicado;Contratação de serviços especializados de arquitetura e engenharia para projeto e execução das obras do Centro de Tecnologia Inovação Lazer e Cultura- Fabrica de Ideias, no municipio de Curitiba, bairro Rebouças, compreendendo desenvolvimento de projetos basicos, aprovações e licenciamentos nos orgaos competentes, desenvolvimento de projetos executivos, planejamento e orçamentação detalhada, obras de demolição, reforma e ampliação de edificações existentes- retrofit, construção de infraestrutura, acessos e paisagismo, bem como construção de novas edificações conforme anteprojetos, procedimentos e demais documentos deste edital.;SECID-Secretaria de Estado das Cidades (Antigo SEDU);Não;;;Técnica e Preço;335264442.04;;2025-10-07;;;;233352047;
4;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Execução de obras de recuperação do pavimento de vias urbanas do Município de Tamboara, em cumprimento ao Convênio 007/2024 - protocolo 21.244.976-8, celebrado entre o Departamento de Estradas de Rodagem do Estado do Paraná e o município de Tamboara no âmbito da Superintendência Regional Noroeste do DER/PR.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;1310908.41;999781.93;2025-03-10;2025-05-08;;;231586504;
5;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Contratação de Empresa de Supervisão e Apoio à Fiscalização da execução de obras de duplicação em pavimento rígido da PR-412 e implantação de vias marginais, entre a ponte sobre o canal em Matinhos e a interseção com a rodovia PR-407 em Pontal do Paraná, numa extensão de 14,28 km, por Produto, no Âmbito da Superintendência Regional Leste do DER/PR.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Técnica e Preço;10510990.56;7883240.49;2025-03-25;2025-05-23;;;233496600;
6;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Fase Certame;Contratação de Empresa para Execução de Serviços Técnicos de Supervisão e Apoio à Fiscalização da Execução de obras de restauração e duplicação da PR-412, entre a divisa PR/SC até Guaratuba.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Técnica e Preço;7085377.22;;2025-03-26;;;;233678953;
8;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Execução dos serviços de recuperação de talude de aterro, inclusive construção de descidas d água no km 2,040 da rodovia PR-897, Contorno Viário do município de Marialva, no âmbito da Superintendência Regional Noroeste do DER/PR.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;646674.13;379900.00;2025-03-20;2025-04-22;;;230493154;
9;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Reforma/adequações da rede elétrica da Biblioteca do Campus de Toledo.;UNIOESTE TOLEDO-Universidade Estadual do Oeste do Paraná - Campus Toledo;Não;;;Maior Desconto;75334.62;28.60;2025-03-10;2025-03-26;;;228039748;
10;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Fase Certame;Contratação de empresa para execução de serviços técnicos de supervisão e apoio à fiscalização na análise e aprovação de projeto e execução das obras de restauração e melhorias nas rodovias PR-180 e PR-281, no trecho Dois Vizinhos a Francisco Beltrão, no âmbito da diretoria de operações da Superintendência Regional Oeste de Cascavel.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Técnica e Preço;4349775.00;;2025-04-09;;;;232375655;
11;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Contratação de empresa especializada para execução do remanescente da obra de reforma da Central de Pós-Graduação do Campus Luiz Meneghel de Bandeirantes.;UENP-Universidade Estadual do Norte do Paraná;Não;;;Menor Preço;766175.86;574631.91;2025-03-17;2025-03-31;;;234538152;
12;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Fase Certame;Contratação de Empresa Especializada em Engenharia/Arquitetura para Elaboração de Laudo Técnico Conclusivo de Avaliação Estrutural, Projeto de Reforço Estrutural, Projeto de Reforma e de Estrutura Metálica para a Cobertura para o CAC do Campus de Paranavaí da Universidade Estadual do Paraná. ;UNESPAR-Universidade Estadual do Paraná;Não;;;Menor Preço;69880.13;;2025-06-17;;;;186334540;
13;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Execução dos serviços para recuperação de aterro, contenção do processo erosivo e melhorias no sistema de drenagem existente. Localizado nas proximidades do km 470,350 da rodovia PR-082, no município de Cianorte - PR, trecho do S.R.E - Sistema Rodoviário Estadual sob o código 082S0320EPR, no âmbito da Superintendência Regional Noroeste do DER/PR.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;909621.14;600000.00;2025-04-15;2025-05-26;;;230493332;
14;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Execução de obras de contenção de águas pluviais e demais dispositivos de drenagem na rodovia PR-685 trecho Entr. PR-492 Entr. PR-559, para solucionar problemas de erosão de solo em propriedades lindeiras aos dispositivos de drenagem da rodovia PR-685, por determinação do Ministério Público.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;954145.21;569990.00;2025-04-14;2025-06-10;;;234876902;
15;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Execução das obras de implantação e pavimentação das rodovias PR-574, entre Palmitópolis e Cafelândia, e PR-575, entre Palmitópolis e Jotaesse, com extensão de 21,27 km.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;107691020.77;95680000.00;2025-04-10;2025-06-02;;;235563746;
16;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Declarado Vencedor;Elaboração de Projeto Básico de Engenharia para Restauração e Ampliação de Capacidade da Rodovia PR-218 entre Entr. PR-561 Paranavaí  a Amaporã  numa extensão de 33,43 km.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Técnica e Preço;2529225.48;;2025-05-14;;Avenida Iguaçu 420 Térreo Rebouças Curitiba PR 80230020;;233631507;
17;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Contratação de serviços de Auditoria Independente com conhecimento técnico e especializado na prestação de serviços contínuos de Auditoria Contábil, Financeira e Atuarial para o Regime Próprio de Previdência Social do Estado do Paraná - RPPS, para o exercício de 2025, compondo as seguintes instituições PARANAPREVIDENCIA, consolidada e, FUNDOS PÚBLICOS PREVIDENCIÁRIOS DO ESTADO PARANÁ FUNDO DE PREVIDÊNCIA, FUNDO FINANCEIRO, FUNDO MILITAR.;PRPREV-Serviço Social Autônomo PARANAPREVIDENCIA;Não;;;Técnica e Preço;306120.00;118381.50;2025-05-05;2025-07-16;;;233199729;
18;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Reforma do Cels;UNIOESTE FOZ-Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu;Não;;;Menor Preço;199015.51;166556.15;2025-03-26;2025-04-22;;;217192790;
20;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Fase Certame;Contratação de empresa especializada na área de engenharia/ arquitetura para elaboração de documentos necessários para a regularização das edificações do campus sede da Universidade Estadual de Maringá - UEM quanto às normas de prevenção e combate a incêndios e a desastres. Serão executados os serviços de levantamento arquitetônico e elaboração de Projeto Técnico de Prevenção a Incêndio e a Desastres - PTPID, conforme Anexo X do edital;UEM-Universidade Estadual de Maringá;Não;;;Técnica e Preço;1792285.47;;2025-07-22;;;;228987840;
23;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Fase Certame;Contratação Integrada de Empresa para Elaboração dos Projetos Básico e Executivo e Execução das Obras de Restauração e Duplicação da PR-412, entre a divisa de PR/SC até Guaratuba, numa extensão de 12,81 km.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;;;2025-07-02;;;;236707040;
24;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Contratação de empresa especializada para execução da obra de edificação do novo escritório do IDR-Paraná no município de União da Vitória PR, em terreno situado à Rua Professora Amazília, 747, perfazendo área construída de 254,51 metros quadrados, conforme planilha orçamentária de referência.;IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;Não;;;Menor Preço;879393.94;713000.00;2025-04-30;2025-07-11;;;225986037;
25;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Contratação de empresa especializada para execução da obra de edificação do novo escritório do IDR-Paraná no município de Centenário do Sul-PR, em terreno situado à Rua Vereador Maziadi Felício, QD 09 Lote 12-D, com área construída de 264,21 metros quadrados, conforme planilha orçamentária de referência.;IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;Não;;;Menor Preço;723382.21;576000.00;2025-04-24;2025-07-18;;;230231850;
26;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Contratação de empresa especializada para execução da obra de edificação do novo escritório do IDR-Paraná no município de Umuarama-PR, em terreno situado à Rua Desembargador Antônio Franco Ferreira da Costa, nº 3560, Centro, com área construída de 276,38 metros quadrados, conforme planilha orçamentária de referência.;IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;Não;;;Menor Preço;1398403.52;978882.46;2025-04-24;2025-07-11;;;235089610;
27;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Fase Certame;Execução de obra comum de engenharia referente à reforma no Edifício Sede do Departamento de Estradas de Rodagem do Paraná, no Bloco C - Restaurante e Garagem, com área aproximada de 3.600,00 m2, sito à Avenida Iguaçu, n.º 340, no município de Curitiba, Paraná.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;1527689.56;;2025-06-03;;Avenida Iguaçu 420 Terreo Rebouças Curitiba PR 80230020;;221771559;
28;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;CONTRATAÇÃO DE EMPRESA PARA REALIZAÇÃO DE SERVIÇOS, COM FORNECIMENTO DE MATERIAL, DE REFORMA DAS INSTALAÇÕES DO SETOR DE CIÊNCIAS SOCIAIS APLICADAS SESA, NO BLOCO G DO CÂMPUS SANTA CRUZ DA UNICENTRO, COM RECURSOS PRÓPRIOS.;UNICENTRO-Universidade Estadual do Centro-Oeste;Não;;;Menor Preço;466189.65;354829.80;2025-06-04;2025-06-18;;;237243854;
29;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Fase Certame;"Contratação de empresa especializada para execução AMPLIAÇÃO DA SEÇÃO DE ESCOAMENTO DO
RIO MASCATE E OBRAS COMPLEMENTARES  ETAPA 01, conforme planilha orçamentária de
referência constante no Anexo XIII.";IAT-Instituto Água e Terra (Antigo IAP);Não;;;Menor Preço;;;2025-08-01;;;;231987398;
31;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Fase Certame;Contratação de empresa especializada para execução da obra de edificação do novo escritório do IDR-Paraná no município de Realeza PR, em terreno situado à Rua Sgto. Ramires da Silva, QD 36 Lote 06, perfazendo área construída de 150,70 metros quadrados, conforme planilha orçamentária de referência.;IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;Não;;;Menor Preço;804246.84;;2025-04-24;;;;230326550;
