orgao;numprocesso;ano;modalidade;lote;classeitem;numeroitem;item;quantidade;valorunitario
Câmara Municipal de Rondonópolis/MT;847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5;306;11137;Posto, Copeira, 40 horas semanais, De segunda a sexta, CARACTERÍSTICAS ADICIONAIS: Com uniforme e Equipamentos de Proteção Individual - EPI's, UNID. DE MEDIDA: Unitário;4.00;3424.2000
Câmara Municipal de Rondonópolis/MT;847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5;306;9869;Posto, Jardineiro, 40 horas semanais, De segunda a sexta, Diurno, CARACTERÍSTICAS ADICIONAIS: Com uniforme, Equipamentos de Proteção Individual - EPI's, material e equipamento, UNID. DE MEDIDA: Unitário;1.00;3579.4000
Câmara Municipal de Rondonópolis/MT;847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5;306;42852;Posto, Porteiro, 12x36 horas, diurno, Todos os dias do mês, CARACTERÍSTICAS ADICIONAIS: RISCO: CL 11.ª CCT, com uniforme e Equipamentos de Proteção Individual - EPI's, UNID. DE MEDIDA: Unitário;3.00;8723.5900
Câmara Municipal de Rondonópolis/MT;847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5;306;42882;Posto, Porteiro, 12x36 horas, Noturno, Todos os dias do mês, CARACTERÍSTICAS ADICIONAIS: Risco: CL 11ª CCT, com uniforme e Equipamentos de Proteção Individual - EPI's, UNID. DE MEDIDA: Unitário;2.00;10335.3000
Câmara Municipal de Rondonópolis/MT;847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5;306;42855;Posto, Recepcionista, 40 horas semanais, De segunda a sexta, CARACTERÍSTICAS ADICIONAIS: Com atribuições de protocolo, Risco: Cláusula 11 do CCT, com uniforme e Equipamentos de Proteção Individual - EPIs, UNID. DE MEDIDA: Unitário;5.00;3704.9300
Câmara Municipal de Rondonópolis/MT;847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5;306;9784;Posto, TIPO: Encarregada, acima de 20 funcionários, Acima de 20 funcionários, CARGA HORÁRIA: 40 horas semanais, PERÍODO: Segunda à sexta, Diurno, CARACTERÍSTICAS ADICIONAIS: Com uniforme, Equipamento de Proteção Individual  - EPI's, material e equipamento, UNID. DE MEDIDA: Unitário;2.00;3988.9000
Câmara Municipal Fazenda Rio Grande - PR;33;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;7502;9572;Papel, TIPO: Sulfite, alcalino, FORMATO: A4, MEDIDA: Largura: 210mm, Comprimento: 297mm, COR: Branco, GRAMATURA: 75g/m², EMBALAGEM: Resma (500 folhas), CARACTERÍSTICA ADICIONAL: Não clorado e não reciclado, UNID. DE MEDIDA: Unitário;100.00;20.5300
CASA CIVIL-Casa Civil do Estado do Paraná;543;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;301;10756;Posto, TIPO: Vigilante Armado, CARGA HORÁRIA: 12 x 36 horas, PERÍODO: Todos os dias do mês, Diurno, CARACTERÍSTICAS ADICIONAIS: Com equipamento e uniforme, UNID. DE MEDIDA: Unitário;1.00;13530.7400
CASA CIVIL-Casa Civil do Estado do Paraná;543;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;301;9982;Posto, TIPO: Vigilante Armado, CARGA HORÁRIA: 12 x 36 horas, PERÍODO: Todos os dias do mês, Noturno, CARACTERÍSTICAS ADICIONAIS: Com equipamento e uniforme, UNID. DE MEDIDA: Unitário;1.00;14593.4000
CASA CIVIL-Casa Civil do Estado do Paraná;847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;306;66368;Posto, Auxiliar de Manutenção Predial, 40 horas semanais, De segunda a sexta, CARACTERÍSTICAS ADICIONAIS: Com uniforme e Equipamentos de Proteção Individual - EPI's, UNID. DE MEDIDA: Unitário;3.00;4119.2000
CASA CIVIL-Casa Civil do Estado do Paraná;847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;306;9818;Posto, Operador de máquina costal, 40 horas semanais, De segunda a sexta, CARACTERÍSTICAS ADICIONAIS: Com uniforme, Equipamentos de Proteção Individual - EPI's, material e equipamento, UNID. DE MEDIDA: Unitário;3.00;4628.7900
CASA CIVIL-Casa Civil do Estado do Paraná;847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;306;30181;Posto, TIPO: Controlador de Acesso, CARGA HORÁRIA: 40 horas semanais, PERÍODO: Segunda à sexta, Diurno, CARACTERÍSTICAS ADICIONAIS: Com uniforme, Equipamentos de Proteção Individual - EPI's, Risco CL 11 CCT, UNID. DE MEDIDA: Unitário;1.00;4054.6500
CASA MILITAR-Casa Militar do Estado do Paraná;543;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;301;19717;Posto, TIPO: Vigilante Desarmado, CARGA HORÁRIA: 12 x 36 horas, PERÍODO: Todos os dias do mês, Diurno, CARACTERÍSTICAS ADICIONAIS: Com equipamento e uniforme, UNID. DE MEDIDA: Unitário;3.00;13307.9800
CASA MILITAR-Casa Militar do Estado do Paraná;543;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;301;12716;Posto, Vigilante desarmado, 12 x 36 horas, Todos os dias do mês, Noturno , CARACTERÍSTICAS ADICIONAIS: Com equipamento e uniforme, UNID. DE MEDIDA: Unitário;3.00;14370.6600
CASA MILITAR-Casa Militar do Estado do Paraná;847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;306;9818;Posto, Operador de máquina costal, 40 horas semanais, De segunda a sexta, CARACTERÍSTICAS ADICIONAIS: Com uniforme, Equipamentos de Proteção Individual - EPI's, material e equipamento, UNID. DE MEDIDA: Unitário;1.00;4628.7900
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;2018;Carne, TIPO: Bovina, CORTE: Alcatra sem osso, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;600.00;25.4900
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;21103;Carne, TIPO: Bovina, CORTE: Contrafilé sem osso, em bife, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;200.00;33.0000
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;2019;Carne, TIPO: Bovina, CORTE: Contrafilé sem osso, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;600.00;26.9900
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;21090;Carne, TIPO: Bovina, CORTE: Costela desossada, em cubos, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;300.00;15.9900
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;21104;Carne, TIPO: Bovina, CORTE: Coxão mole sem osso, em bife, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;300.00;35.9000
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;2048;Carne, TIPO: Bovina, CORTE: Coxão mole sem osso, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;600.00;26.8000
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;2047;Carne, TIPO: Bovina, CORTE: Patinho ou coxão mole, moída, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Cor vermelho brilhante, com no máximo 10% de gordura, com odor e sabor característicos, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, PESO LÍQUIDO: Kg, UNID. DE MEDIDA: Unitário;400.00;21.9900
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;2029;Carne, TIPO: Bovina, CORTE: Patinho sem osso, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;600.00;23.9900
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;2025;Carne, TIPO: Bovina, CORTE: Posta vermelha / Coxão duro, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;0.00;22.9800
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8901;2025;Carne, TIPO: Bovina, CORTE: Posta vermelha / Coxão duro, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;600.00;22.9800
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8901;2018;Carne, TIPO: Bovina, CORTE: Alcatra sem osso, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;550.00;31.9900
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8901;2019;Carne, TIPO: Bovina, CORTE: Contrafilé sem osso, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;420.00;31.9900
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8901;2048;Carne, TIPO: Bovina, CORTE: Coxão mole sem osso, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;420.00;28.8900
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8901;2024;Carne, TIPO: Bovina, CORTE: Músculo sem osso, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;420.00;23.5900
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8901;2029;Carne, TIPO: Bovina, CORTE: Patinho sem osso, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;545.00;28.0900
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);29;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8901;2025;Carne, TIPO: Bovina, CORTE: Posta vermelha / Coxão duro, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme e compacta, com cor, cheiro e sabor característicos, com no máximo 10% de sebo e gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;535.00;25.4900
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);112;2024;Pregão Eletrônico (Lei Federal 14.133/2021);24;7907;21;Água sanitária, USO: Assepsia de ambientes e roupas, ASPECTO: Líquido, COMPOSIÇÃO: À base de hipoclorito de sódio ou cálcio, TEOR CLORO ATIVO: Entre 2,0% a 2,5% p/p (porcentagem em massa), COR: Amarela esverdeada e bastante fraca, CARACTERÍSTICAS ADICIONAIS: Isenta de corantes, detergentes e aromatizantes, EMBALAGEM: Frasco plástico com 1 litro, com tampa e lacre de segurança, UNID. DE MEDIDA: Unitário;1200.00;2.1400
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);112;2024;Pregão Eletrônico (Lei Federal 14.133/2021);26;7907;1565;Água sanitária, USO: Assepsia de ambientes e roupas, ASPECTO: Líquido, COMPOSIÇÃO: À base de hipoclorito de sódio ou cálcio, TEOR CLORO ATIVO: Entre 2,0% a 2,5% p/p, COR: Amarela esverdeada e bastante fraca, CARACTERÍSTICAS ADICIONAIS: Isenta de corantes, detergentes e aromatizantes, EMBALAGEM: Galão plástico com 5 litros, com tampa e lacre de segurança, UNID. DE MEDIDA: Unitário;2500.00;6.0000
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);112;2024;Pregão Eletrônico (Lei Federal 14.133/2021);28;7907;85056;Desodorizador de ambiente, APLICAÇÃO: Eliminação de odores, COMPOSIÇÃO: Álcool etílico, perfume, água, nitrato de sódio e sem CFC, AROMA: Diversos, EMBALAGEM: Frasco com 400ml (variação de +/- 10%), UNID. DE MEDIDA: Unitário;1000.00;6.5900
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);113;2024;Pregão Eletrônico (Lei Federal 14.133/2021);10;7904;149;Sabão em barra, TIPO: Coco, COMPOSIÇÃO: À base de óleo de coco, QUALIDADE: Biodegradável, EMBALAGEM: Pacote / caixa, PESO LÍQUIDO: 200g, UNID. DE MEDIDA: Unitário;2500.00;1.9100
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);113;2024;Pregão Eletrônico (Lei Federal 14.133/2021);12;7904;150;Sabão em pó, APRESENTAÇÃO: Biodegradável, COMPOSIÇÃO: À base de alquil benzeno sulfonato de sódio, tensoativo aniônico, coadjuvantes, tamponantes, corante, sinergista, branqueador óptico, fragrância, carga e água, EMBALAGEM: Caixa de papelão / pacote plástico, original do fabricante, PESO LÍQUIDO: 1kg, UNID. DE MEDIDA: Unitário;800.00;3.4100
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);113;2024;Pregão Eletrônico (Lei Federal 14.133/2021);14;7904;152;Sabão em pó, APRESENTAÇÃO: Biodegradável, COMPOSIÇÃO: À base de alquil benzeno sulfonato de sódio, tensoativo aniônico, coadjuvantes, tamponantes, corante, sinergista, branqueador óptico, fragrância, carga e água, EMBALAGEM: Pacote / saco plástico original do fabricante, PESO LÍQUIDO: 5kg, UNID. DE MEDIDA: Unitário;200.00;15.1200
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);113;2024;Pregão Eletrônico (Lei Federal 14.133/2021);15;7907;141;Lustra móveis, COMPOSIÇÃO: À base de ceras naturais e silicone, AROMA: Lavanda ou floral, EMBALAGEM: Frasco com no mínimo 200ml, TAMPA: Flip top, UNID. DE MEDIDA: Unitário;1200.00;2.4900
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);113;2024;Pregão Eletrônico (Lei Federal 14.133/2021);19;7907;1595;Querosene, ASPECTO: Líquido, USO: Limpeza em geral, COMPOSIÇÃO: Hidrocarbonetos leves destilados, EMBALAGEM: Frasco plástico com 1 litro (variação de +/- 10%), UNID. DE MEDIDA: Unitário;500.00;14.1800
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);198;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8902;2040;Carne, TIPO: Suína, CORTE: Bisteca com osso, fatiada, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme, com cor, cheiro e sabor característicos, sem gordura, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;320.00;19.0000
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);198;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8902;2043;Carne, TIPO: Suína, CORTE: Costela com osso, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme, com cor, cheiro e sabor característicos, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;85.00;24.5000
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);198;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8902;30718;Carne, TIPO: Suína, CORTE: Costela com osso, picada, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme, com cor, cheiro e sabor característicos, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;120.00;24.8000
CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);198;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8902;2030;Carne, TIPO: Suína, CORTE: Lombo sem osso, peça, ASPECTO: In natura, CONSERVAÇÃO: Resfriada, APRESENTAÇÃO: Consistência firme, com cor, cheiro e sabor característicos, sem pele, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades e quaisquer materiais estranhos que comprometam a sua qualidade, EMBALAGEM: Saco plástico atóxico, constando a data de validade e demais exigências conforme legislação vigente, UNID. DE MEDIDA: Quilograma;120.00;24.5000
