numprocesso;ano;modalidade;situacao;objeto;orgao;registrodepreco;vigenciaata;revogacaoata;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;localdisputa;idlicitacoes;protocolo;tempoprazocontrato
11;2023;Chamamento Público;Fase Certame;chamamento publico para contratação de serviço especializado em farmacia e farmácia bioquimica para atender o hospital universitário de londrina;UEL-Universidade Estadual de Londrina;Não;;;Menor Preço;;;2023-09-22;;;;205681507;1 Parcela(s) - Empreitada/Global
12;2023;Chamamento Público;Fase Certame;CONTRATAÇÃO DE SERVIÇOS ESPECIALIZADO EM FONOAUDIOLOGIA PARA ATENDER O HOSPITAL UNIVERSITÁRIO DE LONDRINA;UEL-Universidade Estadual de Londrina;Não;;;Menor Preço;;;2023-09-25;;;;202647375;1 Parcela(s) - Empreitada/Global
14;2023;Chamamento Público;Fase Certame;CHAMAMENTO PÚBLICO PARA CREDENCIAMENTO DE PESSOAS JURÍDICAS E/OU FÍSICAS PARA PRESTAÇÃO DE SERVIÇO DE NUTRICIONISTA.;UEM-Universidade Estadual de Maringá;Não;;;-;579840.00;;2023-10-02;;;;206100400;
17;2023;Chamamento Público;Fase Certame;CREDENCIAMENTO MÉDICO PRESENCIAL E HÍBRIDO;UEM-Universidade Estadual de Maringá;Não;;;-;;;2023-11-02;;;;206486740;
18;2023;Chamamento Público;Fase Certame; EDITAL DE CREDENCIAMENTO PJ E PF PARA A FUNÇÃO DE FARMACÊUTICO HOSPITALAR, FARMACÊUTICO CLÍNICO, FARMACÊUTICO ANALISTA CLÍNICO, BIOMÉDICO ANALISTA CLÍNICO - HUM DHE LEPAC;UEM-Universidade Estadual de Maringá;Não;;;Menor Preço;1873920.00;;2023-11-01;;Avenida Mandacaru 1590 HOSPITAL UNIVERSITÁRIO Parque das Laranjeiras Maringá PR 87083240;;207029009;
19;2023;Chamamento Público;Fase Certame;"CHAMAMENTO PÚBLICO PARA RETIRADA DE RESÍDUOS SÓLIDOS
ACUMULADOS, DER/SEDE E SUPERINTENDÊNCIAS REGIONAIS.";DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;-;;;2023-11-10;;;;209993252;1 Ano(s)
20;2023;Chamamento Público;Fase Certame;Doações por lotes de equipamentos rodoviários, veículos pesados e complementos rodoviários para municípios paranaenses. ;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;-;;;2023-11-13;;;;210191968;30 Dia(s)
21;2023;Chamamento Público;Fase Certame;Chamamento publico para a qualificação das empresas que manifestem interesse em celebrar parceria de negócio com a Celepar, seja de natureza contratual, associativa ou societária, para agregar as suas soluções um assistente para análise de aprendizagem escolar baseado em modelos generativos de inteligência artificial, conforme condições e exigências estabelecidas neste edital e seus anexos. ;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;-;;;2023-12-22;;;;211558822;
22;2023;Chamamento Público;Homologado;Chamamento público para doação de 252 bens;IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;Não;;;-;186.40;186.40;2023-11-16;2023-11-23;;;210415084;1 Dia(s)
23;2023;Chamamento Público;Fase Certame;Chamamento Público para a o Projeto Cidade Tecnológica, com o objetivo de prospecção e análise de mercado quanto às empresas que venham a apresentar soluções inteligentes que abordem desafios em áreas essenciais, como segurança, saúde, educação, mobilidade urbana, governança, turismo e transformação digital dos serviços prestados aos cidadãos. ;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;-;;;2023-12-20;;;;211929502;
24;2023;Chamamento Público;Fase Certame;Chamamento Público para doação de bens inservíveis e/ou desnecessários. Bens móveis em geral 004 de 2023 ;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;-;;;2023-11-27;;Avenida Iguaçu 420 3 ANDAR SALA 4 Rebouças Curitiba PR 80230020;;211087145;30 Dia(s)
26;2023;Chamamento Público;Fase Certame;Chamamento Público para credenciamento de pessoas físicas para prestação de serviços por escopo, por período predeterminado, em observância aos requisitos mínimos e aos valores estabelecidos no edital e seus anexos.;PRESP-Paraná Esporte (Antigo IPCE);Não;;;-;;;2024-11-01;;;;210258205;1 Ano(s)
28;2023;Chamamento Público;Fase Certame;"CHAMAMENTO PÚBLICO PARA DOAÇÃO DE BENS MOVEIS - MADEIRA - MATERIAL
LENHOSO, CONFORME EDITAL";DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;-;;;2023-12-04;;;;211527870;
29;2023;Chamamento Público;Fase Certame;Chamamento publico  para selecao de empresas que venham a apresentar solucoes, na modalidade SaaS, para automatizaçao do processo de recebimento, classificaçao e tratamento de informaçoes contratuais, contabeis, fiscais e financeiras de documentos fiscais emitidos por fornecedores de produtos e serviços contratados, conforme condicoes e exigencias estabelecidas neste Edital e seus anexos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Não;;;-;;;2024-01-15;;;;212536040;
30;2023;Chamamento Público;Fase Certame;CREDENCIAMENTO PARA PRESTAÇÃO DE SERVIÇO POR PROFISSIONAL FISIOTERAPEUTA ;UEM-Universidade Estadual de Maringá;Não;;;Menor Preço;;;2023-12-01;;Avenida Mandacaru 1590 Bloco Administração - 2º andar Parque das Laranjeiras Abatiá PR 87083240;;210655182;
32;2023;Chamamento Público;Fase Certame;EDITAL DE CREDENCIAMENTO PJ E PF PARA A FUNÇÃO DE ASSISTENTE SOCIAL;UEM-Universidade Estadual de Maringá;Não;;;Menor Preço;387072.00;;2024-02-01;;Avenida Mandacaru 1590 hospital universitário Parque das Laranjeiras Maringá PR 87083240;;213943006;
33;2023;Chamamento Público;Fase Certame;ABERTURA DE EDITAL DE CREDENCIAMENTO PJ E PF PARA A FUNÇÃO DE TÉCNICO EM LABORATÓRIO DE ANÁLISES CLÍNICAS;UEM-Universidade Estadual de Maringá;Não;;;Menor Preço;1808640.00;;2024-02-05;;;;212244287;
36;2023;Chamamento Público;Fase Certame;CREDENCIAMENTO PARA PRESTAÇÃO DE SERVIÇO POR PROFISSIONAL PSICÓLOGO ;UEM-Universidade Estadual de Maringá;Não;;;Menor Preço;;;2024-03-14;;;;214363852;
37;2023;Chamamento Público;Fase Certame;ATO CONVOCATORIO n. 01 2023 - Prestação de Serviços Ambulatoriais e/ou Hospitalares em Hospital Geral, Hospital Dia e Hospital Especializado, exceto Psiquiátricos.;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Não;;;Menor Preço;219409302.30;;2023-12-20;;;;214862077;1 Mês(es)
38;2023;Chamamento Público;Fase Certame;ATO CONVOCATÓRIO nº 02/2023 - Prestação de Serviços Ambulatoriais.;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Não;;;Menor Preço;;;2023-12-19;;;;213094459;30 Dia(s)
39;2023;Chamamento Público;Fase Certame;ATO CONVOCATÓRIO nº 03/2023 - Prestação de Serviços Especializados de Reabilitação Psicossocial Assistida no Estado do Paraná.;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Não;;;Menor Preço;770000.10;;2023-12-19;;;;213094637;30 Dia(s)
40;2023;Chamamento Público;Fase Certame;ATO CONVOCATÓRIO n 05-2023 - Prestação de Serviço Especializado em Reabilitação Intelectual para avaliação, atendimento e reabilitação de pessoas com suspeita e,ou diagnóstico de Deficiência Intelectual/Transtorno do Espectro Autista- TEA.;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Não;;;Menor Preço;6076711.61;;2023-12-20;;;;213095021;30 Dia(s)
41;2023;Chamamento Público;Fase Certame;ATO CONVOCATÓRIO nº 06/2023 - Prestação de Serviços Ambulatoriais e/ou Hospitalares em Hospital Psiquiátrico.;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Não;;;Menor Preço;7116129.62;;2023-12-21;;;;213095242;30 Dia(s)
42;2023;Chamamento Público;Fase Certame;ATO CONVOCATÓRIO nº 07/2023 - Ato convocatório de credenciados para contratação de Prestação de Serviços Ambulatoriais em Bancos de Sangue e Hemobancos.;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Não;;;Menor Preço;1099601.66;;2023-12-21;;;;213095609;30 Dia(s)
43;2023;Chamamento Público;Fase Certame;ATO CONVOCATÓRIO nº 04/2023 - Chamamento público. Ato convocatório para prestadores que possuem contrato para participar dos Programas De Qualificação Hospitalar.;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Não;;;Menor Preço;13722079.77;;2023-12-21;;;;213094777;30 Dia(s)
44;2023;Chamamento Público;Fase Certame;CREDENCIAMENTO PARA PRESTAÇÃO DE SERVIÇO POR PROFISSIONAL ENFERMEIRO;UEM-Universidade Estadual de Maringá;Não;;;Menor Preço;;;2024-02-01;;;;214533359;
3;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Contratação Integrada de empresa para elaboração dos Projetos Básico e Executivo e execução das obras de implantação de Variante na PR-364, desviando da área urbana do Bairro Riozinho no município de Irati, com uma extensão de 1,64 km.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;1.00;;2023-07-17;2023-09-15;;;201337844;
7;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Edital de licitação na modalidade de concorrência para contratação de empresas especializadas em serviços de engenharia, abrangendo confecção de projetos, laudos e execução de serviços de reforma predial, incluindo fornecimento de materiais, nos campi de Paranaguá, Campo Mourão, Curitiba e Paranavaí da UNESPAR. Este edital está fundamentado na Lei Federal 14.133/2021 e no Decreto Estadual 10.086/2022.;UNESPAR-Universidade Estadual do Paraná;Não;;;Menor Preço;1111054.33;;2023-09-19;2023-12-05;;;201134749;
9;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Fase Certame;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA REPINTURA E MANUTENCAO EM EDIFICACOES DO CAMPUS CEDETEG DA UNICENTRO, EM GUARAPUAVA PR, COM RECURSOS PRÓPRIOS.;UNICENTRO-Universidade Estadual do Centro-Oeste;Não;;;Menor Preço;381439.84;;2023-11-28;;;;204956448;
11;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;CONSTRUÇÃO DE COMPLEMENTO DA PISTA DE ATLETISMO - ARQUIBANCADA, ALMOXARIFADO E TORRE DE MONITORAMENTO - TOTALIZANDO 633,78 M2, DO CENTRO DE EDUCAÇÃO FÍSICA E ESPORTE-CEFE.;UEL-Universidade Estadual de Londrina;Não;;;Menor Preço;2800071.38;;2023-11-24;2023-12-06;;;207564028;
12;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Contratação de empresa especializada em serviços de engenharia para execução da construção da Unidade Nova Escolar para a Escola Estadual Deputado Anibal Khury, situado na Rua Euclides Penteado de Almeida, s/n, Balneário Coroados, fone 41 3420-7266 NRE de Paranaguá, no Município de Guaratuba, Estado do Paraná;FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Não;;;Maior Desconto;14838189.61;;2023-09-11;2023-09-21;;;161734950;
14;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Fase Certame;"CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE REFORMA
DO BLOCO P DO ARQUIVO HISTORICO MUNICIPAL E CENTRO DE DOCUMENTACAO E
MEMORIA DA UNICENTRO, NO CAMPUS SANTA CRUZ, COM RECURSOS DO TC 18/23 SETI.";UNICENTRO-Universidade Estadual do Centro-Oeste;Não;;;Menor Preço;126185.19;;2023-11-16;;;;206370629;
15;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICOS DE REPINTURA EM EDIFICACOES NO CAMPUS IRATI DA UNICENTRO, COM RECURSOS PROPRIOS.;UNICENTRO-Universidade Estadual do Centro-Oeste;Não;;;Menor Preço;157001.61;;2023-11-21;2023-12-15;;;207723088;
16;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;CONTRATAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS DE ENGENHARIA.;UEL-Universidade Estadual de Londrina;Não;;;Menor Preço;162834.74;;2024-05-29;2024-09-11;--- KM 380 PR 445 --- Londrina PR 86057970;;204471754;
19;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Contratação de empresa especializada na elaboração de projetos arquitetônicos e complementares para a construção do Centro Comunitário de Ensino, Pesquisa e Extensão da Unespar  CEPEX, Campus Paranavaí da Universidade Estadual do Paraná UNESPAR.;UNESPAR-Universidade Estadual do Paraná;Não;;;Menor Preço;79936.70;;2023-09-22;2023-12-04;;;207518140;
20;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Contratação Integrada de Empresa para Elaboração dos Projetos Básico e Executivo e Execução das Obras de Pavimentação da Rodovia PR-092 em Doutor Ulysses, do km 117,88 ao 129,83, numa extensão de 11,95 km.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Não;;;Menor Preço;1.00;;2023-12-21;2024-02-26;;;207494577;
21;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Reforma do telhado bloco H campus de Cascavel.;UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria;Não;;;Menor Preço;240332.01;;2023-11-02;2023-11-22;;;205024310;
24;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DA NOVA BIBLIOTECA CENTRAL DA UEL, COM APROXIMADAMENTE 5000,40M2;UEL-Universidade Estadual de Londrina;Não;;;Menor Preço;12276938.84;;2024-06-19;2024-08-30;--- KM 380 PR 445 --- Londrina PR 86057970;;208425889;
26;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DE TORRE DE TRANSFORMAÇÃO DE ENERGIA ELÉTRICA DO IPA-CCA.;UEL-Universidade Estadual de Londrina;Não;;;Menor Preço;117677.85;;2024-04-24;2024-05-13;--- KM 380 PR 445 --- Londrina PR 86057970;;206383070;
27;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Fase Certame;"CONTRATACAO DE EMPRESA PARA A AMPLIACAO DO BLOCO DIDATICO 3 DO
CAMPUS CEDETEG DA UNICENTRO, EM GUARAPUAVA-PR, COM RECURSOS PROPRIOS.";UNICENTRO-Universidade Estadual do Centro-Oeste;Não;;;Menor Preço;469838.21;;2023-11-22;;;;208325760;
28;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Fase Certame;"CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE REFORMA
DOS BANHEIROS DO 2O PAVIMENTO DO BLOCO G DO CAMPUS SANTA CRUZ DA
UNICENTRO, EM GUARAPUAVA-PR, COM RECURSOS PROPRIOS.";UNICENTRO-Universidade Estadual do Centro-Oeste;Não;;;Menor Preço;121864.05;;2023-11-21;;;;208326570;
29;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Contratação de empresa especializada em serviços de engenharia para execução da Ampliação do Colégio Estadual Fazenda Velha, situado na Rua Doutor Vital Brasil, 830, Bairro Estação, fone 41 3643-3279, no Município de Araucária, Estado do Paraná.;FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Não;;;Maior Desconto;5783205.11;;2023-10-11;2023-10-23;Rua dos Funcionários 1323 www.gov.br/compras Cabral Curitiba PR 80035050;;182804495;
30;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;CONTRATAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS DE ENGENHARIA, PARA RECUPERAÇÃO E REFORMA DO BLOCO 03 E PASSARELAS DE ACESSO DO CCB DA UNIVERSIDADE ESTADUAL DE LONDRINA. - A PARTIR DOS LAYOUTS E MEMORIAIS ANEXOS - MAIORES DETALHES NA PASTA TÉCNICA.;UEL-Universidade Estadual de Londrina;Não;;;Menor Preço;508386.02;;2024-04-19;2024-09-25;--- KM 380 PR 445 --- Londrina PR 86057970;;193293530;
33;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Fase Certame;"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE REFORMA DE
SALAS DO 1O E 2O PAVIMENTOS DOS BLOCOS A E B DO CÂMPUS SANTA CRUZ DA
UNICENTRO, EM GUARAPUAVA-PR, COM RECURSOS PRÓPRIOS.";UNICENTRO-Universidade Estadual do Centro-Oeste;Não;;;Menor Preço;260453.72;;2023-11-22;;;;209129221;
34;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Fase Certame;"CONTRATAÇÃO DE EMPRESA PARA ADEQUAÇÃO DA REDE DE HIDRANTES E
INSTALAÇÃO DE ALARME CONTRA INCÊNDIO E PÂNICO DO SETOR 3 NO CÂMPUS CEDETEG
DA UNICENTRO, EM GUARAPUAVA-PR, COM RECURSOS PRÓPRIOS.";UNICENTRO-Universidade Estadual do Centro-Oeste;Não;;;Menor Preço;310054.64;;2023-11-28;;;;210528440;
35;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Fase Certame;"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE REFORMAS NO PRÉDIO PRINCIPAL E BLOCO NEES DO CÂMPUS IRATI DA UNICENTRO, COM RECURSOS
PRÓPRIOS.
";UNICENTRO-Universidade Estadual do Centro-Oeste;Não;;;Menor Preço;205471.34;;2023-11-23;;;;210640800;
