numprocesso,objeto,orgao,datahomologacao,registrodepreco,tempoprazocontrato,valor_estimado,valor_ou_desconto_homologado,dataabertura,datahomologacao__dup1,adesao_ata_srp-2025__qtd_registros,adesao_ata_srp-2025__sum_lote_num,adesao_ata_srp-2025__mean_lote_num,adesao_ata_srp-2025__sum_classeitem_num,adesao_ata_srp-2025__mean_classeitem_num,adesao_ata_srp-2025__sum_numeroitem_num,adesao_ata_srp-2025__mean_numeroitem_num,adesao_ata_srp-2025__sum_item_num,adesao_ata_srp-2025__mean_item_num,adesao_ata_srp-2025__sum_quantidade_num,adesao_ata_srp-2025__mean_quantidade_num,adesao_ata_srp-2025__sum_valorunitario_num,adesao_ata_srp-2025__mean_valorunitario_num,alteracoes_ata_srp-2025__qtd_registros,contratos-2025__qtd_registros,contratos-2025__sum_numcontrato_num,contratos-2025__mean_numcontrato_num,contratos-2025__sum_anocontrato_num,contratos-2025__mean_anocontrato_num,empresas_participantes-2025__qtd_registros,empresas_participantes-2025__sum_nrlote_num,empresas_participantes-2025__mean_nrlote_num,empresas_participantes-2025__sum_cnpjcpfparticipante_num,empresas_participantes-2025__mean_cnpjcpfparticipante_num,empresas_participantes-2025__sum_razaosocialnomeparticipante_num,empresas_participantes-2025__mean_razaosocialnomeparticipante_num,empresas_participantes-2025__sum_valorpropostolote_num,empresas_participantes-2025__mean_valorpropostolote_num,itens-2025__qtd_registros,itens-2025__sum_nrlote_num,itens-2025__mean_nrlote_num,itens-2025__sum_classeitem_num,itens-2025__mean_classeitem_num,itens-2025__sum_numeroitem_num,itens-2025__mean_numeroitem_num,itens-2025__sum_item_num,itens-2025__mean_item_num,itens-2025__sum_quantidade_num,itens-2025__mean_quantidade_num,itens-2025__sum_valor_estimado_unitario_num,itens-2025__mean_valor_estimado_unitario_num,itens-2025__sum_valor_ou_desconto_homologado_unitario_num,itens-2025__mean_valor_ou_desconto_homologado_unitario_num,lotes-2025__qtd_registros,lotes-2025__sum_nrlote_num,lotes-2025__mean_nrlote_num,lotes-2025__sum_valor_estimado_num,lotes-2025__mean_valor_estimado_num,lotes-2025__sum_valor_ou_desconto_homologado_num,lotes-2025__mean_valor_ou_desconto_homologado_num,orgaos_participantes-2025__qtd_registros,orgaos_participantes-2025__sum_nrlote_num,orgaos_participantes-2025__mean_nrlote_num,orgaos_participantes-2025__sum_classeitem_num,orgaos_participantes-2025__mean_classeitem_num,orgaos_participantes-2025__sum_numeroitem_num,orgaos_participantes-2025__mean_numeroitem_num,orgaos_participantes-2025__sum_item_num,orgaos_participantes-2025__mean_item_num,orgaos_participantes-2025__sum_quantidadeprevista_num,orgaos_participantes-2025__mean_quantidadeprevista_num,publicidade-2025__qtd_registros,_filtro_obras_aplicado,anomaly_score,is_anomalous
17,"Chamamento Público para seleção de interessados na utilização de espaços públicos para a construção de estrutura física para emprego de mão de obra prisional na Penitenciária Estadual de Ponta Grossa - Unidade de Progressão - PEPG-UP, mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.",SESP-Secretaria de Estado da Segurança Pública,nan,Não,60 Mês(es),1518.00,nan,2025-06-13,nan,,,,,,,,,,,,,,,1.0,5424.0,5424.0,2025.0,2025.0,68.0,2150.0,31.61764705882353,1653005564008552.0,24308905353066.94,,,9878654.440000001,145274.33000000002,68.0,2084.0,30.647058823529413,415533.0,6110.779411764706,2779161.0,40870.01470588235,,,5568.0,81.88235294117646,497320.15499999997,7313.53169117647,305179.3516,4623.929569696969,70.0,2152.0,30.742857142857144,10170864.88,145298.06971428572,9878654.440000001,145274.33000000002,,,,,,,,,,,,,True,-0.0,1
18,"Chamamento Público para seleção de interessados na utilização de espaços públicos para a construção de estrutura física para emprego de mão de obra prisional na Penitenciária Estadual de Foz do Iguaçu III - Unidade de Progressão - PEF III-UP, mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.",SESP-Secretaria de Estado da Segurança Pública,nan,Não,60 Mês(es),1518.00,nan,2025-06-13,nan,,,,,,,,,,,,,,,2.0,6644.0,3322.0,4050.0,2025.0,4.0,4.0,1.0,130621492001546.0,32655373000386.5,,,398154.07999999996,99538.51999999999,8.0,11.0,1.375,15566.0,1945.75,473147.0,59143.375,,,130167.0,16270.875,229451.1,28681.3875,192879.47999999998,48219.869999999995,8.0,11.0,1.375,270340143.28,33792517.91,398154.07999999996,99538.51999999999,,,,,,,,,,,,,True,-0.18575389508209955,0
19,"Chamamento Público para seleção de interessados na utilização de espaços públicos para a construção de estrutura física para emprego de mão de obra prisional na Penitenciária Estadual de Campo Mourão, mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.",SESP-Secretaria de Estado da Segurança Pública,nan,Não,60 Mês(es),1518.00,nan,2025-06-17,nan,,,,,,,,,,,,,,,1.0,3824.0,3824.0,2025.0,2025.0,1.0,1.0,1.0,33181342000104.0,33181342000104.0,,,22994.66,22994.66,19.0,125.0,6.578947368421052,114595.0,6031.315789473684,891529.0,46922.57894736842,,,64150.0,3376.315789473684,2014.24,106.01263157894736,389.74,389.74,19.0,125.0,6.578947368421052,65639843.33,3454728.5963157895,22994.66,22994.66,,,,,,,,,,,,,True,-0.18152526776622258,0
20,"Chamamento Público para seleção de interessados na utilização de espaços públicos para a construção de estrutura física para emprego de mão de obra prisional na Cadeia Pública de Toledo, mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.",SESP-Secretaria de Estado da Segurança Pública,nan,Não,60 Mês(es),1518.00,nan,2025-06-17,nan,,,,,,,,,,,,,,,,,,,,9.0,45.0,5.0,330530030001208.0,36725558889023.11,,,61561.78,6840.197777777777,29.0,66.0,2.2758620689655173,66775.0,2302.5862068965516,2428788.0,83751.31034482758,,,136607.0,4710.586206896552,1804656.8900000001,138819.76076923078,5888.3,654.2555555555556,14.0,51.0,3.642857142857143,5835953.2299999995,448919.4792307692,61561.78,6840.197777777777,16.0,16.0,1.0,1680.0,105.0,1581957.0,98872.3125,,,135500.0,8468.75,,True,-0.17731268808651185,0
21,"Chamamento Público para seleção de interessados na utilização de espaços públicos para a construção de estrutura física para emprego de mão de obra prisional na Casa de Custódia de Piraquara - CCP, mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.",SESP-Secretaria de Estado da Segurança Pública,nan,Não,60 Mês(es),1518.00,nan,2025-06-17,nan,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,50366389000161.0,50366389000161.0,,,11298.0,11298.0,13.0,49.0,3.769230769230769,7404.0,569.5384615384615,816311.0,62793.153846153844,,,18.0,1.3846153846153846,13431.7,3357.925,5649.0,5649.0,12.0,48.0,4.0,36071.2,12023.733333333332,11298.0,11298.0,,,,,,,,,,,,,True,-0.205270984682283,0
22,"Chamamento Público para seleção de interessados na utilização de espaços públicos para a construção de estrutura física para emprego de mão de obra prisional na Penitenciária Estadual Thiago Borges de Carvalho - PETBC, mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.",SESP-Secretaria de Estado da Segurança Pública,nan,Não,60 Mês(es),1518.00,nan,2025-06-25,nan,,,,,,,,,,,,,,,1.0,1151.0,1151.0,2025.0,2025.0,1.0,1.0,1.0,8423602000163.0,8423602000163.0,,,13261050.0,13261050.0,26.0,26.0,1.0,7626.0,293.3076923076923,1408522.0,54173.92307692308,,,1034.0,39.76923076923077,327951.63,12613.524230769232,260234.38,10843.099166666667,3.0,3.0,1.0,18108127.68,6036042.56,13261050.0,13261050.0,,,,,,,,,,,,,True,-0.11714521932805955,0
27,"Chamamento Público para seleção de interessados na utilização de espaços públicos para o uso de estrutura física para emprego de mão de obra prisional na Penitenciária Estadual de Foz do Iguaçu III - Unidade de Progressão - PEF III-UP, mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.",SESP-Secretaria de Estado da Segurança Pública,nan,Não,60 Mês(es),1518.00,nan,2025-06-25,nan,,,,,,,,,,,,,,,1.0,5219.0,5219.0,2025.0,2025.0,1.0,1.0,1.0,3535902000110.0,3535902000110.0,,,264999.68,264999.68,7.0,8.0,1.1428571428571428,9667.0,1381.0,471370.0,67338.57142857143,,,2888.0,412.57142857142856,1535362.86,383840.715,4140.62,4140.62,7.0,8.0,1.1428571428571428,1836679.56,459169.89,264999.68,264999.68,,,,,,,,,,,,,True,-0.2220880109932744,0
28,"Chamamento Público para seleção de interessados na utilização de espaços públicos para a construção de estrutura física para emprego de mão de obra prisional na Colônia Penal Agroindustrial do Estado do Paraná - CPAI, mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.",SESP-Secretaria de Estado da Segurança Pública,nan,Não,60 Mês(es),1518.00,nan,2025-06-25,nan,,,,,,,,,,,,,,,1.0,4413.0,4413.0,2025.0,2025.0,37.0,201.0,5.4324324324324325,2151541230005501.0,58149762973121.65,,,3052323.59,82495.23216216215,42.0,290.0,6.904761904761905,118209.0,2814.5,3066908.0,73021.61904761905,,,7954.0,189.38095238095238,1374987.5999999999,32737.799999999996,878855.32,41850.253333333334,49.0,356.0,7.26530612244898,49776651.89,1015850.0385714286,2841459.34,109286.89769230768,15.0,73.0,4.866666666666666,97650.0,6510.0,1070675.0,71378.33333333333,,,7274.0,484.93333333333334,,True,-0.06804230265761146,0
29,"Chamamento Público para seleção de interessados na utilização de espaços públicos para o uso de estrutura física para emprego de mão de obra prisional na Colônia Penal Agroindustrial do Estado do Paraná - CPAI, mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.",SESP-Secretaria de Estado da Segurança Pública,nan,Não,60 Mês(es),1518.00,nan,2025-07-07,nan,,,,,,,,,,,,,,,3.0,7416.0,2472.0,6075.0,2025.0,3.0,4.0,1.3333333333333333,56102618000423.0,18700872666807.668,,,1983500.0,661166.6666666666,6.0,7.0,1.1666666666666667,1399.0,233.16666666666666,394939.0,65823.16666666667,,,30002.0,5000.333333333333,120.635,24.127000000000002,54.3737,13.593425,5.0,6.0,1.2,3118543.0,779635.75,1983500.0,661166.6666666666,,,,,,,,,,,,,True,-0.22402611138663953,0
30,"Chamamento Público para seleção de interessados na utilização de espaços públicos para a construção de estrutura física para emprego de mão de obra prisional na Penitenciária Industrial Marcelo Pinheiro - PIMP, mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.",SESP-Secretaria de Estado da Segurança Pública,nan,Não,60 Mês(es),1518.00,nan,2025-07-07,nan,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,31329981000149.0,31329981000149.0,,,5276984.79,5276984.79,3.0,3.0,1.0,1545.0,515.0,89347.0,29782.333333333332,,,35.0,11.666666666666666,925267.12,308422.37333333335,159908.63,159908.63,3.0,3.0,1.0,14473530.059999999,4824510.02,5276984.79,5276984.79,,,,,,,,,,,,,True,-0.17970566400365545,0
31,"Chamamento Público para seleção de interessados na utilização de espaços públicos para o uso de estrutura física para emprego de mão de obra prisional na Penitenciária Industrial Marcelo Pinheiro - PIMP, mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.",SESP-Secretaria de Estado da Segurança Pública,nan,Não,60 Mês(es),1518.00,nan,2025-07-07,nan,,,,,,,,,,,,,,,2.0,6081.0,3040.5,4050.0,2025.0,2.0,2.0,1.0,23986672000347.0,11993336000173.5,,,170509.56,170509.56,6.0,6.0,1.0,8846.0,1474.3333333333333,298482.0,49747.0,,,42.0,7.0,3412195.2771,568699.21285,96325.153,48162.5765,6.0,6.0,1.0,14312385.64,2385397.606666667,170526.37,85263.185,4.0,4.0,1.0,26412.0,6603.0,389556.0,97389.0,,,4.0,1.0,,True,-0.2251976451094424,0
32,"Chamamento Público para seleção de interessados na utilização de espaços públicos para o uso de estrutura física para emprego de mão de obra prisional na Penitenciária Estadual de Londrina II - PEL II,  mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.",SESP-Secretaria de Estado da Segurança Pública,nan,Não,60 Mês(es),1518.00,nan,2025-07-15,nan,,,,,,,,,,,,,,,2.0,6444.0,3222.0,4050.0,2025.0,3.0,3.0,1.0,17272471000392.0,5757490333464.0,,,664800.0,332400.0,9.0,19.0,2.111111111111111,2281.0,253.44444444444446,516534.0,57392.666666666664,,,8705.0,967.2222222222222,16735325.48,4183831.37,12774347.6173,6387173.80865,10.0,20.0,2.0,17411638.18,3482327.636,664823.7,221607.9,5.0,15.0,3.0,525.0,105.0,347028.0,69405.6,,,8690.0,1738.0,,True,-0.14358988504469367,0
33,"Chamamento Público para seleção de interessados na utilização de espaços públicos para o uso de estrutura física para emprego de mão de obra prisional na Penitenciária Estadual de Guarapuava - PIG, mediante formalização de Termo de Cooperação e Permissão de Uso, sem transferência de recursos.",SESP-Secretaria de Estado da Segurança Pública,nan,Não,60 Mês(es),1518.00,nan,2025-07-15,nan,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,9557452000143.0,9557452000143.0,,,378907.44,378907.44,10.0,25.0,2.5,4587.0,458.7,708346.0,70834.6,,,6812.0,681.2,34069.5,3785.5,15787.810000000001,7893.905000000001,9.0,24.0,2.6666666666666665,69291582.0,8661447.75,378907.44,378907.44,,,,,,,,,,,,,True,-0.21218230321210835,0
34,"Seleção de produções audiovisuais de pessoas jurídicas e físicas, sejam elas obras já desenvolvidas, finalizadas e em produção, visando a veiculação em TV aberta pelo Canal TV Paraná Turismo, com a possibilidade de composição da grade de programação, os quais em fase final serão submetidos e aprovados pelo Conselho de Programação da TV Paraná Turismo.",SECOM-Secretaria de Estado da Comunicação,nan,Não,12 Mês(es),0.00,nan,2025-07-01,nan,,,,,,,,,,,,,,,1.0,3601.0,3601.0,2025.0,2025.0,1.0,1.0,1.0,36153963000172.0,36153963000172.0,,,4095076.69,4095076.69,11.0,33.0,3.0,48453.0,4404.818181818182,755185.0,68653.18181818182,,,61891.0,5626.454545454545,184474.2034,20497.13371111111,170628.1954,170628.1954,11.0,33.0,3.0,4217934.48,468659.3866666667,4095076.69,4095076.69,,,,,,,,,,,,,True,-0.17470510469051714,0
1,"Contratação de empresa especializada em criação de experiências imersivas para a prestação de serviços de produção de jogo educacional, na plataforma roblox, com finalidade didática, incluindo serviços de implantação, acompanhamento e manutenção, pelo período de 1 ano após o lançamento, destinado a atender demandas do Programa de Educação Fiscal da SEFA/PR",SEFA-Secretaria de Estado da Fazenda,2025-07-03,Não,1 Parcela(s) - Empreitada/Global,638500.00,498960.00,2025-06-23,2025-07-03,,,,,,,,,,,,,,,7.0,21829.0,3118.4285714285716,14175.0,2025.0,13.0,44.0,3.3846153846153846,436506289001625.0,33577406846278.848,,,3415598.56,284633.2133333333,29.0,90.0,3.103448275862069,124232.0,4283.862068965517,2126673.0,73333.55172413793,,,59075.0,2037.0689655172414,80163403.52,2764255.293793103,3244351.795,231739.41392857142,25.0,83.0,3.32,85075037.2,3403001.488,3415603.0700000003,262738.6976923077,16.0,71.0,4.4375,95805.0,5987.8125,1469895.0,91868.4375,,,12570.0,785.625,,True,-0.1388080585926264,0
1,"Contratação de empresa especializada para execução de reforma da sala de tomógrafo com área de 43,28 metros quadrados, no Bloco S08, Clínica Odontológica, no endereço Avenida Mandacaru, 1550, no município de Maringá, Paraná, conforme planilha orçamentária de referência constante no Anexo XIII.",UEM-Universidade Estadual de Maringá,2025-04-03,Não,nan,68214.32,61945.56,2025-01-27,2025-04-03,,,,,,,,,,,,,,,7.0,21829.0,3118.4285714285716,14175.0,2025.0,13.0,44.0,3.3846153846153846,436506289001625.0,33577406846278.848,,,3415598.56,284633.2133333333,29.0,90.0,3.103448275862069,124232.0,4283.862068965517,2126673.0,73333.55172413793,,,59075.0,2037.0689655172414,80163403.52,2764255.293793103,3244351.795,231739.41392857142,25.0,83.0,3.32,85075037.2,3403001.488,3415603.0700000003,262738.6976923077,16.0,71.0,4.4375,95805.0,5987.8125,1469895.0,91868.4375,,,12570.0,785.625,,True,-0.1388080585926264,0
