numprocesso;ano;modalidade;lote;classeitem;numeroitem;item;num_protocolo_aax;data;valor;cpf_cnpj;nome_razaosocial
249;2023;Pregão Eletrônico;24;6501;43094;Tiamazol, 10 mg, Comprimido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;206988479;2023-08-22;0.3300;81706251000198;PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA
249;2023;Pregão Eletrônico;5;6501;48526;Alogliptina + Pioglitazona, 25mg + 30mg, Comprimido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;206988479;2023-08-22;4.5300;81706251000198;PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA
12;2023;Pregão Presencial;14;6103;20245;Cabo elétrico, Flexível, USO: Instalações elétricas internas, MATERIAL: Fios de cobre, Seção circular, Tempera mole, Isolação a base de PVC antichama e Classe térmica 70ºc, TENSÃO DE ISOLAMENTO: 750V, BITOLA: 2,5mm2, COR: Azul, UNID. DE MEDIDA: Metro;204914184;2023-08-23;1.7300;27927653000177;GOIÁS LED MATERIAIS ELÉTRICOS E CONSTRUÇÃO LTDA
12;2023;Pregão Presencial;14;6103;20245;Cabo elétrico, Flexível, USO: Instalações elétricas internas, MATERIAL: Fios de cobre, Seção circular, Tempera mole, Isolação a base de PVC antichama e Classe térmica 70ºc, TENSÃO DE ISOLAMENTO: 750V, BITOLA: 2,5mm2, COR: Azul, UNID. DE MEDIDA: Metro;204914184;2023-08-23;1.7300;27927653000177;GOIÁS LED MATERIAIS ELÉTRICOS E CONSTRUÇÃO LTDA
53;2023;Pregão Eletrônico;4;7907;1565;Água sanitária, USO: Assepsia de ambientes e roupas, ASPECTO: Líquido, COMPOSIÇÃO: À base de hipoclorito de sódio ou cálcio, TEOR CLORO ATIVO: Entre 2,0% a 2,5% p/p, COR: Amarela esverdeada e bastante fraca, CARACTERÍSTICAS ADICIONAIS: Isenta de corantes, detergentes e aromatizantes, EMBALAGEM: Galão plástico com 5 litros, com tampa e lacre de segurança, UNID. DE MEDIDA: Unitário;209400588;2023-08-28;7.1400;80047087000191;CIG COMERCIO DE EMBALAGENS LTDA
53;2023;Pregão Eletrônico;3;7907;1565;Água sanitária, USO: Assepsia de ambientes e roupas, ASPECTO: Líquido, COMPOSIÇÃO: À base de hipoclorito de sódio ou cálcio, TEOR CLORO ATIVO: Entre 2,0% a 2,5% p/p, COR: Amarela esverdeada e bastante fraca, CARACTERÍSTICAS ADICIONAIS: Isenta de corantes, detergentes e aromatizantes, EMBALAGEM: Galão plástico com 5 litros, com tampa e lacre de segurança, UNID. DE MEDIDA: Unitário;209400588;2023-08-28;7.1400;80047087000191;CIG COMERCIO DE EMBALAGENS LTDA
487;2023;Pregão Eletrônico;6;6501;24226;Eltrombopag Olamina, 50 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;207599697;2023-09-04;223.8500;56994502002779;NOVARTIS BIOCIENCIAS S/A
487;2023;Pregão Eletrônico;7;6501;25703;Eltrombopag Olamina, 25 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;207599697;2023-09-04;111.9100;56994502002779;NOVARTIS BIOCIENCIAS S/A
310;2023;Pregão Eletrônico;15;6501;56550;Palbociclibe, 125 mg, Cápsula , Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;207674427;2023-09-20;501.0300;04307650000305;ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.
208;2023;Pregão Eletrônico;3;6501;61693;Tiotrópio, Brometo + Olodaterol, Cloridrato, 2,5 mcg + 2,5 mcg, Solução, Frasco, Inalador, VIA DE ADMINISTRAÇÃO: Inalatória por via oral, UNID. DE MEDIDA: Unitário;206164751;2023-09-28;210.6700;60831658001220;BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA
234;2023;Pregão Eletrônico;8;6501;2958;Tiotrópio, Brometo, 2,5 mcg / dose, Solução, Frasco, 4 ml (60 doses), Inalador, VIA DE ADMINISTRAÇÃO: Inalatória por via oral, UNID. DE MEDIDA: Unitário;211442549;2023-10-10;259.8900;60831658001220;BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA
234;2023;Pregão Eletrônico;6;6501;31214;Ibrutinibe, 140 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;210239812;2023-10-10;331.6500;51780468000268;JANSSEN-CILAG FARMACEUTICA LTDA
234;2023;Pregão Eletrônico;1;6501;49767;Daratumumabe, 100mg, Solução injetável, Frasco-ampola, 5ml, VIA DE ADMINISTRAÇÃO: Intravenosa, UNID. DE MEDIDA: Unitário;210239812;2023-10-10;1448.9100;51780468000268;JANSSEN-CILAG FARMACEUTICA LTDA
234;2023;Pregão Eletrônico;2;6501;48228;Daratumumabe, 400mg, Solução injetável, Frasco-ampola, Frasco 20ML, VIA DE ADMINISTRAÇÃO: Intravenosa, UNID. DE MEDIDA: Unitário;210239812;2023-10-10;5795.6400;51780468000268;JANSSEN-CILAG FARMACEUTICA LTDA
142;2023;Pregão Eletrônico (Lei Federal 14.133/2021);15;6501;909;Nitrofurantoína, 100 mg, Cápsula , Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;201925959;2023-10-26;0.2700;00656468000139;SOMA/PR COMERCIO DE PRODUTOS HOSPITALARES LTDA
276;2023;Pregão Eletrônico;2;7205;84241;Micro-ondas, CAPACIDADE MÍNIMA: 27 litros, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;215288099;2024-01-09;610.9700;18710690000138;AR COMERCIO DE EQUIPAMENTOS LTDA
417;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;6501;85778;Acalabrutinibe, 100 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;215530582;2024-01-23;525.3400;60318797000100;ASTRAZENECA DO BRASIL LTDA.
417;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;6501;85778;Acalabrutinibe, 100 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;215530582;2024-01-23;525.3400;60318797000100;ASTRAZENECA DO BRASIL LTDA.
417;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;6501;85778;Acalabrutinibe, 100 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;215530582;2024-01-23;525.3400;60318797000100;ASTRAZENECA DO BRASIL LTDA.
417;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;6501;85778;Acalabrutinibe, 100 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;215530582;2024-01-23;525.3400;60318797000100;ASTRAZENECA DO BRASIL LTDA.
175;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3;6501;2420;Tacrolimo, 1 mg, Cápsula , Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;215495752;2024-01-25;1.0100;24633934000129;Camber Farmacêutica Ltda
172;2023;Pregão Eletrônico;4;6501;83479;AVELUMABE , 20 MG/ML, Solução para diluição para infusão, Frasco-ampola, 10 ML, VIA DE ADMINISTRAÇÃO: Intravenosa, UNID. DE MEDIDA: Unitário;215283470;2024-01-31;4447.3000;33069212001237;MERCK S/A
153;2023;Pregão Eletrônico;22;6604;28138;Agar Infusão Cérebro e Coração - BHI, EMBALAGEM: Frasco com 500g, UNID. DE MEDIDA: Unitário;213894544;2024-02-26;382.0000;15562934000194;MOLECULAR BIOTECNOLOGIA LTDA 
172;2023;Pregão Eletrônico;9;6501;83586;IXAZOMIBE, citrato , 4 MG, Cápsula , Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;214725428;2024-02-27;6136.0400;09053134000145;ELFA MEDICAMENTOS S.A.
172;2023;Pregão Eletrônico;1;6501;83296;Abemaciclibe , 200 mg, Comprimido revestido, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;214725428;2024-02-27;258.5200;09053134000145;ELFA MEDICAMENTOS S.A.
55;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8;6510;85044;Hidrogel, COMPOSIÇÃO: Com alginato de cálcio e/ou sódio, podendo apresentar outro componente que auxilie no desbridamento, o produto deve propiciar umidade e desbridamento efetivo da lesão e apresentar consistência e coesão, EMBALAGEM: Tubo com 85g, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;198742945;2024-02-28;12.2300;03302477000110;ROSSANE SERAFIM MATOS
55;2023;Pregão Eletrônico (Lei Federal 14.133/2021);10;6510;81697;Saliva artificial em gel, USO: Hospitalar, COMPOSIÇÃO: Hidratante, enzimas, glicose oxidas e, outros componentes com xilitol, produto sem álcool e sacarina, em forma de gel umidificante oral, EMBALAGEM: Tubo com 40g, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;198742945;2024-02-28;80.0000;78451614000187;A.P.TORTELLI COMERCIO DE PRODUTOS MÉDICOS HOSPITALARES LTDA
55;2023;Pregão Eletrônico (Lei Federal 14.133/2021);10;6510;81697;Saliva artificial em gel, USO: Hospitalar, COMPOSIÇÃO: Hidratante, enzimas, glicose oxidas e, outros componentes com xilitol, produto sem álcool e sacarina, em forma de gel umidificante oral, EMBALAGEM: Tubo com 40g, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;198742945;2024-02-28;80.0000;78451614000187;A.P.TORTELLI COMERCIO DE PRODUTOS MÉDICOS HOSPITALARES LTDA
487;2023;Pregão Eletrônico;7;6501;25703;Eltrombopag Olamina, 25 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;200548914;2024-03-12;132.6300;56994502002779;NOVARTIS BIOCIENCIAS S/A
487;2023;Pregão Eletrônico;6;6501;24226;Eltrombopag Olamina, 50 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;200548914;2024-03-12;265.3000;56994502002779;NOVARTIS BIOCIENCIAS S/A
66;2023;Pregão Eletrônico (Lei Federal 14.133/2021);23;6510;64721; Cateter, central de inserção periférica (PICC), MATERIAL: Confeccionado em poliuretano ou silicone para inserção periférica atraumática, bem acabadas lisas, sem rebarbas, resistente a torções, cilíndrico, flexível, estéril, Com calibre de 1,9 ou 2FR (dois French), 24G, 30cm a 60cm de comprimento, com marcações, asas de fixação, com corta fluxo, introdutor periférico bipartido com tamanho apropriado, descartável, atóxico apirogênico, EMBALAGEM: Individual, em grau cirúrgico ou em outro tipo de material que seja compatível com o método de esterilização utilizado, com abertura em pétala, contendo na sua parte externa impressos em língua portuguesa as seguintes informações: identificação, tamanho, procedência, data de fabricação, validade, lote, registro na ANVISA, CARACTERÍSTICAS ADICIONAIS: Prazo de validade: 90% do prazo total da validade do produto na data da entrega, UNID. DE MEDIDA: Unitário;199121308;2024-03-25;224.9900;34396122000160;SC COMERCIO DE PRODUTOS HOSPITALARES LTDA
66;2023;Pregão Eletrônico (Lei Federal 14.133/2021);23;6510;64721; Cateter, central de inserção periférica (PICC), MATERIAL: Confeccionado em poliuretano ou silicone para inserção periférica atraumática, bem acabadas lisas, sem rebarbas, resistente a torções, cilíndrico, flexível, estéril, Com calibre de 1,9 ou 2FR (dois French), 24G, 30cm a 60cm de comprimento, com marcações, asas de fixação, com corta fluxo, introdutor periférico bipartido com tamanho apropriado, descartável, atóxico apirogênico, EMBALAGEM: Individual, em grau cirúrgico ou em outro tipo de material que seja compatível com o método de esterilização utilizado, com abertura em pétala, contendo na sua parte externa impressos em língua portuguesa as seguintes informações: identificação, tamanho, procedência, data de fabricação, validade, lote, registro na ANVISA, CARACTERÍSTICAS ADICIONAIS: Prazo de validade: 90% do prazo total da validade do produto na data da entrega, UNID. DE MEDIDA: Unitário;199121308;2024-03-25;224.9900;34396122000160;SC COMERCIO DE PRODUTOS HOSPITALARES EIRELI
172;2023;Pregão Eletrônico;17;6501;42413;Pembrolizumabe, 100 mg/4mL, Solução injetável, Frasco-ampola, VIA DE ADMINISTRAÇÃO: Intravenosa, UNID. DE MEDIDA: Unitário;218643558;2024-03-26;14518.4500;04307650002502;ONCO PROD DIST. PROD. HOSPITALRES E ONCOLÓGICOS LTDA
797;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4;7302;82695;Conjunto de panelas basculantes a gás, CAPACIDADE: 80 litros, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;207418382;2024-04-01;51155.4300;31634238000100;ERINOX EQUIPAMENTOS PARA COZINHAS INDUSTRIAL LTDA
797;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3;7301;58615;Fritadeira Industrial, MATERIAL: MATERIAL: Estrutura em aço, alimentação à gás, CARACTERÍSTICAS ADICIONAIS: Demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário;207418382;2024-04-01;10167.9500;31634238000100;ERINOX EQUIPAMENTOS PARA COZINHAS INDUSTRIAL LTDA
379;2023;Pregão Eletrônico (Lei Federal 14.133/2021);9;6501;754;Epinefrina, Hemitartarato (Adrenalina), 1 mg/ml, Solução injetável, Ampola, 1 ml, VIA DE ADMINISTRAÇÃO: Subcutânea/Intramuscular/Intravenosa, UNID. DE MEDIDA: Unitário;215751481;2024-04-02;1.6200;47893919000115;MG2 DISTRIBUIDORA DE MEDICAMENTOS LTDA
401;2023;Pregão Eletrônico (Lei Federal 14.133/2021);16;6510;18961;Sonda, Enteral em poliuretano radiopaco, calibre 12 FR, estéril, biocompativel, flexível, com ponta proximal plástica transparente revestindo cilindros de aço inoxidável que garantam o lastro para passagem ao intestino alto e maleabilidade adequada, escalonada em centímetros em toda a sua extensão, conector distal com dupla entrada universal em Y permitindo acesso separado para a nutrição ou medicação e perfeita adaptação a equipos e seringas, com tampas, com fio guia em aço inóx pré-lubrificado com resistência e flexibilidade adequada ao manuseio e de fácil introdução e retirada, EMBALAGEM: Individual, em papel grau cirúrgico que favoreça abertura em técnica asséptica e que garanta a integridade e esterilidade do produto e ter impressos em língua portuguesa as seguintes informações: identificação, procedência, data de fabricação, validade da esterilização, lote, nº de registro na Anvisa e apresentar código de barras, UNID. DE MEDIDA: Unitário;206436549;2024-04-03;6.3700;31531888000112;GVFLEX INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE LTDA
367;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;6501;23397;Mesalazina , 2 g, Granulado revestido de liberação prolongada, Envelope, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;218636829;2024-04-04;4.0300;04307650001298;ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.
22;2023;Pregão Presencial;113;6510;696;Luva, Para procedimento não cirúrgico, Descartável, TAMANHO: Pequena, MATERIAL: Látex de borracha natural, FORMATO: Anatômico, APRESENTAÇÃO: Não estéril, superfície lisa, ambidestra, com pó bio-absorvível, punho com acabamento enrolado, CARACTERÍSTICAS ADICIONAIS: Isenta de furos, rasgos ou deformidades, EMBALAGEM: Caixa com 100 unidades, UNID. DE MEDIDA: Unitário;219387415;2024-04-08;28.5200;48065681000100;KF ANTONELLI LTDA
53;2023;Pregão Eletrônico;4;7907;1565;Água sanitária, USO: Assepsia de ambientes e roupas, ASPECTO: Líquido, COMPOSIÇÃO: À base de hipoclorito de sódio ou cálcio, TEOR CLORO ATIVO: Entre 2,0% a 2,5% p/p, COR: Amarela esverdeada e bastante fraca, CARACTERÍSTICAS ADICIONAIS: Isenta de corantes, detergentes e aromatizantes, EMBALAGEM: Galão plástico com 5 litros, com tampa e lacre de segurança, UNID. DE MEDIDA: Unitário;198983730;2024-04-11;7.1400;80047087000191;CIG COMERCIO DE EMBALAGENS LTDA
53;2023;Pregão Eletrônico;3;7907;1565;Água sanitária, USO: Assepsia de ambientes e roupas, ASPECTO: Líquido, COMPOSIÇÃO: À base de hipoclorito de sódio ou cálcio, TEOR CLORO ATIVO: Entre 2,0% a 2,5% p/p, COR: Amarela esverdeada e bastante fraca, CARACTERÍSTICAS ADICIONAIS: Isenta de corantes, detergentes e aromatizantes, EMBALAGEM: Galão plástico com 5 litros, com tampa e lacre de segurança, UNID. DE MEDIDA: Unitário;198983730;2024-04-11;7.1400;80047087000191;CIG COMERCIO DE EMBALAGENS LTDA
1041;2023;Pregão Eletrônico (Lei Federal 14.133/2021);12;6501;2839;Metoprolol, Succinato, 25 mg, Comprimido revestido de liberação prolongada, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;211467320;2024-04-17;0.2500;02520829000140;DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA. 
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5;6501;520;Cloreto de Potássio, 60 mg/ml (6%), Solução oral, Frasco, 150 ml, Copo/Seringa Dosadora, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;2.7800;02816696000154;PONTAMED FARMACEUTICA LTDA
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);10;6501;37;Dipirona Sódica, 500 mg, Comprimido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;0.1100;73856593000166;PRATI, DONADUZZI & CIA LTDA
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7;6501;1266;Cloreto de Sódio, 9 mg/ml (0,9%), Solução injetável, Ampola, 10 ml, VIA DE ADMINISTRAÇÃO: Intravenosa, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;0.2100;00339246000192;LONDRICIR COMERCIO DE MATERIAL HOSPITALAR LTDA
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);18;6501;3142;Voriconazol, 200 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;21.5000;44734671002286;CRISTÁLIA PRODUTOS QUIMICOS FARMACÊUTICOS LTDA 
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);10;6501;37;Dipirona Sódica, 500 mg, Comprimido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;0.1100;73856593000166;PRATI, DONADUZZI & CIA LTDA
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);15;6501;1398;Poliestirenossulfonato de Cálcio, 890/900 mg/g, Pó oral, Envelope, 30 g, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;19.8200;02816696000154;PONTAMED FARMACEUTICA LTDA
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);17;6501;3722;Salbutamol, Sulfato, 100mcg, Suspensão aerossol, Tubo, 200 doses, Aplicador/adaptador, VIA DE ADMINISTRAÇÃO: Inalatória por via oral, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;10.1000;02520829000140;DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA. 
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);14;6501;919;Paracetamol, 500 mg, Comprimido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;0.0600;07752236000808;MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A 
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5;6501;520;Cloreto de Potássio, 60 mg/ml (6%), Solução oral, Frasco, 150 ml, Copo/Seringa Dosadora, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;2.7800;02816696000154;PONTAMED FARMACEUTICA LTDA
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);13;6501;902;Nimesulida, 50 mg/ml, Suspensão gotas, Frasco gotejador, 15 ml, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;1.7200;12889035000102;INOVAMED HOSPITALAR LTDA.
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);15;6501;1398;Poliestirenossulfonato de Cálcio, 890/900 mg/g, Pó oral, Envelope, 30 g, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;19.8200;02816696000154;PONTAMED FARMACEUTICA LTDA
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);12;6501;825;Loratadina, 10 mg, Comprimido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;0.0600;12889035000102;INOVAMED HOSPITALAR LTDA.
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);11;6501;796;Ibuprofeno, 600 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;0.1500;73856593000166;PRATI, DONADUZZI & CIA LTDA
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);11;6501;796;Ibuprofeno, 600 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;0.1500;73856593000166;PRATI, DONADUZZI & CIA LTDA
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8;6501;546;Dexametasona, 4 mg, Comprimido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;0.1900;00656468000139;SOMA/PR COMERCIO DE PRODUTOS HOSPITALARES LTDA
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4;6501;298;Bromoprida, 4 mg/ml, Solução gotas, Frasco gotejador, 20 ml, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;2.3300;00656468000139;SOMA/PR COMERCIO DE PRODUTOS HOSPITALARES LTDA
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;6501;246;Albendazol, 400 mg, Comprimido mastigável, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;0.3500;73856593000166;PRATI, DONADUZZI & CIA LTDA
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2;6501;246;Albendazol, 400 mg, Comprimido mastigável, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;0.3500;73856593000166;PRATI, DONADUZZI & CIA LTDA
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1;6501;243;Água Estéril Injetável, Solução injetável, Ampola, 10 ml, VIA DE ADMINISTRAÇÃO: Intravenosa, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;0.1800;07752236000808;MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A 
1071;2023;Pregão Eletrônico (Lei Federal 14.133/2021);17;6501;3722;Salbutamol, Sulfato, 100mcg, Suspensão aerossol, Tubo, 200 doses, Aplicador/adaptador, VIA DE ADMINISTRAÇÃO: Inalatória por via oral, UNID. DE MEDIDA: Unitário;211569913;2024-04-18;10.1000;02520829000140;DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA. 
