numprocesso;ano;modalidade;lote;classeitem;numeroitem;item;num_protocolo_aax;data;valor;cpf_cnpj;nome_razaosocial
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2;8905;22735;Batata inglesa, TIPO: Ágata, ASPECTO: In natura, fresco, CLASSIFICAÇÃO: Extra, APRESENTAÇÃO: Nova, lavada, firme, pele lisa e coloração amarelo claro, sem manchas escuras ou esverdeadas, sem brotos, polpa clara, tamanho médio e formato ovalada, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades, umidade externa anormal, lesões de origens físicas ou mecânicas (rachaduras ou cortes) e quaisquer materiais estranhos que comprometam a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-09-30;3.8800;07383499000102;B.M.A DE LARA COMERCIO E SERVICOS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8905;2195;Melão, TIPO: Amarelo Comum, ASPECTO: In natura, fresco, APRESENTAÇÃO: Inteiro, com casca firme, coloração forte, perfume agradável e sementes soltas, sem rachaduras e perfurações, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-09-30;4.3900;07383499000102;B.M.A DE LARA COMERCIO E SERVICOS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8905;2140;Maçã, TIPO: Fuji, ASPECTO: In natura, fresca, APRESENTAÇÃO: Inteira, firme, com casca lisa, sem machucados, partes batidas e pintas pretas, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-09-30;10.4200;07383499000102;B.M.A DE LARA COMERCIO E SERVICOS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8905;22735;Batata inglesa, TIPO: Ágata, ASPECTO: In natura, fresco, CLASSIFICAÇÃO: Extra, APRESENTAÇÃO: Nova, lavada, firme, pele lisa e coloração amarelo claro, sem manchas escuras ou esverdeadas, sem brotos, polpa clara, tamanho médio e formato ovalada, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades, umidade externa anormal, lesões de origens físicas ou mecânicas (rachaduras ou cortes) e quaisquer materiais estranhos que comprometam a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-09-30;4.0400;08511741000149;QUITANDA ALGO MAIS LTDA.
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8905;2140;Maçã, TIPO: Fuji, ASPECTO: In natura, fresca, APRESENTAÇÃO: Inteira, firme, com casca lisa, sem machucados, partes batidas e pintas pretas, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-09-30;7.9900;08511741000149;QUITANDA ALGO MAIS LTDA.
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5;8905;2140;Maçã, TIPO: Fuji, ASPECTO: In natura, fresca, APRESENTAÇÃO: Inteira, firme, com casca lisa, sem machucados, partes batidas e pintas pretas, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-09-30;8.6500;29424367000114;N. R. ALIMENTOS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8905;10652;Pera, TIPO: Williams, ASPECTO: In natura, fresca, APRESENTAÇÃO: Com casca firme (sem ser dura), sem cortes, machucados, manchas e picadas de insetos, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-09-30;7.0000;08511741000149;QUITANDA ALGO MAIS LTDA.
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8905;2195;Melão, TIPO: Amarelo Comum, ASPECTO: In natura, fresco, APRESENTAÇÃO: Inteiro, com casca firme, coloração forte, perfume agradável e sementes soltas, sem rachaduras e perfurações, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-09-30;2.9900;08511741000149;QUITANDA ALGO MAIS LTDA.
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5;8905;22735;Batata inglesa, TIPO: Ágata, ASPECTO: In natura, fresco, CLASSIFICAÇÃO: Extra, APRESENTAÇÃO: Nova, lavada, firme, pele lisa e coloração amarelo claro, sem manchas escuras ou esverdeadas, sem brotos, polpa clara, tamanho médio e formato ovalada, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades, umidade externa anormal, lesões de origens físicas ou mecânicas (rachaduras ou cortes) e quaisquer materiais estranhos que comprometam a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-09-30;3.9800;29424367000114;N. R. ALIMENTOS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5;8905;2195;Melão, TIPO: Amarelo Comum, ASPECTO: In natura, fresco, APRESENTAÇÃO: Inteiro, com casca firme, coloração forte, perfume agradável e sementes soltas, sem rachaduras e perfurações, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-09-30;3.7300;29424367000114;N. R. ALIMENTOS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2;8905;22835;Manga, TIPO: Palmer, ASPECTO: In natura, fresca, APRESENTAÇÃO: Inteira, com polpa intacta e firme, tamanho e coloração uniformes, sem manchas escuras na casca e rachaduras, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-10-10;5.8570;07383499000102;B.M.A DE LARA COMERCIO E SERVICOS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2;8905;2148;Mamão, TIPO: Formosa, ASPECTO: In natura, fresco, APRESENTAÇÃO: Inteiro, com casca firme, sem rachaduras, partes escuras e machucadas, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-10-10;5.2073;07383499000102;B.M.A DE LARA COMERCIO E SERVICOS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2;8905;2168;Cebola, TIPO: Branca, ASPECTO: In natura, fresca, APRESENTAÇÃO: Cabeça, compacta, firme, com casca, sem brotos, podridões, manchas e mofos, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-10-10;4.6546;07383499000102;B.M.A DE LARA COMERCIO E SERVICOS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8905;2140;Maçã, TIPO: Fuji, ASPECTO: In natura, fresca, APRESENTAÇÃO: Inteira, firme, com casca lisa, sem machucados, partes batidas e pintas pretas, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-10-10;7.9963;07383499000102;B.M.A DE LARA COMERCIO E SERVICOS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2;8905;2140;Maçã, TIPO: Fuji, ASPECTO: In natura, fresca, APRESENTAÇÃO: Inteira, firme, com casca lisa, sem machucados, partes batidas e pintas pretas, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-10-10;8.0194;07383499000102;B.M.A DE LARA COMERCIO E SERVICOS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8905;2148;Mamão, TIPO: Formosa, ASPECTO: In natura, fresco, APRESENTAÇÃO: Inteiro, com casca firme, sem rachaduras, partes escuras e machucadas, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-10-10;5.1923;07383499000102;B.M.A DE LARA COMERCIO E SERVICOS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1;8905;2168;Cebola, TIPO: Branca, ASPECTO: In natura, fresca, APRESENTAÇÃO: Cabeça, compacta, firme, com casca, sem brotos, podridões, manchas e mofos, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-10-10;4.6411;07383499000102;B.M.A DE LARA COMERCIO E SERVICOS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5;8905;2148;Mamão, TIPO: Formosa, ASPECTO: In natura, fresco, APRESENTAÇÃO: Inteiro, com casca firme, sem rachaduras, partes escuras e machucadas, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-10-18;3.6300;29424367000114;N. R. ALIMENTOS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5;8905;2140;Maçã, TIPO: Fuji, ASPECTO: In natura, fresca, APRESENTAÇÃO: Inteira, firme, com casca lisa, sem machucados, partes batidas e pintas pretas, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-10-18;9.6100;29424367000114;N. R. ALIMENTOS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5;8905;2168;Cebola, TIPO: Branca, ASPECTO: In natura, fresca, APRESENTAÇÃO: Cabeça, compacta, firme, com casca, sem brotos, podridões, manchas e mofos, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-10-18;2.3800;29424367000114;N. R. ALIMENTOS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5;8905;22835;Manga, TIPO: Palmer, ASPECTO: In natura, fresca, APRESENTAÇÃO: Inteira, com polpa intacta e firme, tamanho e coloração uniformes, sem manchas escuras na casca e rachaduras, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-10-18;5.1900;29424367000114;N. R. ALIMENTOS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3;8905;2168;Cebola, TIPO: Branca, ASPECTO: In natura, fresca, APRESENTAÇÃO: Cabeça, compacta, firme, com casca, sem brotos, podridões, manchas e mofos, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-10-22;2.9700;34365540000190;HORT FOODS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3;8905;2148;Mamão, TIPO: Formosa, ASPECTO: In natura, fresco, APRESENTAÇÃO: Inteiro, com casca firme, sem rachaduras, partes escuras e machucadas, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-10-22;5.9400;34365540000190;HORT FOODS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3;8905;22835;Manga, TIPO: Palmer, ASPECTO: In natura, fresca, APRESENTAÇÃO: Inteira, com polpa intacta e firme, tamanho e coloração uniformes, sem manchas escuras na casca e rachaduras, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-10-22;3.8200;34365540000190;HORT FOODS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3;8905;2140;Maçã, TIPO: Fuji, ASPECTO: In natura, fresca, APRESENTAÇÃO: Inteira, firme, com casca lisa, sem machucados, partes batidas e pintas pretas, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-10-23;8.4900;34365540000190;HORT FOODS LTDA 
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8905;2148;Mamão, TIPO: Formosa, ASPECTO: In natura, fresco, APRESENTAÇÃO: Inteiro, com casca firme, sem rachaduras, partes escuras e machucadas, CARACTERÍSTICAS ADICIONAIS: Isento de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-10-24;3.3700;08511741000149;QUITANDA ALGO MAIS LTDA.
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8905;2140;Maçã, TIPO: Fuji, ASPECTO: In natura, fresca, APRESENTAÇÃO: Inteira, firme, com casca lisa, sem machucados, partes batidas e pintas pretas, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-10-24;7.9900;08511741000149;QUITANDA ALGO MAIS LTDA.
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8905;2168;Cebola, TIPO: Branca, ASPECTO: In natura, fresca, APRESENTAÇÃO: Cabeça, compacta, firme, com casca, sem brotos, podridões, manchas e mofos, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-10-24;2.1400;08511741000149;QUITANDA ALGO MAIS LTDA.
478;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4;8905;22835;Manga, TIPO: Palmer, ASPECTO: In natura, fresca, APRESENTAÇÃO: Inteira, com polpa intacta e firme, tamanho e coloração uniformes, sem manchas escuras na casca e rachaduras, CARACTERÍSTICAS ADICIONAIS: Isenta de sujidades, enfermidades e quaisquer materiais estranhos que possam comprometer a sua qualidade, UNID. DE MEDIDA: Quilograma;218388558;2024-10-24;4.3200;08511741000149;QUITANDA ALGO MAIS LTDA.
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);16;6502;19748;Pregabalina, 150mg, Cápsula Gelatinosa Dura, Blister, VIA DE ADMINISTRAÇÃO: Oral, PORTARIA 344/98: C1, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;0.2900;76386283000113;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9;6502;30970;Lacosamida, 150 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, PORTARIA 344/98: C1, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;6.2200;13485130000103;PHARMA LOG PRODUTOS FARMACEUTICOS EIRELI 
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);15;6501;48797;Mirabegrona, 50mg, Comprimido de liberação prolongada, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;5.2500;13485130000103;PHARMA LOG PRODUTOS FARMACEUTICOS LTDA
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7;6502;25712;Lacosamida , 100 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, PORTARIA 344/98: C1, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;3.7700;13485130000103;PHARMA LOG PRODUTOS FARMACEUTICOS LTDA
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7;6502;25712;Lacosamida , 100 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, PORTARIA 344/98: C1, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;3.7700;13485130000103;PHARMA LOG PRODUTOS FARMACEUTICOS EIRELI 
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6;6502;30971;Lacosamida , 200 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, PORTARIA 344/98: C1, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;7.2100;13485130000103;PHARMA LOG PRODUTOS FARMACEUTICOS LTDA
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6;6502;30971;Lacosamida , 200 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, PORTARIA 344/98: C1, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;7.2100;13485130000103;PHARMA LOG PRODUTOS FARMACEUTICOS EIRELI 
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5;6502;19673;Divalproato de sódio , 125mg, Cápsula com Microgrânulos de Liberação Prolongada, Blister, VIA DE ADMINISTRAÇÃO: Oral, PORTARIA 344/98: C1, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;0.7300;07752236000808;MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A 
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);10;6502;30973;Lacosamida , 50 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, PORTARIA 344/98: C1, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;2.0900;13485130000103;PHARMA LOG PRODUTOS FARMACEUTICOS EIRELI 
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);10;6502;30973;Lacosamida , 50 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, PORTARIA 344/98: C1, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;2.0900;13485130000103;PHARMA LOG PRODUTOS FARMACEUTICOS LTDA
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);17;6502;42403;Pregabalina, 50mg, Cápsula Gelatinosa Dura, Blister, VIA DE ADMINISTRAÇÃO: Oral, PORTARIA 344/98: C1, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;0.6800;13485130000103;PHARMA LOG PRODUTOS FARMACEUTICOS EIRELI 
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);17;6502;42403;Pregabalina, 50mg, Cápsula Gelatinosa Dura, Blister, VIA DE ADMINISTRAÇÃO: Oral, PORTARIA 344/98: C1, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;0.6800;13485130000103;PHARMA LOG PRODUTOS FARMACEUTICOS LTDA
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);18;6502;19749;Pregabalina, 75mg, Cápsula Gelatinosa Dura, Blister, VIA DE ADMINISTRAÇÃO: Oral, PORTARIA 344/98: C1, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;0.2100;05912018000183;MERCO SOLUCOES EM SAUDE S/A
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);19;6501;62323;Propafenona, 150 mg, Comprimido revestido, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;0.4800;76386283000113;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);21;6501;2946;Tamoxifeno, citrato, 20 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;0.5900;81706251000198;PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);27;6502;48942;Vortioxetina, 10mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;2.7000;00802002000102;ALTERMED MATERIAL MEDICO HOSPITALAR LTDA
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);29;6502;72951;Vortioxetina , 20 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, PORTARIA 344/98: C1, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;7.0600;00802002000102;ALTERMED MATERIAL MEDICO HOSPITALAR LTDA
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);24;6502;2979;Venlafaxina, 150 mg, Cápsula dura de liberação prolongada, Blister, VIA DE ADMINISTRAÇÃO: Oral, PORTARIA 344/98: C1, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;0.8900;09192829000108;ATONS DO BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);20;6501;2899;Propafenona, Cloridrato, 300 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;0.5100;07752236000808;MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A 
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);25;6502;38162;Venlafaxina, 37,5 mg, Cápsula dura de liberação prolongada, Blister, VIA DE ADMINISTRAÇÃO: Oral, PORTARIA 344/98: C1, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;0.4900;09192829000108;ATONS DO BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);26;6502;2980;Venlafaxina, 75 mg, Cápsula dura de liberação prolongada, Blister, VIA DE ADMINISTRAÇÃO: Oral, PORTARIA 344/98: C1, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;0.3200;81706251000198;PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);15;6501;48797;Mirabegrona, 50mg, Comprimido de liberação prolongada, Blister, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;5.2500;13485130000103;PHARMA LOG PRODUTOS FARMACEUTICOS EIRELI 
106;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9;6502;30970;Lacosamida, 150 mg, Comprimido revestido, Blister, VIA DE ADMINISTRAÇÃO: Oral, PORTARIA 344/98: C1, UNID. DE MEDIDA: Unitário;229681478;2024-10-30;6.2200;13485130000103;PHARMA LOG PRODUTOS FARMACEUTICOS LTDA
