numprocesso,objeto,orgao,adesao_ata_srp-2024__qtd_registros,alteracoes_ata_srp-2024__qtd_registros,contratos-2024__qtd_registros,empresas_participantes-2024__qtd_registros,itens-2024__qtd_registros,lotes-2024__qtd_registros,orgaos_participantes-2024__qtd_registros,publicidade-2024__qtd_registros,anomaly_score,is_anomalous
15,"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE REFORMA DO BLOCO P DO ARQUIVO HISTÓRICO MUNICIPAL E CENTRO DE DOCUMENTAÇÃO E MEMÓRIA DA UNICENTRO, NO CÂMPUS SANTA CRUZ, COM RECURSOS DO TC 18/23 SETI.",UNICENTRO-Universidade Estadual do Centro-Oeste,44.0,11.0,2.0,35.0,43.0,46.0,813.0,,-0.07492086842157247,0
16,"1.1 O objeto do concurso é a seleção do melhor Estudo Preliminar do Projeto de Arquitetura para um Planetário com posterior contratação de seu autor para elaboração de todos os projetos legais e executivos, visando sua construção no Parque da Ciência Newton Freire Maia, espaço público, de caráter científico, educacional, cultural e turístico, com área aproximada de 23.810,00m,  localizado  na  Estrada da Graciosa, 7400,  Jardim Boa Vista, Pinhais/PR, CEP 83.327-000, conforme Termo de Referência Anexo VII e demais elementos técnicos instrutores compõem este Edital.
1.2 O Estudo Preliminar do Projeto de Arquitetura deverá apresentar conceitos que ofertem uma visão arquitetônica única e inovadora do Planetário, assegurando que este se torne um marco educacional, cultural, turístico e científico na região.
1.3 	A seleção do objeto levará em consideração o Estudo Preliminar do Projeto de Arquitetura mais adequado, funcional, esteticamente belo e exequível, com respeito à liberdade de proposição pelos concorrentes, porém condicionado aos parâmetros, determinações e orientações presentes neste Edital e seus anexos.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,57.0,31.0,36.0,18.0,,-0.08971092987932183,0
17,"Contratação de Elaboração de Anteprojeto de Engenharia para Duplicação com Marginais  da Rodovia PR-218, entre KM 237,72 -final da pista dupla em Arapongas e o KM 247,72 - acesso à Sabáudia, numa extensão de 10,40 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,1.0,5.0,49.0,32.0,32.0,11.0,,0.17174948496139208,1
18,"Empreitada por preço unitário, para a reforma de banheiros do Bloco I - 1º andar, e adequações para substituição de elevador na Universidade Estadual do Oeste do Paraná - UNIOESTE Campus de Marechal Cândido Rondon.",UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,4.0,13.0,23.0,13.0,,,-0.13758102200608918,0
19,"Contratação de empresa especializada em serviços de engenharia para Ampliação do Colégio Estadual Marechal Arthur da Costa e Silva, situado na Rua Vereador José Teixeira Alves, 171, fone 44 3435-1246, no Município de Planaltina do Paraná, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,4.0,3.0,4.0,4.0,1.0,,-0.15762920011113107,0
21,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DA OBRA DE
CONSTRUÇÃO DO NOVO BLOCO",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,1.0,5.0,32.0,7.0,30.0,,-0.1348861661880285,0
24,Contratacao de empresa especializada em obras e servicos de engenharia para reforma e ampliacao da sede da 11a Companhia Independente de Policia Militar 11a CIPM situada a Rua dos Tres Poderes n. 164 no municipio de Cambe Parana.,SECID-Secretaria de Estado das Cidades (Antigo SEDU),6.0,,4.0,35.0,80.0,58.0,70.0,,-0.027787209048278638,0
25,"Contratação de empresa especializada para apoio à fiscalização da obra de Pavimentação das Estradas Rurais de Ligação entre São José dos Pinhais e Mandirituba, na Região Metropolitana
de Curitiba, Paraná, com extensão total de 26,61 km",AMEP-Agência de Assuntos Metropolitanos do Paraná (Antigo COMEC),,,,18.0,69.0,69.0,6.0,,-0.0011958133432756757,0
26,"Contratação Integrada de Empresa para Elaboração dos Projetos Básico e  Executivo e Execução das Obras de Restauração com Melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão, numa extensão total de 40,82 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,2.0,2.0,4.0,4.0,1.0,,-0.02945797934971378,0
27,"Execução das obras de restauração e ampliação de capacidade da rodovia PR-151, no trecho compreendido entre o entroncamento com a PR-438, km 344,51, em Ponta Grossa, e a interseção com a BR-277, km 377,22 em Palmeira, com extensão de 32,71 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,2.0,3.0,4.0,3.0,,,0.06438167369181724,1
28,"Empreitada por preço unitário, para a reforma do Laboratório de Botânica do Campus de Cascavel, da Universidade Estadual do Oeste do Paraná - UNIOESTE - licitação exclusiva para microempresas e/ou empresas de pequeno porte.",UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,1.0,2.0,4.0,3.0,28.0,,-0.16970020268830172,0
29,"Contratação da elaboração de Estudos Preliminares e Anteprojeto, para construção do Terminal Metropolitano de Londrina, Paraná",AMEP-Agência de Assuntos Metropolitanos do Paraná (Antigo COMEC),73.0,,17.0,13.0,200.0,14.0,518.0,,0.018598465711078038,1
30,"Empreitada por preço unitário, para a reforma do Auditório da Fazenda Experimental de Entre Rios do Oeste - Campus de Marechal Cândido Rondon, da Universidade Estadual do Oeste do Paraná - UNIOESTE - licitação exclusiva para microempresas e/ou empresas de pequeno porte.",UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,2.0,32.0,26.0,26.0,23.0,,-0.12821916825059415,0
31,"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE REFORMA DO BLOCO E PARA INSTALAÇÃO DO NÚCLEO DE PRÁTICAS JURÍDICAS NO CÂMPUS SANTA CRUZ DA UNICENTRO, COM RECURSOS PRÓPRIOS.",UNICENTRO-Universidade Estadual do Centro-Oeste,5.0,54.0,1.0,54.0,48.0,56.0,156.0,,-0.01723381098099669,0
32,"Contratação Integrada de Empresa para Elaboração dos Projetos Básico e Executivo e Execução das Obras de Implantação da variante da PR-498 e da Ponte sobre o Rio Ivaí, entre São Carlos do Ivaí e Japurá, numa Extensão de 1.540,00 m.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,2.0,2.0,6.0,3.0,,,-0.09985666216264705,0
33,"Contratação de empresa especializada para prestação de serviços técnicos para execução de obra de reforma no prédio da Subsede da Procuradoria- Geral do Estado, com área existente de 1.156,70 metros quadrados, situado à Rua Paula Gomes n. 110, bairro São Francisco, no município de Curitiba- PR.",SECID-Secretaria de Estado das Cidades (Antigo SEDU),12.0,2.0,3.0,8.0,15.0,9.0,66.0,,-0.1411330129223547,0
34,"Empreitada por preço unitário, para a reforma do Anfiteatro e corredor do Centro de Imagens do Hospital Universitário do Oeste do Paraná - HUOP, da UNIOESTE.",UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,2.0,2.0,7.0,3.0,,,-0.17223819870631873,0
37,"Empreitada por preço unitário, para a construção de Quadra de Esportes no Campus de Cascavel, da Universidade Estadual do Oeste do Paraná - UNIOESTE - licitação exclusiva para microempresas e/ou empresas de pequeno porte.",UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,4.0,,7.0,45.0,51.0,51.0,474.0,,0.0267603748155264,1
38,"Contratacao de empresa de engenharia para realizacao da obra de reforma com ampliacao de area, visando a implantacao do Centro de Inovacao em Agrotecnologia no Campus Luiz Meneghel.",UENP-Universidade Estadual do Norte do Paraná,,,2.0,12.0,13.0,13.0,,,-0.15513490644224442,0
39,"Contratação de empresa para prestação dos Serviços de Engenharia de Projeto de Instalações Elétricas e de Lógica, Projeto Técnico de Prevenção a Incêndios e Desastre - PTPID e Projeto Executivo de Adequação para Acessibilidade para a Escola Prática Educativa de Trânsito do DER, localizado na Rua das Castanheiras, nº 175, Jardim Leonor, no município de Londrina, Paraná.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,4.0,3.0,4.0,4.0,,,-0.16068145671540063,0
40,"Contratação Integrada de empresa especializada em engenharia e/ou arquitetura, para elaboração de projetos básico, legal e executivo de arquitetura, projetos complementares de engenharia, aprovação nos órgãos competentes, As Built e execução da obra em sistema construtivo pré-fabricado da Unidade Nova Escolar Professora Godomá Bevilacqua de Oliveira, sito à Rua Douglas Maurício de Sene, s/n, Distrito Vila Reis, CEP 86.819-000, fone do Estabelecimento de Ensino 43 3422-3821, no Município de Apucarana, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,4.0,6.0,4.0,6.0,,,-0.11398945473721889,0
42,"Contratação de empresa especializada para execução da obra de CONSTRUÇÃO DO LABORATÓRIO DE ESTRUTURAS - AMPLIAÇÃO DO BLOCO E e ESTACIONAMENTO DO BLOCO E DA UEPG - UNIVERSIDADE ESTADUAL DE PONTA GROSSA, no endereço Av. General Carlos Cavalcanti, 4748 - Uvaranas, no município de Ponta Grossa, Paraná, conforme planilha orçamentária de referência constante no Anexo XIII.",UEPG-Universidade Estadual de Ponta Grossa,,,1.0,3.0,4.0,4.0,,,-0.1702783504200599,0
43,"Contratação de empresa especializada para elaboração de Projeto de Instalações Elétricas e de Lógica, Projeto Técnico de Prevenção a Incêndios e Desastre PTPID e Projeto Técnico de Adequação de Acessibilidade a Edificação e Sinalização Tátil no Piso.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,2.0,3.0,8.0,3.0,,,-0.16146149935343213,0
44,"Construção de Abrigo Para Gado Leiteiro para a Fazenda Escola Capão da Onça - FESCON da Universidade Estadual de Ponta Grossa - UEPG, no endereço - Estrada Ponta Grossa/Itaiacoca, Km 07 - Zona Rural, Ponta Grossa - PR, CEP 84030-900, no município de Ponta Grossa, Paraná, conforme planilha orçamentária de referência constante no Anexo XIII.",UEPG-Universidade Estadual de Ponta Grossa,,,1.0,160.0,61.0,64.0,59.0,,0.10199220172484247,1
45,"Contratação Integrada de empresa especializada em engenharia e/ou arquitetura, para elaboração de projetos básico, legal e executivo de arquitetura, projetos complementares de engenharia, aprovação nos órgãos competentes, As Built e execução da obra da Unidade Nova Escolar para o Colégio Estadual Professora Renée Carvalho de Amorim, no município de Pontal do Paraná, no Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,3.0,4.0,4.0,4.0,1.0,,-0.13365481226409526,0
46,Reforma do Bloco IV,UNIOESTE FBELT-Universidade Estadual do Oeste do Paraná - Campus Francisco Beltrão,,,2.0,3.0,3.0,3.0,,,-0.16980147387436673,0
47,"Contratação de empresa especializada para a Execução da Conclusão do bloco I24-CCH com área de 4.826,90 metros quadrados. Faz parte da contratação o fornecimento dos seguintes serviços 1-  Projeto Arquitetonico e Projetos complementares pela modelagem BIM -Hidrossanitário com aproveitamento de águas pluviais. Projeto Técnico de Prevenção a Incêndio e a Desastres. Elétrico e Climatização, e elaboração de orçamento através da planilha oficial modelo SINAPI/PR - com preços atualizados - no padrão elaborado pela UEM-PCU. A obra está localizada no campus-sede da UEM na Av. Colombo n. 5790 no município e Maringá-PR -CEP 87020-900",UEM-Universidade Estadual de Maringá,,,4.0,35.0,139.0,18.0,137.0,,-0.05480652086640603,0
48,"Contratação de empresa especializada para a Execução da Conclusão do Bloco C90-CTC, com área de 6.107,97 metros quadrados. Faz parte da contratação o fornecimento dos seguintes serviços 1- Projetos complementares pela modelagem BIM -Hidrossanitário com aproveitamento de águas pluviais. Projeto Técnico de Prevenção a Incêndio e a Desastres.  Elétrico, Climatização, Rede de Gases, Estrutural de Concreto Armado para Central de Gases e Estrutural Metálico-, e elaboração de orçamento através da planilha oficial modelo SINAPI-PR - com preços atualizados - no padrão elaborado pela UEM/PCU. A obra está localizada no campus-sede da UEM na Av. Colombo nº 5790 no município de Maringá-PR - CEP 87020-900.",UEM-Universidade Estadual de Maringá,,,5.0,13.0,102.0,14.0,8.0,,-0.07951390876212627,0
50,"Contratação de empresa especializada em edificações para construção do muro de divisa da 2ª Companhia do 14º Batalhão da Polícia Militar do município de Medianeira, situado à Avenida Brasil, nº 3720, no município de Medianeira, Paraná.",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,3.0,8.0,44.0,7.0,42.0,,-0.12918999821443938,0
57,"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE REFORMA NOS BLOCOS M E Q DO CÂMPUS SANTA CRUZ DA UNICENTRO, COM RECURSOS PRÓPRIOS.",UNICENTRO-Universidade Estadual do Centro-Oeste,,,2.0,2.0,4.0,4.0,,,-0.16876719686843672,0
58,"CONTRATAÇÃO DE EMPRESA PARA RETOMADA E CONCLUSÃO DA OBRA DE CONSTRUÇÃO DA OFICINA ORTOPÉDICA DA UNICENTRO, COM RECURSOS DO TC-TED 64/24 SETI.",UNICENTRO-Universidade Estadual do Centro-Oeste,,1.0,2.0,3.0,5.0,4.0,1.0,,-0.16964662339611508,0
59,"Contratação Integrada de Empresa para Elaboração dos Projetos Básico e Executivo e Execução das Obras de Restauração e Duplicação da PR-412, entre a divisa de PR/SC até Guaratuba, numa extensão de 12,81 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,1.0,2.0,4.0,4.0,1.0,,-0.14447861843440313,0
60,"Execução das obras de duplicação em pavimento rígido e restauração em Whitetopping da rodovia PR-170/PRC-466, de Turvo a Palmeirinha, numa extensão de 27,02 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,12.0,12.0,2.0,15.0,19.0,20.0,86.0,,0.04400242211529637,1
61,"Contratação Integrada de empresa especializada em engenharia e/ou arquitetura, para elaboração de projetos básico, legal e executivo de arquitetura, projetos complementares de engenharia, aprovação nos órgãos competentes, As Built e execução da obra em sistema construtivo pré-fabricado da Unidade Nova Escolar UNV Zacarias Cardoso de Cristo, sito à Rua Manoel Muller de Siqueira, 1175, Vila São Pedro II, CEP 83.540-000, fone do NRE da Área Metropolitana Norte 41 3251-6500, no município de Rio Branco do Sul/PR",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,24.0,2.0,26.0,34.0,34.0,32.0,,-0.10010217410579053,0
65,"CONTRATAÇÃO INTEGRADA DE EMPRESA PARA ELABORAÇÃO DOS PROJETOS BÁSICO E EXECUTIVO E EXECUÇÃO DA OBRA DE CONSTRUÇÃO DO BLOCO ADMINISTRATIVO DA UNICENTRO, NO CÂMPUS DE IRATI, COM RECURSOS DO TED 64/24.",UNICENTRO-Universidade Estadual do Centro-Oeste,2.0,34.0,3.0,38.0,35.0,40.0,124.0,,-0.0822352602886825,0
66,"CONTRATAÇÃO INTEGRADA DE EMPRESA PARA ELABORAÇÃO DE PROJETOS BÁSICO E EXECUTIVO E EXECUÇÃO DA OBRA DE REFORMA DO AUDITÓRIO FRANCISCO CONTINI NO CÂMPUS SANTA CRUZ DA UNICENTRO, COM RECURSOS DO TED 64/24 SETI.",UNICENTRO-Universidade Estadual do Centro-Oeste,,,6.0,16.0,208.0,17.0,,,-0.011365545647226916,0
67,"CONTRATAÇÃO INTEGRADA DE EMPRESA PARA ELABORAÇÃO DE PROJETOS
BÁSICO E EXECUTIVO E EXECUÇÃO DA OBRA DE REFORMA PARA ADEQUAÇÃO DE
ACESSIBILIDADE NO CÂMPUS SANTA CRUZ DA UNICENTRO, COM RECURSOS DO TED.",UNICENTRO-Universidade Estadual do Centro-Oeste,,,1.0,18.0,13.0,8.0,12.0,,-0.1375749789370032,0
69,"Contratação de empresa especializada em engenharia e/ou arquitetura para Elaboração de Laudo Técnico Conclusivo de Avaliação Estrutural para o Bloco B e áreas de instalação de elevadores do Campus de Paranaguá da Universidade Estadual do Paraná UNESPAR localizada na Rua Comendador Correia Júnior 117 - Centro Paranaguá - PR, 83203-560 conforme Termo de Referência - Anexo XVI",UNESPAR-Universidade Estadual do Paraná,,4.0,1.0,8.0,12.0,9.0,15.0,,-0.1619106151440346,0
71,Reforma do espaço físico dos Laboratórios de Enfermagem,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,1.0,12.0,10.0,5.0,9.0,,-0.16017638071356177,0
72,"Contratação de empresa para fornecimento de material, mão de obra e equipamentos para a execução das obras denominadas. Reforma dos Corredores 1, 2 e 3 do Hospital, Reforma do Hall do Núcleo Interno de Regulação de Leitos -NIR-, área externa e Hall do Hospital, Construção da Escada de Emergência e reforma do corredor 4 e Reforma do espaço entre blocos do Hospital Universitário, com área aproximada de 1.650m quadrados.",UEL-Universidade Estadual de Londrina,,2.0,3.0,8.0,8.0,9.0,1.0,,-0.10935460803183233,0
73,PROJETO PARA REFORMA COBERTURA E CONSTRUÇÃO DE ESTRUTURA COBERTA NA ENTRADA PRINCIPAL DO BLOCO I - CAMPUS DE FRANCISCO BELTRÃO - Sede Bairro Vila Nova,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,13.0,2.0,17.0,32.0,32.0,29.0,,-0.11403368651564527,0
74,"ELABORAÇÃO DE PROJETO ARQUITETÔNICO, ESTRUTURAL, COMPLEMENTARES E ORÇAMENTÁRIO PARA CONSTRUÇÃO DE ESPAÇO ECUMÊNICO NO CAMPUS DE FRANCISCO BELTRÃO - Sede Bairro Vila Nova.",UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,2.0,6.0,9.0,9.0,7.0,,-0.16634549277911093,0
76,"REFORMA DO BLOCO I - CAMPUS DE FRANCISCO BELTRÃO SEDE BAIRRO VILA NOVA, PINTURA INTERNA/EXTERNA, TROCA DE ESQUADRIAS E ABERTURAS",UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,24.0,5.0,31.0,41.0,39.0,32.0,,-0.0975757029110998,0
77,"reforma, adequação e instalação de nova tubulação do sistema de hidrantes, bem como a
troca de todas as mangueiras e bicos, em atendimento as exigências do Bombeiro.",UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,2.0,2.0,7.0,8.0,5.0,5.0,,-0.12552053364801524,0
78,"Registro de Preços, por um período de 1 ano, podendo ser prorrogado por igual período, desde que comprovado o preço vantajoso, para futura e eventual Contratação Integrada de empresa especializada para elaboração de projetos básico e executivo de arquitetura, projetos complementares de engenharia e execução de obra em sistema construtivo pré-fabricado, de até 184 salas de aula de múltiplo uso, para substituição de salas de aula em madeira em condições precárias, em unidades da rede pública estadual de ensino, em municípios do Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,1.0,3.0,19.0,11.0,10.0,10.0,19.0,,-0.044596612986078865,0
79,Construção de passarelas com cobertura no Campus de Marechal Cândido Rondon,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,2.0,3.0,4.0,4.0,4.0,2.0,,-0.16793525673446286,0
80,"Reforma da Cobertura dos Blocos I,II, III e IV",UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,6.0,19.0,54.0,44.0,,,-0.07088853393164107,0
81,Readequação elétrica e forração Ambiente Multiuso para aulas práticas do curso de Ed. Física,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,3.0,6.0,10.0,6.0,2.0,,-0.1652882269947421,0
82,"Contratação Integrada de empresa especializada em engenharia e/ou arquitetura, para elaboração de projetos básico ND 350, legal e executivo ND400 de arquitetura, projetos complementares de engenharia, aprovação nos órgãos competentes, As Built ND500 e execução da obra em sistema construtivo pré-fabricado da Unidade Nova Escolar UNV do Colégio Estadual Frei Beda Maria e Escola Estadual Bacharel Antônio Alves, localizado na Avenida Industrial, s/n, Jardim Itaú I, contato pelo Núcleo de Educação Área Metropolitana Norte, setor de edificações no telefone 41 32516521 e/ou 32516524, no município de Itaperuçu/PR, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,3.0,10.0,2.0,14.0,19.0,20.0,57.0,,-0.0915049050565025,0
86,Reforma dos banheiros do Banheiros Bloco D3 no campus de Toledo - PROINFRA/2024,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,1.0,1.0,2.0,2.0,1.0,,-0.16194682356598572,0
87,Reforma da Cobertura Da Biblioteca,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,3.0,2.0,6.0,6.0,6.0,9.0,,-0.12494104464087441,0
88,Construção de passarela metálica com acesso a cantina Foz do Iguaçu,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,4.0,5.0,14.0,5.0,,,-0.1423865436316371,0
91,"Contratação de Empresa Especializada em Engenharia e/ou Arquitetura para Elaboração de Projetos Executivos PTPID, Elétrico e Climatização para a Faculdade de Artes do Paraná, FAP, Campus de Curitiba II da Universidade Estadual do Paraná, UNESPAR.",UNESPAR-Universidade Estadual do Paraná,,,3.0,4.0,13.0,4.0,10.0,,-0.09710232369885313,0
93,"Contratação de empresa de Engenharia Elétrica para Elaboração de Serviços Técnicos Especializados de Natureza Predominantemente Intelectual de Análise da Qualidade de Energia de Gerador e dos Quadros de Distribuição de Energia Elétrica, do Edifício Oswaldo Pacheco de Lacerda, sede do Departamento de Estradas de Rodagem do Paraná, sito à Avenida Iguaçu, n. 420, Bairro Rebouças, Curitiba, Paraná.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,1.0,2.0,4.0,11.0,7.0,5.0,,-0.15649079392890264,0
94,Projeto para Reforma do Bloco II - Campus de Franciso Beltrao,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,5.0,6.0,6.0,6.0,1.0,,-0.14044695066377727,0
96,"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE REFORMA EM EDIFICAÇÕES DO CÂMPUS CEDETEG DA UNICENTRO, COM RECURSOS DO TED 64/24
SETI.",UNICENTRO-Universidade Estadual do Centro-Oeste,,,4.0,9.0,81.0,8.0,,,-0.10906188594969668,0
97,"CONTRATAÇÃO DE EMPRESA PARA REALIZAÇÃO DE SERVIÇOS, COM FORNECIMENTO DE MATERIAL, DE REFORMA DA BRINQUEDOTECA, INSTALAÇÃO DE PLAYGROUND E PINTURA INTERNA E EXTERNA DE EDIFICAÇÕES DO CÂMPUS DE IRATI DA UNICENTRO.",UNICENTRO-Universidade Estadual do Centro-Oeste,,,2.0,2.0,12.0,9.0,46.0,,-0.14959990353859653,0
99,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DA OBRA DE
AMPLIAÇÃO DA SALA DE TOMOGRAFIA",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,,3.0,31.0,4.0,,,-0.14736737372599173,0
